~key~,~unique_id~,~results~,~completion_date~
~460~,~tjIG8~,~{"trials":[{"trial_num":1,"map":"ND_PX_0","coords":"8,3,7,3,6,3,5,3,4,3,3,3,2,3,2,2"},{"trial_num":2,"map":"ND_NX_1","coords":"8,3,7,3,7,2,8,2"},{"trial_num":3,"map":"NX_UN_0","coords":"8,5,7,5,7,4,7,3,7,2,8,2"},{"trial_num":4,"map":"PX_UN_0","coords":"8,4,8,5,8,6,7,6,6,6,5,6,4,6,3,6,2,6,2,7,2,8"},{"trial_num":5,"map":"ND_PX_1","coords":"8,4,7,4,6,4,5,4,4,4,4,3,4,2,5,2,6,2,7,2,8,2"},{"trial_num":6,"map":"UN_PX_0","coords":"6,8,6,7,6,6,6,5,5,5,4,5,3,5,2,5,2,4,2,3,2,2"},{"trial_num":7,"map":"PX_DX_0","coords":"2,4,2,5,2,6,2,7,2,8"},{"trial_num":8,"map":"UN_NX_0","coords":"2,7,3,7,4,7,5,7,6,7,7,7,7,6,7,5,7,4,7,3,8,3,8,2"},{"trial_num":9,"map":"PX_NX_0","coords":"8,5,7,5,7,4,6,4,5,4,5,3,5,2,6,2,7,2,8,2"},{"trial_num":10,"map":"DX_PX_0","coords":"4,2,4,3,4,4,5,4,6,4,6,5,6,6,6,7,6,8,5,8,4,8,3,8,2,8"},{"trial_num":11,"map":"NX_NX_0","coords":"3,2,4,2,5,2,5,3,5,4,5,5,5,6,5,7,5,8,4,8,3,8,2,8"},{"trial_num":12,"map":"UN_DX_0","coords":"2,5,3,5,4,5,5,5,5,6,5,7,5,8,4,8,3,8,2,8"},{"trial_num":13,"map":"DX_DX_0","coords":"2,5,3,5,4,5,4,6,4,7,4,8,3,8,2,8"},{"trial_num":14,"map":"ND_DX_1","coords":"8,3,7,3,7,2,6,2,5,2,4,2,3,2,2,2"},{"trial_num":15,"map":"PX_PX_0","coords":"6,2,6,3,5,3,4,3,4,4,4,5,4,6,4,7,4,8,3,8,2,8"},{"trial_num":16,"map":"DX_UN_0","coords":"5,8,5,7,5,6,5,5,4,5,3,5,2,5,2,6,2,7,2,8"},{"trial_num":17,"map":"NX_PX_0","coords":"2,3,3,3,3,4,3,5,3,6,3,7,3,8,2,8"},{"trial_num":18,"map":"ND_NX_0","coords":"8,5,7,5,6,5,5,5,4,5,3,5,2,5,2,4,2,3,2,2"},{"trial_num":19,"map":"UN_UN_0","coords":"8,5,7,5,6,5,5,5,5,4,5,3,5,2,6,2,7,2,8,2"},{"trial_num":20,"map":"ND_DX_0","coords":"8,5,7,5,6,5,5,5,4,5,4,4,4,3,3,3,3,2,2,2"},{"trial_num":21,"map":"DX_NX_0","coords":"5,2,4,2,4,3,4,4,4,5,4,6,3,6,2,6,2,5,2,4,2,3,2,2"},{"trial_num":22,"map":"NX_DX_0","coords":"7,8,7,7,7,6,7,5,6,5,5,5,5,6,5,7,4,7,3,7,3,8,2,8"},{"trial_num":23,"map":"ND_UN_0","coords":"8,7,7,7,6,7,5,7,4,7,4,8,3,8,2,8"}]}~,~2020-04-28 13:04:00~
~461~,~tjIG8~,~{"catch_trials":[{"question_0":"How many corners is each person walking to?","target_0":"0","question_1":"Do people always drop their cookie crumbs on their path to/from a corner?","target_1":"0","question_2":"Do people get to choose which door they enter through?","target_2":"1","question_3":"Do people leave the room out of the same door they entered or the door closest to them?","target_3":"0","question_4":"Can people move diagonally?","target_4":"1","question_5":"What color are the walls?","target_5":"1","wrong_attempts":1,"experiment_code":"M7p1mtjIG8"}],"system":{"Browser":"Chrome","OS":"Mac","screenH":900,"screenW":1440},"subject_information":{"language":"English","enjoyment":"2","asses":"Yes","age":"27","gender":"Male","education":"3","problems":"","comments":""},"time_in_minutes":6.542666666666666}~,~2020-04-28 13:04:23~
~462~,~A20Bu~,~{"trials":[{"trial_num":1,"map":"NX_NX_0","coords":"6,8,6,7,6,6,6,5,5,5,4,5,3,5,2,5,2,4,2,3,2,2"},{"trial_num":2,"map":"ND_PX_0","coords":"8,3,7,3,6,3,5,3,4,3,3,3,2,3,2,2"},{"trial_num":3,"map":"DX_PX_0","coords":"4,2,4,3,4,4,5,4,6,4,6,5,6,6,6,7,6,8,5,8,4,8,3,8,2,8"},{"trial_num":4,"map":"ND_DX_0","coords":"8,5,7,5,6,5,5,5,5,4,4,4,3,4,2,4,2,3,2,2"},{"trial_num":5,"map":"DX_UN_0","coords":"5,8,5,7,5,6,5,5,5,4,5,3,5,2,6,2,7,2,8,2"},{"trial_num":6,"map":"ND_PX_1","coords":"8,4,7,4,6,4,5,4,4,4,4,3,4,2,5,2,6,2,7,2,8,2"},{"trial_num":7,"map":"ND_NX_1","coords":"8,3,7,3,6,3,5,3,4,3,3,3,2,3,2,2"},{"trial_num":8,"map":"PX_NX_0","coords":"8,5,7,5,7,4,6,4,5,4,5,3,5,2,4,2,3,2,2,2"},{"trial_num":9,"map":"DX_DX_0","coords":"5,2,5,3,5,4,4,4,4,5,4,6,4,7,3,7,2,7,2,8"},{"trial_num":10,"map":"ND_NX_0","coords":"8,5,7,5,6,5,5,5,4,5,3,5,2,5,2,6,2,7,2,8"},{"trial_num":11,"map":"NX_DX_0","coords":"8,5,7,5,6,5,5,5,5,6,5,7,4,7,3,7,3,8,2,8"},{"trial_num":12,"map":"PX_PX_0","coords":"6,2,5,2,4,2,4,3,4,4,4,5,4,6,4,7,4,8,3,8,2,8"},{"trial_num":13,"map":"NX_PX_0","coords":"2,3,3,3,3,4,3,5,3,6,3,7,3,8,2,8"},{"trial_num":14,"map":"PX_DX_0","coords":"2,4,2,5,2,6,2,7,2,8"},{"trial_num":15,"map":"PX_UN_0","coords":"8,4,8,5,8,6,7,6,6,6,6,5,6,4,6,3,6,2,7,2,8,2"},{"trial_num":16,"map":"NX_UN_0","coords":"8,5,7,5,7,4,7,3,7,2,8,2"},{"trial_num":17,"map":"ND_UN_0","coords":"8,7,7,7,6,7,5,7,4,7,3,7,2,7,2,8"},{"trial_num":18,"map":"ND_DX_1","coords":"8,3,7,3,7,2,6,2,5,2,4,2,3,2,2,2"},{"trial_num":19,"map":"UN_NX_0","coords":"7,2,7,3,7,4,7,5,7,6,7,7,7,8,6,8,5,8,4,8,3,8,2,8"},{"trial_num":20,"map":"UN_UN_0","coords":"8,5,7,5,6,5,5,5,4,5,3,5,2,5,2,4,2,3,2,2"},{"trial_num":21,"map":"UN_DX_0","coords":"5,2,5,3,5,4,5,5,5,6,5,7,5,8,4,8,3,8,2,8"},{"trial_num":22,"map":"UN_PX_0","coords":"6,8,6,7,6,6,6,5,5,5,4,5,3,5,2,5,2,4,2,3,2,2"},{"trial_num":23,"map":"DX_NX_0","coords":"5,2,4,2,4,3,4,4,4,5,4,6,3,6,2,6,2,5,2,4,2,3,2,2"}]}~,~2020-04-28 13:06:12~
~463~,~VNtDZ~,~{"trials":[{"trial_num":1,"map":"NX_NX_0","coords":"6,8,6,7,6,6,6,5,5,5,4,5,3,5,2,5,2,4,2,3,2,2"},{"trial_num":2,"map":"PX_DX_0","coords":"2,4,2,5,2,6,2,7,2,8"},{"trial_num":3,"map":"NX_UN_0","coords":"8,5,7,5,7,4,7,3,7,2,8,2"},{"trial_num":4,"map":"PX_PX_0","coords":"6,8,6,7,6,6,6,5,6,4,5,4,4,4,3,4,3,3,3,2,2,2"},{"trial_num":5,"map":"PX_UN_0","coords":"8,4,8,5,8,6,7,6,6,6,6,5,6,4,6,3,6,2,7,2,8,2"},{"trial_num":6,"map":"ND_PX_1","coords":"8,4,7,4,6,4,5,4,4,4,4,3,4,2,3,2,2,2"},{"trial_num":7,"map":"UN_PX_0","coords":"8,6,7,6,6,6,6,5,5,5,4,5,3,5,2,5,2,6,2,7,2,8"},{"trial_num":8,"map":"UN_NX_0","coords":"7,2,7,3,7,4,7,5,7,6,7,7,7,8,6,8,5,8,4,8,3,8,2,8"},{"trial_num":9,"map":"DX_UN_0","coords":"5,8,5,7,5,6,5,5,5,4,5,3,6,3,7,3,8,3,8,2"},{"trial_num":10,"map":"ND_DX_0","coords":"8,5,7,5,6,5,5,5,4,5,4,4,4,3,4,2,3,2,2,2"},{"trial_num":11,"map":"ND_UN_0","coords":"8,7,7,7,6,7,5,7,4,7,3,7,2,7,2,8"},{"trial_num":12,"map":"ND_NX_1","coords":"8,3,7,3,7,2,8,2"},{"trial_num":13,"map":"PX_NX_0","coords":"8,5,7,5,7,4,6,4,5,4,5,3,5,2,4,2,3,2,2,2"},{"trial_num":14,"map":"NX_PX_0","coords":"6,8,6,7,6,6,6,5,5,5,4,5,3,5,3,4,3,3,3,2,2,2"},{"trial_num":15,"map":"UN_DX_0","coords":"5,2,5,3,5,4,5,5,5,6,5,7,5,8,4,8,3,8,2,8"},{"trial_num":16,"map":"NX_DX_0","coords":"8,5,7,5,6,5,5,5,5,6,5,7,4,7,3,7,2,7,2,8"},{"trial_num":17,"map":"DX_DX_0","coords":"5,2,5,3,5,4,4,4,4,5,4,6,4,7,3,7,3,8,2,8"},{"trial_num":18,"map":"UN_UN_0","coords":"5,8,5,7,5,6,5,5,5,4,5,3,6,3,7,3,8,3,8,2"},{"trial_num":19,"map":"ND_PX_0","coords":"8,3,7,3,6,3,5,3,4,3,3,3,2,3,2,2"},{"trial_num":20,"map":"DX_PX_0","coords":"8,7,7,7,6,7,6,6,6,5,6,4,7,4,8,4,8,3,8,2"},{"trial_num":21,"map":"DX_NX_0","coords":"5,2,5,3,4,3,4,4,4,5,4,6,3,6,3,7,2,7,2,8"},{"trial_num":22,"map":"ND_NX_0","coords":"8,5,7,5,6,5,5,5,4,5,3,5,2,5,2,6,2,7,2,8"},{"trial_num":23,"map":"ND_DX_1","coords":"8,3,7,3,6,3,6,2,7,2,8,2"}]}~,~2020-04-28 13:07:18~
~464~,~VNtDZ~,~{"catch_trials":[{"question_0":"How many corners is each person walking to?","target_0":"0","question_1":"Do people always drop their cookie crumbs on their path to/from a corner?","target_1":"0","question_2":"Do people get to choose which door they enter through?","target_2":"1","question_3":"Do people leave the room out of the same door they entered or the door closest to them?","target_3":"0","question_4":"Can people move diagonally?","target_4":"1","question_5":"What color are the walls?","target_5":"1","wrong_attempts":0,"experiment_code":"M7p1mVNtDZ"}],"system":{"Browser":"Chrome","OS":"Linux","screenH":768,"screenW":1366},"subject_information":{"language":"English","enjoyment":"1","asses":"Yes","age":"27","gender":"Male","education":"3","problems":"No problems :)","comments":"No other comments "=:)"},"time_in_minutes":9.05565}~,~2020-04-28 13:07:55~
~465~,~A20Bu~,~{"catch_trials":[{"question_0":"How many corners is each person walking to?","target_0":"0","question_1":"Do people always drop their cookie crumbs on their path to/from a corner?","target_1":"0","question_2":"Do people get to choose which door they enter through?","target_2":"1","question_3":"Do people leave the room out of the same door they entered or the door closest to them?","target_3":"0","question_4":"Can people move diagonally?","target_4":"1","question_5":"What color are the walls?","target_5":"1","wrong_attempts":0,"experiment_code":"M7p1mA20Bu"}],"system":{"Browser":"Chrome","OS":"Windows","screenH":900,"screenW":1600},"subject_information":{"language":"English","enjoyment":"2","asses":"Yes","age":"40","gender":"Male","education":"1","problems":"No","comments":"Everything worked well."},"time_in_minutes":8.051466666666666}~,~2020-04-28 13:08:31~
~466~,~68xHd~,~{"trials":[{"trial_num":1,"map":"UN_PX_0","coords":"8,6,7,6,6,6,6,5,5,5,4,5,3,5,2,5,2,4,2,3,2,2"},{"trial_num":2,"map":"ND_DX_1","coords":"8,3,7,3,6,3,6,2,7,2,8,2"},{"trial_num":3,"map":"NX_UN_0","coords":"8,5,7,5,7,4,7,3,7,2,8,2"},{"trial_num":4,"map":"UN_DX_0","coords":"5,2,5,3,5,4,5,5,5,6,5,7,4,7,3,7,2,7,2,8"},{"trial_num":5,"map":"UN_NX_0","coords":"2,7,3,7,4,7,5,7,6,7,7,7,6,7,5,7,4,7,3,7,2,7,2,8"},{"trial_num":6,"map":"DX_PX_0","coords":"4,2,4,3,4,4,5,4,6,4,6,3,6,2,7,2,8,2"},{"trial_num":7,"map":"NX_NX_0","coords":"3,2,4,2,4,3,4,4,5,4,5,5,4,5,3,5,2,5,2,4,2,3,2,2"},{"trial_num":8,"map":"ND_NX_0","coords":"8,5,7,5,6,5,5,5,4,5,4,6,4,7,3,7,2,7,2,8"},{"trial_num":9,"map":"NX_DX_0","coords":"2,5,3,5,4,5,5,5,5,6,5,7,4,7,3,7,3,8,2,8"},{"trial_num":10,"map":"ND_PX_1","coords":"8,4,7,4,6,4,5,4,4,4,4,3,4,2,5,2,6,2,7,2,8,2"},{"trial_num":11,"map":"PX_UN_0","coords":"8,4,8,5,8,6,7,6,6,6,6,5,6,4,6,3,6,2,7,2,8,2"},{"trial_num":12,"map":"DX_UN_0","coords":"5,8,5,7,5,6,5,5,5,4,5,3,5,2,6,2,7,2,8,2"},{"trial_num":13,"map":"ND_DX_0","coords":"8,5,7,5,6,5,5,5,5,4,4,4,3,4,3,3,2,3,2,2"},{"trial_num":14,"map":"PX_DX_0","coords":"2,4,2,5,2,6,2,7,2,8"},{"trial_num":15,"map":"DX_NX_0","coords":"5,8,5,7,5,6,5,5,4,5,4,6,3,6,2,6,2,5,2,4,2,3,2,2"},{"trial_num":16,"map":"ND_UN_0","coords":"8,7,7,7,6,7,5,7,4,7,4,8,3,8,2,8"},{"trial_num":17,"map":"ND_PX_0","coords":"8,3,7,3,6,3,5,3,5,2,6,2,7,2,8,2"},{"trial_num":18,"map":"NX_PX_0","coords":"2,3,2,4,2,5,3,5,3,6,2,6,2,7,2,8"},{"trial_num":19,"map":"DX_DX_0","coords":"2,5,3,5,4,5,4,6,3,6,3,7,2,7,2,8"},{"trial_num":20,"map":"PX_PX_0","coords":"2,3,2,4,3,4,4,4,4,3,3,3,3,2,2,2"},{"trial_num":21,"map":"PX_NX_0","coords":"8,5,8,4,7,4,6,4,5,4,5,3,5,2,4,2,3,2,2,2"},{"trial_num":22,"map":"UN_UN_0","coords":"5,8,5,7,5,6,5,5,4,5,3,5,3,6,3,7,2,7,2,8"},{"trial_num":23,"map":"ND_NX_1","coords":"8,3,7,3,7,2,8,2"}]}~,~2020-04-28 13:22:50~
~467~,~68xHd~,~{"catch_trials":[{"question_0":"How many corners is each person walking to?","target_0":"0","question_1":"Do people always drop their cookie crumbs on their path to/from a corner?","target_1":"0","question_2":"Do people get to choose which door they enter through?","target_2":"1","question_3":"Do people leave the room out of the same door they entered or the door closest to them?","target_3":"0","question_4":"Can people move diagonally?","target_4":"1","question_5":"What color are the walls?","target_5":"1","wrong_attempts":1,"experiment_code":"M7p1m68xHd"}],"system":{"Browser":"Chrome","OS":"Windows","screenH":768,"screenW":1366},"subject_information":{"language":"English","enjoyment":"2","asses":"Yes","age":"64","gender":"Female","education":"3","problems":"No","comments":"This was a fun Hit that should have been longer. "},"time_in_minutes":13.57625}~,~2020-04-28 13:23:56~
~468~,~8VzB2~,~{"trials":[{"trial_num":1,"map":"PX_NX_0","coords":"8,5,8,4,7,4,6,4,5,4,5,3,5,2,6,2,7,2,8,2"},{"trial_num":2,"map":"ND_NX_0","coords":"8,5,7,5,6,5,5,5,4,5,4,6,4,7,4,8,3,8,2,8"},{"trial_num":3,"map":"NX_UN_0","coords":"8,5,7,5,7,4,7,3,7,2,8,2"},{"trial_num":4,"map":"PX_PX_0","coords":"2,3,3,3,4,3,4,4,4,5,4,6,4,7,4,8,3,8,2,8"},{"trial_num":5,"map":"DX_DX_0","coords":"2,5,3,5,4,5,4,6,4,7,4,8,3,8,2,8"},{"trial_num":6,"map":"ND_DX_1","coords":"8,3,7,3,6,3,6,2,7,2,8,2"},{"trial_num":7,"map":"ND_DX_0","coords":"8,5,7,5,6,5,5,5,4,5,4,4,4,3,4,2,3,2,2,2"},{"trial_num":8,"map":"ND_PX_1","coords":"8,4,7,4,6,4,5,4,4,4,4,3,4,2,3,2,2,2"},{"trial_num":9,"map":"UN_DX_0","coords":"2,5,3,5,4,5,5,5,5,6,5,7,5,8,4,8,3,8,2,8"},{"trial_num":10,"map":"PX_UN_0","coords":"8,4,8,5,8,6,7,6,6,6,5,6,4,6,3,6,3,5,3,4,3,3,3,2,2,2"},{"trial_num":11,"map":"DX_NX_0","coords":"5,2,4,2,4,3,4,4,4,5,4,6,3,6,2,6,2,5,2,4,2,3,2,2"},{"trial_num":12,"map":"DX_UN_0","coords":"5,8,5,7,5,6,5,5,5,4,5,3,5,2,4,2,3,2,2,2"},{"trial_num":13,"map":"ND_NX_1","coords":"8,3,7,3,6,3,5,3,4,3,3,3,2,3,2,2"},{"trial_num":14,"map":"UN_NX_0","coords":"2,7,3,7,4,7,5,7,6,7,7,7,7,8,6,8,5,8,4,8,3,8,2,8"},{"trial_num":15,"map":"NX_NX_0","coords":"8,4,7,4,6,4,5,4,5,5,5,6,5,7,4,7,4,8,3,8,2,8"},{"trial_num":16,"map":"NX_PX_0","coords":"8,6,7,6,6,6,5,6,5,5,4,5,3,5,3,4,3,3,3,2,2,2"},{"trial_num":17,"map":"ND_UN_0","coords":"8,7,7,7,6,7,5,7,4,7,3,7,3,6,3,5,3,4,3,3,3,2,2,2"},{"trial_num":18,"map":"NX_DX_0","coords":"7,8,7,7,7,6,7,5,6,5,5,5,5,6,5,7,4,7,3,7,3,8,2,8"},{"trial_num":19,"map":"ND_PX_0","coords":"8,3,7,3,6,3,5,3,4,3,3,3,3,2,2,2"},{"trial_num":20,"map":"UN_PX_0","coords":"8,6,7,6,6,6,6,5,5,5,4,5,3,5,3,4,3,3,3,2,2,2"},{"trial_num":21,"map":"UN_UN_0","coords":"8,5,7,5,6,5,5,5,5,4,5,3,5,2,4,2,3,2,2,2"},{"trial_num":22,"map":"PX_DX_0","coords":"2,4,2,5,2,6,2,7,3,7,4,7,4,6,4,5,4,4,5,4,6,4,7,4,8,4,8,3,8,2"},{"trial_num":23,"map":"DX_PX_0","coords":"8,7,7,7,6,7,6,6,6,5,6,4,5,4,4,4,3,4,2,4,2,5,2,6,2,7,2,8"}]}~,~2020-04-28 13:35:18~
~469~,~8VzB2~,~{"catch_trials":[{"question_0":"How many corners is each person walking to?","target_0":"0","question_1":"Do people always drop their cookie crumbs on their path to/from a corner?","target_1":"0","question_2":"Do people get to choose which door they enter through?","target_2":"1","question_3":"Do people leave the room out of the same door they entered or the door closest to them?","target_3":"0","question_4":"Can people move diagonally?","target_4":"1","question_5":"What color are the walls?","target_5":"1","wrong_attempts":0,"experiment_code":"M7p1m8VzB2"}],"system":{"Browser":"Chrome","OS":"Windows","screenH":900,"screenW":1600},"subject_information":{"language":"English","enjoyment":"1","asses":"Confused","age":"46","gender":"Female","education":"3","problems":"no problems or bugs","comments":"I think some practice screens would have helped me in understanding exactly how to play this game. Also feedback if there were a practice would have been very helpful. "},"time_in_minutes":14.154366666666666}~,~2020-04-28 13:36:45~
~470~,~Dznce~,~{"trials":[{"trial_num":1,"map":"NX_PX_0","coords":"2,3,3,3,3,4,3,5,3,6,3,7,3,8,2,8"},{"trial_num":2,"map":"ND_NX_1","coords":"8,3,7,3,7,2,8,2"},{"trial_num":3,"map":"PX_NX_0","coords":"8,5,7,5,7,4,6,4,5,4,5,3,5,2,6,2,7,2,8,2"},{"trial_num":4,"map":"PX_PX_0","coords":"6,2,5,2,4,2,4,3,4,4,4,5,4,6,4,7,4,8,3,8,2,8"},{"trial_num":5,"map":"ND_UN_0","coords":"8,7,7,7,6,7,5,7,4,7,3,7,2,7,2,8"},{"trial_num":6,"map":"ND_PX_1","coords":"8,4,7,4,6,4,5,4,4,4,4,3,4,2,3,2,2,2"},{"trial_num":7,"map":"DX_PX_0","coords":"4,2,4,3,4,4,5,4,6,4,6,5,6,6,6,7,6,8,5,8,4,8,3,8,2,8"},{"trial_num":8,"map":"ND_PX_0","coords":"8,3,7,3,6,3,5,3,5,2,6,2,7,2,8,2"},{"trial_num":9,"map":"NX_UN_0","coords":"7,8,7,7,7,6,7,5,7,4,7,3,7,2,8,2"},{"trial_num":10,"map":"NX_NX_0","coords":"6,8,6,7,6,6,6,5,5,5,4,5,3,5,3,6,3,7,3,8,2,8"},{"trial_num":11,"map":"PX_DX_0","coords":"2,4,2,5,2,6,2,7,2,8"},{"trial_num":12,"map":"PX_UN_0","coords":"8,4,8,5,8,6,7,6,6,6,5,6,4,6,3,6,2,6,2,7,2,8"},{"trial_num":13,"map":"UN_NX_0","coords":"7,2,7,3,7,4,7,5,7,6,7,7,7,8,6,8,5,8,4,8,3,8,2,8"},{"trial_num":14,"map":"DX_DX_0","coords":"2,5,2,6,3,6,4,6,5,6,6,6,7,6,8,6,8,5,8,4,8,3,8,2"},{"trial_num":15,"map":"UN_UN_0","coords":"8,5,7,5,6,5,5,5,4,5,3,5,2,5,2,6,2,7,2,8"},{"trial_num":16,"map":"DX_UN_0","coords":"5,8,5,7,5,6,5,5,5,4,5,3,5,2,6,2,7,2,8,2"},{"trial_num":17,"map":"ND_NX_0","coords":"8,5,7,5,6,5,5,5,4,5,3,5,2,5,2,6,2,7,2,8"},{"trial_num":18,"map":"UN_DX_0","coords":"2,5,3,5,4,5,5,5,5,6,5,7,5,8,4,8,3,8,2,8"},{"trial_num":19,"map":"ND_DX_0","coords":"8,5,7,5,6,5,5,5,4,5,4,4,4,3,4,2,3,2,2,2"},{"trial_num":20,"map":"NX_DX_0","coords":"8,5,7,5,6,5,5,5,5,6,5,7,4,7,3,7,3,8,2,8"},{"trial_num":21,"map":"ND_DX_1","coords":"8,3,7,3,6,3,6,2,7,2,8,2"},{"trial_num":22,"map":"UN_PX_0","coords":"6,8,6,7,6,6,6,5,5,5,4,5,3,5,3,4,3,3,3,2,2,2"},{"trial_num":23,"map":"DX_NX_0","coords":"5,2,5,3,5,4,5,5,4,5,4,6,3,6,2,6,2,5,2,4,2,3,2,2"}]}~,~2020-04-28 13:38:17~
