1,2,3,trial_num,map,A,B,C,unique_id,wrong_attempts
0.48,0.48,0.05,19,NX_DX_0,0.04,0.04,0.95,4Xv2EFc,1
0.96,0.03,-1,20,DX_NX_0,0.47,0.03,0.47,4Xv2EFc,1
0.48,0.48,0.07,21,NX_PX_0,0.47,0.02,0.47,4Xv2EFc,1
0.49,0.49,0.01,22,PX_NX_0,0.47,0.47,0.01,4Xv2EFc,1
0.48,0.48,0.01,23,NX_UN_0,0.48,0.48,0.48,4Xv2EFc,1
1,0,-1,1,DX_PX_0,0,1,0,Xw0ogyR,3
-1,-1,-1,2,ND_UN_0,0.5,0.5,0.5,Xw0ogyR,3
0.7,0.68,0,3,NX_UN_0,0.5,0.5,0.51,Xw0ogyR,3
0.51,0.51,-1,4,UN_UN_0,0.51,0.51,0.51,Xw0ogyR,3
-1,-1,-1,5,ND_NX_0,0.47,0,0.47,Xw0ogyR,3
-1,-1,-1,6,ND_DX_1,1,0,0,Xw0ogyR,3
0.53,0.53,0,7,PX_NX_0,0.58,0.59,0,Xw0ogyR,3
0.45,0.44,-1,8,UN_NX_0,0,0.51,0.51,Xw0ogyR,3
0.49,0.5,0.5,9,PX_DX_0,0,0,1,Xw0ogyR,3
0.48,0.48,-1,10,DX_DX_0,0,0,1,Xw0ogyR,3
0.51,0.51,0,11,NX_DX_0,0,0,1,Xw0ogyR,3
0,0.5,0.49,12,NX_NX_0,0.47,0,0.47,Xw0ogyR,3
0.52,0.52,0,13,PX_UN_0,0.19,0.5,0,Xw0ogyR,3
0.48,0.48,-1,14,UN_DX_0,0,0,1,Xw0ogyR,3
-1,-1,-1,15,ND_NX_1,0.86,0,0.39,Xw0ogyR,3
1,0,-1,16,DX_UN_0,0.49,0.49,0.49,Xw0ogyR,3
1,0,-1,17,DX_NX_0,0.67,0,0.63,Xw0ogyR,3
-1,-1,-1,18,ND_PX_0,1,0,0,Xw0ogyR,3
-1,-1,-1,19,ND_PX_1,0,1,0,Xw0ogyR,3
0.5,0.5,0,20,PX_PX_0,0,0,1,Xw0ogyR,3
1,1,0,21,NX_PX_0,0,0,1,Xw0ogyR,3
0.5,0.5,-1,22,UN_PX_0,0.54,0,0.55,Xw0ogyR,3
-1,-1,-1,23,ND_DX_0,1,0,0,Xw0ogyR,3
0.42,0.53,-1,1,UN_DX_0,0.01,0.02,1,ycJxNRa,1
-1,-1,-1,2,ND_PX_1,0.17,0.89,0,ycJxNRa,1
0,0.97,0,3,NX_PX_0,0.01,0.01,0.88,ycJxNRa,1
0.68,0.36,0,4,PX_UN_0,0.55,0,0.57,ycJxNRa,1
0.75,0.14,-1,5,DX_DX_0,0,0,1,ycJxNRa,1
1,0,-1,6,DX_NX_0,0.81,0,0.13,ycJxNRa,1
-1,-1,-1,7,ND_NX_1,0.49,0,0.48,ycJxNRa,1
0.12,0.83,0,8,NX_DX_0,0,0,1,ycJxNRa,1
0,1,0,9,PX_PX_0,0,0,1,ycJxNRa,1
0.81,0.23,0,10,PX_NX_0,0.5,0.52,0,ycJxNRa,1
-1,-1,-1,11,ND_UN_0,0.29,0,0.73,ycJxNRa,1
0.18,0.7,-1,12,UN_UN_0,0.45,0.45,0,ycJxNRa,1
-1,-1,-1,13,ND_PX_0,0.75,0,0.26,ycJxNRa,1
0.98,0,-1,14,UN_NX_0,0,0,1,ycJxNRa,1
-1,-1,-1,15,ND_DX_0,0.98,0,0,ycJxNRa,1
0.12,0.85,-1,16,UN_PX_0,0.87,0,0.15,ycJxNRa,1
-1,-1,-1,17,ND_DX_1,1,0,0,ycJxNRa,1
0.99,0,-1,18,DX_UN_0,0.48,0.49,0,ycJxNRa,1
0.19,0.77,0,19,NX_UN_0,0.14,0.74,0.06,ycJxNRa,1
0,0.91,0.06,20,NX_NX_0,0.79,0,0.29,ycJxNRa,1
-1,-1,-1,21,ND_NX_0,0.48,0,0.5,ycJxNRa,1
0,1,-1,22,DX_PX_0,0.82,0.12,0,ycJxNRa,1
0,0,1,23,PX_DX_0,0,0,1,ycJxNRa,1
-1,-1,-1,1,ND_NX_0,0.58,0.07,0.68,5V9I1fB,2
-1,-1,-1,2,ND_DX_1,0.43,0.77,0.04,5V9I1fB,2
-1,-1,-1,3,ND_PX_0,0.49,0.58,0.15,5V9I1fB,2
0.68,0.57,0.1,4,NX_UN_0,0.61,0.75,0.14,5V9I1fB,2
0.56,0.38,-1,5,DX_PX_0,0.09,0.61,0.55,5V9I1fB,2
-1,-1,-1,6,ND_PX_1,0.46,0.43,0.14,5V9I1fB,2
0.54,0.4,0.18,7,PX_UN_0,0.51,0.67,0.52,5V9I1fB,2
0.49,0.57,-1,8,UN_UN_0,0.5,0.62,0.52,5V9I1fB,2
0.33,0.59,-1,9,UN_DX_0,0.58,0.44,0.61,5V9I1fB,2
0.5,0.6,0.42,10,NX_NX_0,0.36,0.19,0.53,5V9I1fB,2
0.58,0.53,0.6,11,NX_DX_0,0.43,0.59,0.49,5V9I1fB,2
-1,-1,-1,12,ND_UN_0,0.6,0.55,0.42,5V9I1fB,2
0.51,0.31,-1,13,UN_NX_0,0.67,0.52,0.67,5V9I1fB,2
0.77,0.41,0.49,14,PX_NX_0,0.52,0.63,0.6,5V9I1fB,2
0.59,0.58,-1,15,UN_PX_0,0.71,0.19,0.54,5V9I1fB,2
-1,-1,-1,16,ND_DX_0,0.71,0.58,0.31,5V9I1fB,2
0.63,0.62,-1,17,DX_NX_0,0.75,0.22,0.64,5V9I1fB,2
0.46,0.14,-1,18,DX_UN_0,0.46,0.52,0.51,5V9I1fB,2
0.49,0.15,0.59,19,PX_DX_0,0.68,0.39,0.66,5V9I1fB,2
-1,-1,-1,20,ND_NX_1,0.03,0.91,0.03,5V9I1fB,2
0.24,0.47,0.59,21,PX_PX_0,0.21,0.33,0.79,5V9I1fB,2
0.36,0.6,0.38,22,NX_PX_0,0.62,0.4,0.49,5V9I1fB,2
0.65,0.65,-1,23,DX_DX_0,0.49,0.26,0.69,5V9I1fB,2
0.02,1,0.02,1,PX_PX_0,1,0,0,DnJU0BH,0
0,0,0.99,2,PX_DX_0,0,0,1,DnJU0BH,0
0.49,0.49,-1,3,UN_PX_0,0.75,0,0.32,DnJU0BH,0
1,0,0.01,4,PX_NX_0,0.49,0.49,0,DnJU0BH,0
1,0,-1,5,DX_UN_0,0.51,0.51,0.5,DnJU0BH,0
-1,-1,-1,6,ND_NX_0,0.87,0,0.14,DnJU0BH,0
0.01,0.98,0,7,PX_UN_0,0.08,0.86,0.06,DnJU0BH,0
0,1,-1,8,DX_PX_0,0.46,0.69,0,DnJU0BH,0
-1,-1,-1,9,ND_DX_1,0.98,0,0,DnJU0BH,0
0,0.48,0.48,10,NX_NX_0,0.48,0,0.5,DnJU0BH,0
1,0.01,-1,11,DX_NX_0,0.88,0,0.55,DnJU0BH,0
0.44,0.44,-1,12,UN_DX_0,0,0,1,DnJU0BH,0
0.49,0.48,0,13,NX_DX_0,0.01,0,1,DnJU0BH,0
1,0,-1,14,DX_DX_0,0,0,1,DnJU0BH,0
-1,-1,-1,15,ND_PX_1,0.08,1,0,DnJU0BH,0
0.72,0.41,0,16,NX_PX_0,0.07,0,0.8,DnJU0BH,0
0.47,0.47,0,17,NX_UN_0,0.46,0.46,0.46,DnJU0BH,0
-1,-1,-1,18,ND_NX_1,0.82,0,0.09,DnJU0BH,0
-1,-1,-1,19,ND_UN_0,0.5,0.5,0.5,DnJU0BH,0
-1,-1,-1,20,ND_DX_0,1,0,0,DnJU0BH,0
0.49,0.49,-1,21,UN_UN_0,0.49,0.5,0.49,DnJU0BH,0
-1,-1,-1,22,ND_PX_0,0.55,0,0.44,DnJU0BH,0
0.4,0.41,-1,23,UN_NX_0,0.46,0.47,0.46,DnJU0BH,0
0,0,1,1,NX_DX_0,0,0,0.97,SbY2s9K,5
-1,-1,-1,2,ND_NX_1,0.04,1,0.01,SbY2s9K,5
1,0.02,-1,3,UN_UN_0,0.57,0.33,0.11,SbY2s9K,5
1,0.02,0.03,4,PX_NX_0,0.23,0.85,0,SbY2s9K,5
-1,-1,-1,5,ND_DX_0,0.98,0.03,0.03,SbY2s9K,5
0,0.48,0.86,6,NX_PX_0,0.61,0.02,0.89,SbY2s9K,5
0,0.52,0.77,7,NX_NX_0,0.04,0.04,0.98,SbY2s9K,5
0.02,1,0,8,PX_PX_0,0.02,0.03,1,SbY2s9K,5
0,0.99,-1,9,UN_DX_0,0.02,0,0.98,SbY2s9K,5
0.98,0,0,10,NX_UN_0,0.66,0.98,0,SbY2s9K,5
0,0,0.97,11,PX_DX_0,0,0,0.98,SbY2s9K,5
0.99,0,-1,12,DX_PX_0,0,1,0,SbY2s9K,5
-1,-1,-1,13,ND_UN_0,0,0,1,SbY2s9K,5
-1,-1,-1,14,ND_DX_1,0,1,0,SbY2s9K,5
1,0,-1,15,DX_UN_0,0,0.68,0.84,SbY2s9K,5
0.71,0.45,-1,16,UN_PX_0,0.85,0.01,0.59,SbY2s9K,5
0.85,0,-1,17,DX_NX_0,0,0,1,SbY2s9K,5
-1,-1,-1,18,ND_PX_1,0.84,0.57,0,SbY2s9K,5
1,0,0,19,PX_UN_0,0,1,0,SbY2s9K,5
-1,-1,-1,20,ND_NX_0,1,0,0,SbY2s9K,5
1,0,-1,21,DX_DX_0,0,0,1,SbY2s9K,5
1,0,-1,22,UN_NX_0,0,0,1,SbY2s9K,5
-1,-1,-1,23,ND_PX_0,1,0,0,SbY2s9K,5
