Time,Probability
36,0.0023185054825360413
36,0.001197798662422462
36,0.00026411996543245506
36,0.0004663520422857186
36,0.003990842931560212
36,0.0009942021281832006
36,0.0008002542568877815
36,0.0005318459968136188
36,0.0005996790211460869
36,0.0020662757886101397
36,0.0031901988297050013
36,0.0008667228238342521
36,0.003327619180723361
36,0.0003312707610719242
36,0.00040251492886938725
36,0.0005319434580554759
36,0.0009282208674460156
36,0.0013973992857455866
36,0.0007339806124250255
36,0.00019882093338826875
36,0.0003991037854043924
36,0.0008656507501738253
36,0.0015980719827291383
36,0.00039871394043696444
36,0.0011960443600690358
36,0.0002668488802044509
36,0.000867210130043537
36,0.0011928281390877558
36,0.0006662450493344144
36,0.002796747796328315
36,0.003058041385746915
36,0.004186252721483483
36,0.0014583125619062084
36,0.0008014237917900655
36,0.0005972424900996622
36,0.0004635256662718658
36,0.001395937367117732
36,0.0013245957380784118
36,0.0008003517181296386
36,0.0005972424900996621
36,0.0010665183696410908
36,0.0011371777699874118
36,0.0005292145432834801
36,0.0008032755553853485
36,0.0006003612498390859
36,0.0011938027515063254
36,0.0009995624964853355
36,0.0005355495240041847
36,0.0012659240704805015
36,0.003528876645158055
36,0.0006008485560483709
36,0.0003983240954695365
36,0.0005339901441344727
36,0.003911217096963046
36,0.00019843108842084077
36,0.0003371184355833439
36,0.0007300821627507459
36,0.0008631167578855433
36,0.0008616548392576885
36,0.0037898778508510867
36,0.0001325472889255125
36,0.0035330674785579055
36,0.0005339901441344728
36,0.0003326352184579222
36,0.0003324402959742082
36,0.0018581960372454566
36,0.000529117082041623
36,0.001131330095475992
36,0.00046869111209028646
36,0.00039949363037182034
36,0.0009947868956343426
36,0.0016690237668010302
36,0.0016590827201316172
36,0.0003998834753392484
36,0.0004574830692767321
36,0.0007307643914437448
36,0.003388824840609555
36,0.00033360983087649213
36,0.0006652704369158444
36,0.0016647354721593224
36,0.0008603878431135474
36,0.0035236137380977774
36,0.00040056570403224735
36,0.00026558188406030996
36,0.000796940574664644
36,0.0005264856285114843
36,0.0007887538303486564
36,0.0013990561268571555
36,0.0034481787369004644
36,0.0046490961590623485
36,0.0007321288488297428
36,0.002062864645145145
36,0.000265484422818453
36,0.000530773923153192
36,0.0005347698340693287
36,0.0008643837540296841
36,0.004063549017985528
36,0.0015370612453266602
36,0.0030621347579049087
36,0.0027304741518655567
36,6.490918707675833e-05
36,0.007466408277422482
36,0.00033341490839277813
36,0.0014029545765314353
36,0.0036619112402928537
36,0.0009327040845714373
36,0.00039851901795325044
36,0.00039998093658110534
36,0.000600946017290228
36,0.0016010932812267052
36,0.0003975444055346805
36,0.0016018729711615607
36,0.0021885896471406678
36,0.0013298586451386898
36,0.0013154343813438546
36,0.0006632237508368473
36,0.00046800888339728757
36,0.0007333958449738834
36,0.0007314466201367437
36,0.0009278310224785875
36,0.0003993961691299634
36,0.0014000307392757257
36,0.0017952360750058383
36,0.001130550405541136
36,0.00039666725435796754
36,0.0020002945278729547
36,0.0009996599577271927
36,0.00020047777449983768
36,0.0019337284996846272
36,0.0005305790006694779
36,0.0038079081805946313
36,0.0009995624964853353
36,0.0013985688206478704
36,0.0006007510948065139
36,0.0006040647770296519
36,0.0029277357053841156
36,0.0006657577431251293
36,0.0006646856694647025
36,0.00046274597633700986
36,0.0007988897995017837
36,0.0005963653389229492
36,0.0005341850666181867
36,0.0005285323145904811
36,0.0013997383555501548
36,0.0035840397080491152
36,0.0018605351070500244
36,0.0003330250634253501
36,0.000335656516955489
36,0.002054385517103587
36,0.0009943970506669146
36,0.0012672885278664993
36,0.0034577299386024493
36,0.0005308713843950489
36,0.0005330155317159028
36,0.000530968845636906
36,0.002119002320454774
36,0.00046917841829957147
36,0.0005291170820416231
36,0.0033930156740094057
36,0.0009969310429551964
36,0.0007277430929461778
36,0.0004008580877578183
36,0.0005958780327136643
36,0.0013977891307130148
36,0.0011299656380899942
36,0.0011378599986804105
36,0.0007238446432718982
36,0.0006656602818832725
36,0.0020640341800474285
36,0.0007310567751693158
36,0.0015305313421222415
36,0.001327422114092265
36,0.0003331225246672072
36,0.0007296923177833178
36,0.0003326352184579222
36,0.0037249686637743275
36,0.00040251492886938725
36,0.0006703384214924082
36,0.0004005657040322473
36,0.0003961799481486826
36,0.0003313682223137813
36,0.0007993771057110688
36,0.003259493772665325
36,0.0021230956926127672
36,0.0003982266342276795
36,0.00020184223188583558
36,0.0007269634030113219
36,0.000529409465767194
36,0.0003973494830509665
36,0.0011313300954759922
36,0.0001979437822115558
36,0.0007296923177833178
36,0.0005317485355717619
36,0.004262662335099367
36,0.000530384078185764
36,0.0028696488052373454
36,0.003267777978223168
36,0.00046742411594614556
36,0.0005950008815369514
36,0.003926713434418307
36,0.0006611770647578507
36,0.0029996621018745753
36,0.0033799558676005687
36,0.0009365050730038599
36,0.0018627767156127355
36,0.0005291170820416231
36,0.0016671720032057477
36,0.0016664897745127486
36,0.00019882093338826877
36,0.002876471092167334
36,0.0015329678731686662
36,0.001924177297982642
36,0.0009966386592296255
25,0.6822286929989301
36,0.006460705722700159
36,0.0007282303991554627
36,0.0016015805874359898
36,0.001728280201850083
36,0.006849771000193277
36,0.00026636157399516597
36,0.000603869854545938
36,0.0003339022146020631
36,0.00046596219731829066
36,0.0003321479122486372
36,0.0009307548597342974
36,0.0005329180704740458
36,0.000992642748313489
36,0.0005332104541996168
36,0.000530968845636906
36,0.0008597056144205483
36,0.0003979342505021085
36,0.0018715482273798645
36,0.0003327326796997792
36,0.004193269930897188
36,0.0013936957585550208
36,0.0002637301204650271
36,0.0007365146047133075
36,0.0005984120250019461
36,0.0009354329993434332
36,0.0017892909392525614
36,0.0003323428347323512
36,0.0019268087515127807
36,0.002000976756565953
36,0.0007309593139274586
36,0.0001339117463115104
36,0.00046722919346243156
36,0.000727450709220607
36,0.0005981196412763751
36,0.0003304910711370683
36,0.00033370729211834913
36,0.0007972329583902151
