MapHeight,MapWidth,Scene,Probability,Obs0,Obs1,Obs2,Obs3,Obs4,Obs5,Obs6,Obs7,Obs8,Obs9,Obs10,Obs11,Obs12,Obs13,Obs14,Obs15,Obs16,Obs17,Obs18,Obs19,Obs20,Obs21
11,11,70,0.00033200933503619315,16,27,38,49,60,71,70,69,80,79,90,79,68,57,46,47,48,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,26,37,48,59,70,69,80,91,90,79,68,57,58,59,48,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,37,48,59,70,69,68,79,90,79,68,57,58,47,36,25,26,27,16,5
11,11,70,0.00035866701887121596,16,27,38,37,48,59,70,81,80,91,90,79,68,57,46,35,36,37,26,27,16,5
11,11,70,0.0015097942753835645,16,27,38,49,48,59,70,81,80,91,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,60,59,70,81,80,79,90,79,80,69,58,47,36,37,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,60,71,70,69,80,91,90,91,92,81,70,59,48,37,38,27,16,5
11,11,70,0.00035866701887121596,16,27,38,49,60,59,70,81,80,91,90,79,68,57,58,47,36,37,26,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,71,70,69,68,79,90,79,80,81,70,59,60,49,38,27,16,5
11,11,70,0.002304677938827881,16,27,38,49,60,71,70,81,92,91,90,91,80,81,70,71,60,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,60,59,70,81,92,91,90,79,80,81,70,59,48,37,38,27,16,5
11,11,70,0.00039986525752534215,16,27,38,49,60,59,70,69,68,79,90,79,68,69,58,59,48,37,38,27,16,5
11,11,70,0.0022852905324024096,16,27,26,37,48,59,70,69,80,91,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.0007294511667583514,16,27,26,37,48,59,70,81,80,91,90,91,80,81,70,59,48,37,26,27,16,5
11,11,70,0.002147155261620928,16,27,38,49,48,59,70,69,80,79,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.0036884540724458834,16,27,38,49,60,59,70,69,80,79,90,91,92,93,82,71,60,49,38,27,16,5
11,11,70,0.00102753254054997,16,27,38,37,48,59,70,81,92,91,90,79,68,57,58,47,48,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,26,37,48,59,70,69,80,91,90,91,80,81,70,59,48,37,26,27,16,5
11,11,70,0.0011317398500868773,16,27,38,49,48,59,70,69,80,79,90,79,68,57,46,35,24,25,26,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,60,71,70,69,80,79,90,91,80,69,58,47,36,37,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,60,59,70,81,80,91,90,79,80,69,58,47,36,25,26,27,16,5
11,11,70,0.0007464151473806387,16,27,38,49,60,71,70,81,80,91,90,91,80,69,58,59,48,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,48,59,70,69,68,79,90,79,68,69,70,59,48,37,26,27,16,5
11,11,70,0.0010614605017945447,16,27,38,49,48,59,70,69,68,79,90,79,68,57,46,47,48,49,38,27,16,5
11,11,70,0.001829686481403838,16,27,38,49,60,59,70,69,68,79,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.0010154154115340507,16,27,26,37,48,59,70,81,80,91,90,79,80,69,70,71,60,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,48,59,70,69,80,79,90,79,68,57,46,47,36,25,26,27,16,5
11,11,70,0.0018878487006802516,16,27,38,37,48,59,70,81,80,91,90,91,92,81,82,71,60,49,38,27,16,5
11,11,70,0.00036836072208395153,16,27,26,37,48,59,70,69,68,79,90,79,80,69,58,47,48,37,26,27,16,5
11,11,70,0.00039501840591897434,16,27,26,37,48,59,70,81,92,91,90,79,68,69,58,47,48,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,26,37,48,59,70,69,80,79,90,79,80,69,58,59,48,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,26,37,48,59,70,81,92,91,90,79,68,57,58,59,48,37,26,27,16,5
11,11,70,0.00035866701887121596,16,27,38,37,48,59,70,81,80,91,90,91,80,69,70,59,48,49,38,27,16,5
11,11,70,0.0014177040948625767,16,27,26,37,48,59,70,81,92,91,90,79,68,69,58,59,60,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,37,48,59,70,69,80,79,90,91,80,81,70,59,48,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,37,48,59,70,69,68,79,90,79,68,57,46,35,36,37,38,27,16,5
11,11,70,0.002195623777684606,16,27,38,49,60,71,70,69,80,91,90,91,92,93,82,71,60,49,38,27,16,5
11,11,70,0.0018490738878293091,16,27,38,49,48,59,70,81,80,91,90,91,80,69,70,71,60,49,38,27,16,5
11,11,70,0.00035866701887121596,16,27,38,49,60,59,70,69,68,79,90,91,80,69,58,47,48,37,26,27,16,5
11,11,70,0.0007633791280029259,16,27,38,49,48,59,70,81,92,91,90,79,80,69,58,47,36,25,26,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,59,70,81,80,91,90,79,80,69,58,59,60,49,38,27,16,5
11,11,70,0.000734298018364719,16,27,26,37,48,59,70,81,92,91,90,79,80,81,70,71,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,48,59,70,81,80,79,90,79,68,57,58,47,48,37,38,27,16,5
11,11,70,0.0007221808893487997,16,27,38,49,60,59,70,81,92,91,90,91,92,81,70,59,48,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,59,70,69,68,79,90,79,68,57,46,47,48,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,48,59,70,69,80,91,90,79,80,81,70,59,60,49,38,27,16,5
11,11,70,0.0011123524436614063,16,27,38,37,48,59,70,69,80,91,90,79,68,69,70,59,60,49,38,27,16,5
11,11,70,0.00039501840591897434,16,27,38,49,48,59,70,69,80,91,90,79,68,57,58,47,36,37,26,27,16,5
11,11,70,0.0014443617786975994,16,27,38,49,60,59,70,69,68,79,90,79,68,57,46,35,36,37,38,27,16,5
11,11,70,0.0015025239979740126,16,27,38,49,60,59,70,69,68,79,90,79,80,69,70,59,60,49,38,27,16,5
11,11,70,0.000693099779710593,16,27,38,49,60,59,70,69,80,91,90,91,80,69,58,47,48,37,38,27,16,5
11,11,70,0.0015122177011867484,16,27,38,49,60,59,70,81,92,91,90,91,80,69,58,59,60,49,38,27,16,5
11,11,70,0.000693099779710593,16,27,26,37,48,59,70,81,92,91,90,79,80,81,70,59,48,49,38,27,16,5
11,11,70,0.00039501840591897434,16,27,38,49,60,71,70,81,80,91,90,79,80,69,58,59,48,49,38,27,16,5
11,11,70,0.00038290127690305485,16,27,38,49,48,59,70,69,80,79,90,79,80,69,58,59,48,37,26,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,48,59,70,81,92,91,90,91,92,81,70,59,48,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,26,37,48,59,70,81,80,79,90,79,68,69,58,47,48,37,38,27,16,5
11,11,70,0.0007536854247901903,16,27,38,49,60,71,70,81,80,79,90,91,80,69,70,59,48,49,38,27,16,5
11,11,70,0.00038290127690305485,16,27,38,49,60,59,70,69,80,91,90,79,68,69,70,71,60,49,38,27,16,5
11,11,70,0.0010638839275977285,16,27,38,49,60,59,70,69,68,79,90,91,80,69,58,47,48,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,48,59,70,69,68,79,90,79,68,57,58,59,48,37,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,48,59,70,81,92,91,90,79,80,81,70,59,48,37,38,27,16,5
11,11,70,0.00039986525752534215,16,27,38,49,60,71,70,81,80,91,90,79,68,69,70,59,60,49,38,27,16,5
11,11,70,0.0014637491851230706,16,27,38,49,60,71,70,81,92,91,90,79,68,57,46,35,24,25,26,27,16,5
11,11,70,0.0007561088505933742,16,27,38,49,60,59,70,69,80,79,90,79,68,57,46,47,48,49,38,27,16,5
11,11,70,0.000760955702199742,16,27,38,49,60,71,70,69,68,79,90,79,68,69,58,47,48,37,26,27,16,5
11,11,70,0.0007342980183647191,16,27,38,37,48,59,70,69,80,79,90,91,80,69,58,47,36,25,26,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,59,70,69,68,79,90,79,80,69,58,59,48,37,38,27,16,5
11,11,70,0.0007561088505933742,16,27,38,37,48,59,70,81,80,91,90,79,80,81,70,71,60,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,59,70,81,80,79,90,79,68,57,46,35,36,37,38,27,16,5
11,11,70,0.0018078756491751832,16,27,38,49,48,59,70,69,68,79,90,79,80,81,70,71,60,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,59,70,81,92,91,90,79,80,69,58,59,48,37,38,27,16,5
11,11,70,0.0010154154115340507,16,27,38,49,60,59,70,69,68,79,90,79,68,69,70,71,60,49,38,27,16,5
11,11,70,0.00036836072208395153,16,27,38,49,48,59,70,69,68,79,90,79,68,57,46,47,36,25,26,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,60,71,70,81,80,79,90,79,80,81,70,59,60,49,38,27,16,5
11,11,70,0.0011002353146454867,16,27,38,49,48,59,70,69,80,91,90,91,92,93,82,71,60,49,38,27,16,5
11,11,70,0.0007512619989870064,16,27,26,37,48,59,70,81,80,91,90,91,92,81,70,59,60,49,38,27,16,5
11,11,70,0.00038290127690305485,16,27,26,37,48,59,70,69,68,79,90,79,80,69,70,59,60,49,38,27,16,5
11,11,70,0.00039501840591897434,16,27,38,49,60,59,70,69,68,79,90,79,68,57,46,47,36,25,26,27,16,5
11,11,70,0.0010541902243849928,16,27,26,37,48,59,70,69,68,79,90,91,80,81,70,59,48,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,37,48,59,70,81,80,91,90,79,80,69,58,59,60,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,37,48,59,70,69,68,79,90,79,68,69,58,47,48,37,38,27,16,5
11,11,70,0.0007197574635456158,16,27,26,37,48,59,70,69,68,79,90,79,68,57,46,47,48,37,26,27,16,5
11,11,70,0.00039501840591897434,16,27,38,49,48,59,70,81,92,91,90,91,80,69,70,59,48,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,26,37,48,59,70,69,68,79,90,79,68,69,58,59,60,49,38,27,16,5
11,11,70,0.00039986525752534215,16,27,38,37,48,59,70,81,80,79,90,91,80,69,70,59,60,49,38,27,16,5
11,11,70,0.0018514973136324931,16,27,26,37,48,59,70,69,68,79,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.0011293164242836932,16,27,38,49,60,59,70,81,92,91,90,91,80,81,70,59,60,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,60,59,70,69,68,79,90,91,80,69,58,47,36,25,26,27,16,5
11,11,70,0.00520067177363263,16,27,38,37,48,59,70,69,68,79,90,91,92,93,82,71,60,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,37,48,59,70,69,80,91,90,79,68,69,70,59,48,37,26,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,60,59,70,69,80,91,90,79,80,69,58,47,48,49,38,27,16,5
11,11,70,0.001095388463039119,16,27,38,49,60,59,70,81,92,91,90,91,80,81,70,71,60,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,59,70,81,80,79,90,91,80,69,70,59,48,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,26,37,48,59,70,69,68,79,90,79,68,57,46,47,36,37,38,27,16,5
11,11,70,0.0007706494054124776,16,27,38,49,48,59,70,69,80,91,90,91,80,81,70,71,60,49,38,27,16,5
11,11,70,0.0007221808893487997,16,27,38,49,48,59,70,81,92,91,90,79,68,57,58,47,48,37,38,27,16,5
11,11,70,0.0007270277409551674,16,27,26,37,48,59,70,81,92,91,90,79,80,69,70,59,48,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,71,70,69,68,79,90,79,68,69,58,59,48,49,38,27,16,5
11,11,70,0.0007027934829233286,16,27,38,49,60,71,70,81,92,91,90,79,68,69,58,59,60,49,38,27,16,5
11,11,70,0.0006955232055137769,16,27,38,49,60,71,70,81,92,91,90,79,68,57,58,59,48,49,38,27,16,5
11,11,70,0.0015073708495803805,16,27,38,49,48,59,70,69,80,79,90,79,68,69,58,47,36,25,26,27,16,5
11,11,70,0.002641534125470442,16,27,26,37,48,59,70,81,92,91,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.000782766534428397,16,27,38,49,48,59,70,81,80,91,90,79,68,69,58,59,48,49,38,27,16,5
11,11,70,0.0011050821662518546,16,27,38,49,60,59,70,81,92,91,90,91,92,81,70,59,60,49,38,27,16,5
11,11,70,0.0003223156318234576,16,27,26,37,48,59,70,69,68,79,90,91,80,81,70,59,48,37,26,27,16,5
11,11,70,0.0022537859969610193,16,27,38,49,60,71,70,81,92,91,90,79,80,69,70,71,60,49,38,27,16,5
11,11,70,0.0007561088505933742,16,27,38,49,48,59,70,69,80,91,90,79,68,69,70,71,60,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,60,59,70,81,92,91,90,79,68,69,58,47,48,37,38,27,16,5
11,11,70,0.001032379392156338,16,27,38,49,48,59,70,69,80,91,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.0014904068689580933,16,27,38,49,48,59,70,69,68,79,90,91,80,69,70,59,60,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,48,59,70,81,80,79,90,79,80,69,58,59,60,49,38,27,16,5
11,11,70,0.0007027934829233286,16,27,38,49,48,59,70,81,92,91,90,79,80,81,70,71,60,49,38,27,16,5
11,11,70,0.0007221808893487997,16,27,38,49,60,59,70,81,92,91,90,79,68,69,58,59,60,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,59,70,69,80,79,90,79,68,69,58,47,36,37,26,27,16,5
11,11,70,0.0007488385731838224,16,27,38,49,48,59,70,81,80,79,90,91,80,69,58,59,60,49,38,27,16,5
11,11,70,0.001451632056107151,16,27,38,49,60,59,70,81,80,79,90,79,68,57,58,59,60,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,37,48,59,70,69,80,79,90,79,68,57,58,47,48,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,59,70,81,80,79,90,91,80,69,70,59,60,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,60,59,70,81,80,91,90,91,80,69,58,59,48,37,26,27,16,5
11,11,70,0.0007682259796092936,16,27,38,37,48,59,70,81,92,91,90,91,80,69,70,59,48,37,38,27,16,5
11,11,70,0.0007197574635456159,16,27,38,37,48,59,70,69,80,91,90,79,80,69,58,47,48,37,38,27,16,5
11,11,70,0.0003635138704775837,16,27,26,37,48,59,70,81,80,79,90,79,68,69,58,47,36,37,26,27,16,5
11,11,70,0.0007876133860347648,16,27,26,37,48,59,70,81,92,91,90,79,68,57,46,35,24,25,26,27,16,5
11,11,70,0.00036109044467439984,16,27,38,37,48,59,70,69,68,79,90,91,92,81,70,59,48,37,26,27,16,5
11,11,70,0.0007876133860347648,16,27,26,37,48,59,70,69,80,79,90,91,92,81,70,59,48,37,38,27,16,5
11,11,70,0.00039986525752534215,16,27,38,49,60,59,70,69,68,79,90,79,68,69,70,59,48,49,38,27,16,5
11,11,70,0.002246515719551468,16,27,38,37,48,59,70,81,80,91,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.0025882187578003964,16,27,38,49,48,59,70,69,68,79,90,91,92,81,82,71,60,49,38,27,16,5
11,11,70,0.00039501840591897434,16,27,38,49,60,59,70,69,80,91,90,79,68,57,58,59,48,37,26,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,59,70,81,80,91,90,79,68,57,46,47,36,37,38,27,16,5
11,11,70,0.0011583975339219002,16,27,26,37,48,59,70,69,80,91,90,91,80,81,70,59,60,49,38,27,16,5
11,11,70,0.0022562094227642033,16,27,26,37,48,59,70,81,80,91,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.0006906763539074091,16,27,38,49,60,71,70,81,80,79,90,91,80,81,70,59,48,49,38,27,16,5
11,11,70,0.00037563099949350316,16,27,38,49,60,71,70,69,68,79,90,79,68,69,58,47,36,25,26,27,16,5
11,11,70,0.0015001005721708288,16,27,38,49,60,71,70,81,92,91,90,91,80,69,70,71,60,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,48,59,70,69,80,91,90,79,68,69,58,47,36,37,38,27,16,5
11,11,70,0.00037563099949350316,16,27,38,49,60,71,70,69,80,91,90,79,68,57,58,59,60,49,38,27,16,5
11,11,70,0.00039501840591897434,16,27,38,49,60,59,70,81,80,91,90,91,92,81,70,59,48,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,48,59,70,69,80,91,90,79,80,69,58,47,48,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,60,59,70,69,80,91,90,79,68,69,58,47,48,49,38,27,16,5
11,11,70,0.0011050821662518546,16,27,38,49,60,59,70,81,80,91,90,91,92,81,82,71,60,49,38,27,16,5
11,11,70,0.0007003700571201447,16,27,38,49,48,59,70,69,68,79,90,91,80,81,70,59,60,49,38,27,16,5
11,11,70,0.0010905416114327512,16,27,38,37,48,59,70,69,80,79,90,79,80,69,70,59,60,49,38,27,16,5
11,11,70,0.00036836072208395153,16,27,38,49,60,59,70,69,68,79,90,91,80,69,58,59,60,49,38,27,16,5
11,11,70,0.0007512619989870064,16,27,38,49,48,59,70,81,92,91,90,79,80,69,70,59,48,49,38,27,16,5
11,11,70,0.0007536854247901903,16,27,26,37,48,59,70,81,80,79,90,79,68,57,58,59,48,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,60,71,70,81,92,91,90,79,68,57,58,47,36,25,26,27,16,5
11,11,70,0.0014613257593198866,16,27,38,49,60,59,70,81,80,91,90,79,80,81,70,71,60,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,26,37,48,59,70,81,92,91,90,91,80,81,70,59,48,37,26,27,16,5
11,11,70,0.0007197574635456159,16,27,38,37,48,59,70,81,80,79,90,79,80,69,70,59,60,49,38,27,16,5
11,11,70,0.00036836072208395153,16,27,38,37,48,59,70,81,80,79,90,79,68,57,46,47,48,37,26,27,16,5
11,11,70,0.0007003700571201447,16,27,38,49,48,59,70,69,80,79,90,91,80,81,70,71,60,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,26,37,48,59,70,81,80,79,90,91,80,69,58,47,48,49,38,27,16,5
11,11,70,0.000760955702199742,16,27,26,37,48,59,70,81,80,91,90,79,68,57,58,47,36,25,26,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,48,59,70,69,80,91,90,91,80,69,70,59,48,49,38,27,16,5
11,11,70,0.0006955232055137769,16,27,38,49,48,59,70,81,92,91,90,79,68,57,46,35,36,37,26,27,16,5
11,11,70,0.0014443617786975994,16,27,38,49,60,59,70,69,80,79,90,79,80,81,82,71,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,60,71,70,81,92,91,90,79,68,69,70,59,48,37,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,59,70,81,92,91,90,79,80,69,58,59,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,37,48,59,70,81,80,91,90,79,80,69,58,59,48,37,26,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,59,70,81,80,79,90,79,80,81,70,71,60,49,38,27,16,5
11,11,70,0.001471019462532622,16,27,26,37,48,59,70,81,92,91,90,79,80,69,58,59,60,49,38,27,16,5
11,11,70,0.00039501840591897434,16,27,38,37,48,59,70,81,80,91,90,91,80,69,70,59,48,37,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,60,59,70,69,80,91,90,79,68,57,58,59,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,60,71,70,69,68,79,90,79,68,69,58,47,48,37,38,27,16,5
11,11,70,0.0003635138704775837,16,27,26,37,48,59,70,69,80,91,90,79,68,57,58,59,48,37,26,27,16,5
11,11,70,0.00035866701887121596,16,27,38,49,60,59,70,69,80,79,90,79,80,69,58,59,60,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,48,59,70,69,80,91,90,91,92,81,70,59,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,26,37,48,59,70,81,92,91,90,91,80,69,58,47,48,49,38,27,16,5
11,11,70,0.005045572522228862,16,27,26,37,48,59,70,81,92,91,90,91,92,93,82,71,60,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,48,59,70,69,80,91,90,79,68,57,46,47,48,49,38,27,16,5
11,11,70,0.0007876133860347648,16,27,26,37,48,59,70,69,68,79,90,79,68,69,58,59,48,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,60,59,70,69,80,91,90,79,68,57,58,59,48,49,38,27,16,5
11,11,70,0.0006979466313169607,16,27,26,37,48,59,70,81,80,91,90,79,80,81,70,71,60,49,38,27,16,5
11,11,70,0.00037563099949350316,16,27,38,49,60,71,70,81,92,91,90,91,80,69,58,59,48,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,60,59,70,81,92,91,90,79,68,69,70,59,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,37,48,59,70,69,80,91,90,91,80,69,58,59,48,49,38,27,16,5
11,11,70,0.0007561088505933742,16,27,26,37,48,59,70,81,92,91,90,79,68,57,46,47,48,37,38,27,16,5
11,11,70,0.0007876133860347648,16,27,38,49,48,59,70,81,92,91,90,91,80,69,58,59,48,37,38,27,16,5
11,11,70,0.001812722500781551,16,27,26,37,48,59,70,69,80,91,90,91,80,69,70,71,60,49,38,27,16,5
11,11,70,0.0007221808893487997,16,27,38,49,48,59,70,81,92,91,90,79,80,69,58,47,36,37,38,27,16,5
11,11,70,0.00039501840591897434,16,27,38,37,48,59,70,69,80,91,90,91,80,81,70,59,48,37,26,27,16,5
11,11,70,0.000758532276396558,16,27,26,37,48,59,70,69,80,91,90,91,92,81,82,71,60,49,38,27,16,5
11,11,70,0.002932345221852509,16,27,38,49,60,59,70,81,92,91,90,91,92,81,82,71,60,49,38,27,16,5
11,11,70,0.0007342980183647191,16,27,38,37,48,59,70,69,68,79,90,91,80,69,58,59,60,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,26,37,48,59,70,81,80,91,90,79,68,69,58,59,48,37,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,71,70,69,80,91,90,91,80,69,58,47,48,37,26,27,16,5
11,11,70,0.000782766534428397,16,27,38,49,60,59,70,69,68,79,90,79,68,69,58,47,48,49,38,27,16,5
11,11,70,0.00039501840591897434,16,27,38,37,48,59,70,69,80,79,90,79,80,69,58,59,48,49,38,27,16,5
11,11,70,0.00037563099949350316,16,27,38,37,48,59,70,81,80,79,90,79,68,57,46,35,24,25,26,27,16,5
11,11,70,0.00036836072208395153,16,27,38,37,48,59,70,81,80,79,90,79,68,69,58,47,36,25,26,27,16,5
11,11,70,0.0007512619989870064,16,27,38,49,60,59,70,69,80,79,90,79,68,69,70,59,48,37,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,37,48,59,70,69,68,79,90,79,80,81,70,59,48,37,26,27,16,5
11,11,70,0.006170042094906188,16,27,38,49,60,71,70,81,92,91,90,91,92,93,82,71,60,49,38,27,16,5
11,11,70,0.00038290127690305485,16,27,38,49,60,71,70,69,80,91,90,91,80,81,70,59,60,49,38,27,16,5
11,11,70,0.003361291589016058,16,27,38,49,48,59,70,81,92,91,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,59,70,81,92,91,90,79,68,57,58,47,36,37,26,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,48,59,70,69,80,79,90,79,80,69,58,47,36,25,26,27,16,5
11,11,70,0.0007439917215774546,16,27,38,37,48,59,70,81,92,91,90,91,80,69,58,59,48,37,38,27,16,5
11,11,70,0.0007197574635456158,16,27,38,49,60,71,70,81,92,91,90,79,80,69,58,59,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,60,71,70,81,92,91,90,79,80,81,70,59,48,37,38,27,16,5
11,11,70,0.0003223156318234576,16,27,38,49,60,59,70,81,92,91,90,79,68,57,58,47,36,37,38,27,16,5
11,11,70,0.0014613257593198866,16,27,38,49,60,71,70,69,68,79,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.000782766534428397,16,27,38,49,48,59,70,81,80,91,90,91,92,81,70,59,60,49,38,27,16,5
11,11,70,0.0010881181856295674,16,27,38,49,60,59,70,81,80,91,90,91,80,69,70,71,60,49,38,27,16,5
11,11,70,0.00038290127690305485,16,27,38,49,48,59,70,81,80,79,90,79,68,69,70,59,60,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,37,48,59,70,81,80,79,90,79,80,81,70,59,48,37,26,27,16,5
11,11,70,0.00035866701887121596,16,27,38,49,60,59,70,81,80,79,90,91,80,81,70,59,48,37,26,27,16,5
11,11,70,0.00039986525752534215,16,27,38,49,60,71,70,69,80,79,90,79,80,69,70,59,48,49,38,27,16,5
11,11,70,0.0007342980183647191,16,27,38,49,48,59,70,81,80,91,90,79,80,81,70,71,60,49,38,27,16,5
11,11,70,0.0007633791280029259,16,27,38,49,60,71,70,69,80,79,90,79,68,69,70,59,48,49,38,27,16,5
11,11,70,0.0010541902243849928,16,27,38,49,60,59,70,69,80,79,90,91,80,69,70,71,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,60,59,70,69,80,91,90,79,80,69,58,47,48,37,26,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,48,59,70,81,80,79,90,79,68,69,70,59,48,49,38,27,16,5
11,11,70,0.00038290127690305485,16,27,38,49,60,59,70,81,80,79,90,91,80,69,58,59,48,37,26,27,16,5
11,11,70,0.0007027934829233286,16,27,26,37,48,59,70,69,80,91,90,91,80,81,70,71,60,49,38,27,16,5
11,11,70,0.000782766534428397,16,27,38,49,48,59,70,69,68,79,90,91,92,81,70,59,48,37,26,27,16,5
11,11,70,0.0029614263314907156,16,27,38,49,60,71,70,69,68,79,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.005157050109175322,16,27,38,49,48,59,70,81,92,91,90,91,92,81,82,71,60,49,38,27,16,5
11,11,70,0.002975966886309819,16,27,38,37,48,59,70,69,68,79,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,60,71,70,69,80,79,90,79,68,57,58,47,36,37,38,27,16,5
11,11,70,0.0007464151473806387,16,27,38,49,60,59,70,69,68,79,90,79,68,57,46,35,36,25,26,27,16,5
11,11,70,0.00037563099949350316,16,27,38,49,60,71,70,81,80,79,90,79,68,57,46,35,24,25,26,27,16,5
11,11,70,0.00038290127690305485,16,27,38,49,48,59,70,81,92,91,90,91,80,69,58,59,48,37,26,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,60,71,70,81,80,91,90,79,68,69,58,47,48,37,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,37,48,59,70,69,80,91,90,91,80,69,70,59,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,37,48,59,70,81,80,79,90,79,80,69,58,59,48,49,38,27,16,5
11,11,70,0.0025954890352099477,16,27,38,49,60,59,70,81,92,91,90,79,80,81,82,71,60,49,38,27,16,5
11,11,70,0.00035866701887121596,16,27,38,49,60,71,70,69,80,79,90,91,80,69,58,59,48,37,38,27,16,5
11,11,70,0.0003707841478871354,16,27,26,37,48,59,70,69,80,91,90,79,80,81,70,59,60,49,38,27,16,5
