MapHeight,MapWidth,Scene,Probability,Obs0,Obs1,Obs2,Obs3,Obs4,Obs5,Obs6,Obs7,Obs8,Obs9,Obs10,Obs11,Obs12,Obs13,Obs14,Obs15,Obs16,Obs17,Obs18,Obs19,Obs20,Obs21
11,11,70,0.000782766534428397,16,27,38,49,48,59,70,81,80,91,90,79,80,81,82,71,60,49,38,27,16,5
11,11,70,0.00039986525752534215,16,27,38,49,48,59,70,81,80,79,90,79,68,69,58,59,60,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,71,70,81,80,91,90,91,80,69,70,71,60,49,38,27,16,5
11,11,70,0.0010202622631404184,16,27,38,37,48,59,70,69,80,79,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,37,48,59,70,69,80,91,90,79,80,81,70,59,48,49,38,27,16,5
11,11,70,0.00039501840591897434,16,27,38,37,48,59,70,81,80,79,90,79,68,69,58,59,48,49,38,27,16,5
11,11,70,0.0011390101274964292,16,27,38,37,48,59,70,81,92,91,90,91,80,69,70,59,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,60,71,70,81,80,91,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.000782766534428397,16,27,38,49,48,59,70,81,92,91,90,79,68,69,58,47,48,37,38,27,16,5
11,11,70,0.000693099779710593,16,27,38,49,48,59,70,81,80,79,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,60,71,70,81,80,79,90,91,80,81,70,59,48,37,26,27,16,5
11,11,70,0.0003223156318234576,16,27,38,49,60,59,70,69,68,79,90,79,80,81,70,59,48,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,26,37,48,59,70,69,80,91,90,91,80,69,70,59,60,49,38,27,16,5
11,11,70,0.0007052169087265125,16,27,38,37,48,59,70,81,92,91,90,79,80,69,70,59,60,49,38,27,16,5
11,11,70,0.00037563099949350316,16,27,38,49,48,59,70,69,80,91,90,79,80,69,58,59,48,49,38,27,16,5
11,11,70,0.0007342980183647191,16,27,38,49,60,71,70,81,92,91,90,91,80,69,58,47,36,25,26,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,48,59,70,69,80,91,90,79,80,69,58,59,60,49,38,27,16,5
11,11,70,0.0007246043151519836,16,27,38,49,60,71,70,69,68,79,90,91,80,69,58,47,36,25,26,27,16,5
11,11,70,0.001141433553299613,16,27,38,49,60,59,70,69,68,79,90,91,92,81,70,59,48,49,38,27,16,5
11,11,70,0.0007948836634443164,16,27,26,37,48,59,70,81,92,91,90,91,80,69,70,59,60,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,37,48,59,70,81,92,91,90,79,68,57,46,35,36,25,26,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,60,71,70,81,80,91,90,79,68,57,46,47,36,37,38,27,16,5
11,11,70,0.00037563099949350316,16,27,38,49,48,59,70,69,68,79,90,91,80,81,70,71,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,48,59,70,81,80,79,90,79,68,69,70,59,48,37,38,27,16,5
11,11,70,0.0023167950678438004,16,27,38,49,48,59,70,69,80,79,90,79,68,69,70,71,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,60,71,70,81,80,79,90,79,68,57,46,47,36,25,26,27,16,5
11,11,70,0.0018805784232707,16,27,38,49,60,59,70,81,92,91,90,79,68,57,58,59,60,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,26,37,48,59,70,69,80,91,90,91,92,81,70,59,60,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,71,70,81,80,91,90,79,68,69,70,59,48,37,38,27,16,5
11,11,70,0.00036109044467439984,16,27,26,37,48,59,70,81,80,91,90,91,80,69,70,59,48,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,26,37,48,59,70,69,80,79,90,79,80,81,82,71,60,49,38,27,16,5
11,11,70,0.00183695675881339,16,27,38,49,60,59,70,69,80,91,90,79,80,81,82,71,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,26,37,48,59,70,69,80,79,90,79,68,57,46,35,36,25,26,27,16,5
11,11,70,0.0003707841478871354,16,27,26,37,48,59,70,69,68,79,90,79,68,57,46,35,36,25,26,27,16,5
11,11,70,0.0007294511667583514,16,27,38,37,48,59,70,69,68,79,90,79,68,57,58,47,48,49,38,27,16,5
11,11,70,0.0013958932626339216,16,27,38,49,48,59,70,69,68,79,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.0011632443855282679,16,27,38,49,48,59,70,69,80,79,90,79,68,69,58,59,60,49,38,27,16,5
11,11,70,0.00037563099949350316,16,27,26,37,48,59,70,69,80,79,90,79,68,69,70,71,60,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,71,70,81,80,91,90,79,68,69,58,59,48,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,48,59,70,69,80,91,90,91,80,69,58,59,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,26,37,48,59,70,81,92,91,90,91,80,81,70,59,48,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,26,37,48,59,70,81,92,91,90,79,68,57,46,47,48,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,60,59,70,81,80,91,90,79,68,69,58,47,48,37,26,27,16,5
11,11,70,0.0007246043151519836,16,27,26,37,48,59,70,69,68,79,90,79,68,57,58,47,36,25,26,27,16,5
11,11,70,0.00039501840591897434,16,27,38,49,48,59,70,81,80,91,90,91,80,81,70,71,60,49,38,27,16,5
11,11,70,0.00035866701887121596,16,27,38,49,60,59,70,69,68,79,90,79,80,69,58,47,36,37,38,27,16,5
11,11,70,0.00039501840591897434,16,27,38,49,60,71,70,69,80,91,90,79,80,69,70,59,48,37,26,27,16,5
11,11,70,0.000693099779710593,16,27,38,49,48,59,70,81,80,91,90,79,80,69,70,59,60,49,38,27,16,5
11,11,70,0.00036836072208395153,16,27,26,37,48,59,70,69,80,79,90,79,80,69,58,59,48,37,26,27,16,5
11,11,70,0.0013983166884371054,16,27,38,37,48,59,70,81,80,79,90,91,80,69,70,71,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,26,37,48,59,70,81,80,79,90,79,80,69,58,59,48,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,37,48,59,70,81,80,91,90,79,68,69,58,59,48,37,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,48,59,70,69,80,79,90,79,68,57,46,47,36,37,38,27,16,5
11,11,70,0.001827263055600654,16,27,38,49,48,59,70,69,68,79,90,79,80,69,70,59,60,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,60,59,70,69,80,91,90,79,80,81,70,59,48,49,38,27,16,5
11,11,70,0.00038290127690305485,16,27,38,37,48,59,70,81,80,79,90,91,80,69,58,47,48,37,38,27,16,5
11,11,70,0.0007076403345296963,16,27,38,49,48,59,70,69,68,79,90,79,80,69,58,59,60,49,38,27,16,5
11,11,70,0.0007246043151519836,16,27,38,49,48,59,70,81,92,91,90,79,80,81,70,59,48,37,26,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,60,71,70,69,68,79,90,79,80,69,70,59,48,37,26,27,16,5
11,11,70,0.0015267582560058517,16,27,26,37,48,59,70,81,80,79,90,91,92,81,82,71,60,49,38,27,16,5
11,11,70,0.00039501840591897434,16,27,26,37,48,59,70,81,80,79,90,79,80,69,58,59,48,37,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,60,59,70,81,92,91,90,79,68,57,46,47,36,25,26,27,16,5
11,11,70,0.000782766534428397,16,27,38,49,60,59,70,81,80,91,90,79,68,57,58,59,60,49,38,27,16,5
11,11,70,0.0007197574635456158,16,27,38,37,48,59,70,81,92,91,90,79,80,81,70,59,60,49,38,27,16,5
11,11,70,0.0019338937909407455,16,27,38,49,60,71,70,81,80,91,90,79,80,81,82,71,60,49,38,27,16,5
11,11,70,0.001051766798581809,16,27,38,49,60,71,70,81,92,91,90,79,68,57,58,59,60,49,38,27,16,5
11,11,70,0.00038290127690305485,16,27,38,49,48,59,70,81,80,79,90,79,80,69,58,59,48,49,38,27,16,5
11,11,70,0.0007149106119392481,16,27,38,37,48,59,70,69,80,91,90,79,80,69,70,71,60,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,37,48,59,70,81,80,79,90,79,68,57,58,47,36,37,26,27,16,5
11,11,70,0.0011099290178582224,16,27,38,49,60,59,70,81,80,91,90,79,68,69,70,71,60,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,26,37,48,59,70,81,92,91,90,91,80,69,58,59,48,37,26,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,60,71,70,69,80,79,90,91,92,81,70,59,48,49,38,27,16,5
11,11,70,0.00037563099949350316,16,27,26,37,48,59,70,69,68,79,90,79,80,81,70,59,48,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,71,70,69,80,79,90,79,80,69,70,59,48,37,26,27,16,5
11,11,70,0.0007052169087265125,16,27,26,37,48,59,70,81,92,91,90,79,68,57,58,59,48,49,38,27,16,5
11,11,70,0.000693099779710593,16,27,26,37,48,59,70,81,92,91,90,79,68,57,58,47,48,49,38,27,16,5
11,11,70,0.00037563099949350316,16,27,38,37,48,59,70,81,92,91,90,79,68,57,58,47,36,37,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,37,48,59,70,69,68,79,90,79,80,69,70,59,48,37,38,27,16,5
11,11,70,0.00037563099949350316,16,27,38,49,48,59,70,69,68,79,90,91,80,69,58,47,36,37,38,27,16,5
11,11,70,0.00038290127690305485,16,27,38,49,60,59,70,81,80,79,90,79,80,69,58,47,48,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,60,71,70,81,80,79,90,79,80,69,58,47,36,37,38,27,16,5
11,11,70,0.0007270277409551674,16,27,26,37,48,59,70,69,80,91,90,79,68,57,58,59,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,37,48,59,70,81,92,91,90,91,92,81,70,59,48,49,38,27,16,5
11,11,70,0.0014637491851230706,16,27,38,37,48,59,70,69,80,91,90,91,92,81,82,71,60,49,38,27,16,5
11,11,70,0.00036836072208395153,16,27,38,37,48,59,70,81,80,91,90,79,68,69,58,59,48,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,48,59,70,69,80,91,90,91,80,69,58,59,48,37,38,27,16,5
11,11,70,0.0007439917215774546,16,27,38,49,60,59,70,69,68,79,90,79,68,69,58,59,60,49,38,27,16,5
11,11,70,0.0007221808893487997,16,27,38,49,60,59,70,81,92,91,90,79,80,81,70,59,48,37,26,27,16,5
11,11,70,0.00036109044467439984,16,27,26,37,48,59,70,69,68,79,90,79,80,69,58,47,48,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,48,59,70,69,80,91,90,91,80,81,70,59,48,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,48,59,70,81,80,91,90,79,68,57,46,47,36,25,26,27,16,5
11,11,70,0.00039986525752534215,16,27,26,37,48,59,70,69,80,91,90,91,80,81,70,59,48,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,48,59,70,81,80,91,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,26,37,48,59,70,69,80,91,90,79,68,69,58,59,48,37,38,27,16,5
11,11,70,0.006598988462069736,16,27,38,49,60,71,70,69,68,79,90,91,92,93,82,71,60,49,38,27,16,5
11,11,70,0.0018539207394356768,16,27,26,37,48,59,70,69,68,79,90,79,80,81,70,59,60,49,38,27,16,5
11,11,70,0.0007197574635456159,16,27,38,37,48,59,70,81,80,79,90,79,68,57,46,47,36,25,26,27,16,5
11,11,70,0.002554290796555822,16,27,38,49,60,71,70,69,80,79,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.0007439917215774546,16,27,38,49,60,71,70,69,80,91,90,79,68,69,58,59,48,37,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,37,48,59,70,81,92,91,90,91,80,81,70,59,48,49,38,27,16,5
11,11,70,0.001766677410521057,16,27,38,37,48,59,70,69,80,91,90,91,92,93,82,71,60,49,38,27,16,5
11,11,70,0.001051766798581809,16,27,38,37,48,59,70,81,92,91,90,79,68,57,46,47,36,25,26,27,16,5
11,11,70,0.00037563099949350316,16,27,26,37,48,59,70,81,80,79,90,79,68,69,70,71,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,37,48,59,70,69,68,79,90,79,80,69,58,47,36,37,26,27,16,5
11,11,70,0.00033200933503619315,16,27,26,37,48,59,70,69,80,91,90,79,80,69,70,59,60,49,38,27,16,5
11,11,70,0.0014467852045007834,16,27,38,49,60,59,70,81,80,79,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.0007779196828220292,16,27,38,49,48,59,70,69,68,79,90,91,80,69,58,47,48,49,38,27,16,5
11,11,70,0.0003223156318234576,16,27,38,49,60,59,70,81,80,79,90,91,92,81,70,59,60,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,71,70,81,92,91,90,79,80,69,58,59,48,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,60,59,70,69,80,79,90,79,68,69,70,59,48,49,38,27,16,5
11,11,70,0.00039986525752534215,16,27,38,37,48,59,70,81,80,91,90,91,92,81,70,59,48,37,38,27,16,5
11,11,70,0.0037005712014618023,16,27,38,49,60,59,70,69,68,79,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.00037563099949350316,16,27,38,37,48,59,70,81,92,91,90,79,68,69,58,47,36,37,38,27,16,5
11,11,70,0.00035866701887121596,16,27,38,49,60,71,70,69,68,79,90,91,80,69,58,47,48,49,38,27,16,5
11,11,70,0.00039986525752534215,16,27,38,49,48,59,70,69,68,79,90,91,80,69,70,59,48,49,38,27,16,5
11,11,70,0.001092965037235935,16,27,38,49,60,71,70,81,80,79,90,91,92,81,70,59,48,49,38,27,16,5
11,11,70,0.0007367214441679031,16,27,38,49,60,71,70,69,68,79,90,79,80,69,58,47,36,37,38,27,16,5
11,11,70,0.0014904068689580933,16,27,38,49,60,59,70,69,80,79,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.00037563099949350316,16,27,38,49,60,71,70,81,92,91,90,79,80,69,70,59,48,49,38,27,16,5
11,11,70,0.0007876133860347648,16,27,38,49,60,71,70,69,68,79,90,79,80,69,58,59,60,49,38,27,16,5
11,11,70,0.0007415682957742708,16,27,38,37,48,59,70,69,80,79,90,79,68,69,58,47,48,37,38,27,16,5
11,11,70,0.0014685960367294382,16,27,38,49,60,59,70,69,80,91,90,91,80,69,58,59,60,49,38,27,16,5
11,11,70,0.0014782897399421738,16,27,38,49,60,71,70,69,80,79,90,91,80,81,70,71,60,49,38,27,16,5
11,11,70,0.004507571993922039,16,27,26,37,48,59,70,81,80,91,90,91,92,93,82,71,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,60,71,70,69,80,91,90,91,80,69,70,59,60,49,38,27,16,5
11,11,70,0.0021932003518814218,16,27,38,37,48,59,70,81,80,79,90,91,92,81,82,71,60,49,38,27,16,5
11,11,70,0.0014467852045007834,16,27,26,37,48,59,70,69,68,79,90,91,92,81,82,71,60,49,38,27,16,5
11,11,70,0.0007561088505933742,16,27,38,37,48,59,70,81,80,79,90,91,80,69,58,47,48,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,37,48,59,70,69,68,79,90,91,92,81,70,59,60,49,38,27,16,5
11,11,70,0.00037563099949350316,16,27,38,49,60,71,70,81,80,91,90,91,80,69,58,59,48,37,38,27,16,5
11,11,70,0.0007246043151519836,16,27,26,37,48,59,70,81,80,79,90,91,80,69,58,59,60,49,38,27,16,5
11,11,70,0.0007633791280029259,16,27,26,37,48,59,70,81,92,91,90,79,68,57,58,47,36,25,26,27,16,5
11,11,70,0.0022465157195514676,16,27,38,49,48,59,70,69,80,91,90,91,92,81,82,71,60,49,38,27,16,5
11,11,70,0.0007221808893487997,16,27,38,37,48,59,70,81,92,91,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.00037563099949350316,16,27,38,49,48,59,70,69,80,79,90,79,80,81,70,59,48,37,38,27,16,5
11,11,70,0.0007342980183647191,16,27,38,49,60,71,70,81,92,91,90,91,80,69,58,59,60,49,38,27,16,5
11,11,70,0.0010905416114327512,16,27,26,37,48,59,70,81,80,91,90,79,80,81,70,59,60,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,37,48,59,70,69,80,79,90,79,80,81,70,59,48,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,37,48,59,70,81,80,91,90,79,80,81,82,71,60,49,38,27,16,5
11,11,70,0.00039986525752534215,16,27,26,37,48,59,70,81,80,79,90,91,92,81,70,59,60,49,38,27,16,5
11,11,70,0.0006640186700723863,16,27,38,37,48,59,70,69,68,79,90,79,68,57,58,59,60,49,38,27,16,5
11,11,70,0.00039986525752534215,16,27,26,37,48,59,70,81,80,79,90,79,80,69,58,59,60,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,26,37,48,59,70,69,80,91,90,79,68,57,46,47,48,37,38,27,16,5
11,11,70,0.00036109044467439984,16,27,26,37,48,59,70,69,80,91,90,79,68,69,58,59,48,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,60,59,70,81,80,91,90,91,80,69,58,47,48,37,26,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,59,70,81,80,91,90,79,68,69,70,59,48,37,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,60,71,70,81,92,91,90,91,80,81,70,59,48,37,26,27,16,5
11,11,70,0.0007342980183647191,16,27,38,49,60,71,70,81,92,91,90,79,68,69,70,59,60,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,37,48,59,70,69,80,91,90,79,80,69,58,47,36,25,26,27,16,5
11,11,70,0.0014225509464689445,16,27,26,37,48,59,70,69,80,79,90,91,80,81,70,71,60,49,38,27,16,5
11,11,70,0.00036836072208395153,16,27,38,37,48,59,70,81,92,91,90,79,68,69,58,47,48,49,38,27,16,5
11,11,70,0.0007754962570188453,16,27,38,37,48,59,70,81,80,79,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,37,48,59,70,69,68,79,90,79,68,69,70,59,48,49,38,27,16,5
11,11,70,0.0021738129454559507,16,27,38,37,48,59,70,81,92,91,90,91,92,81,82,71,60,49,38,27,16,5
11,11,70,0.0007294511667583514,16,27,38,49,60,71,70,69,68,79,90,79,80,69,58,47,48,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,60,59,70,81,92,91,90,79,68,57,46,35,36,25,26,27,16,5
11,11,70,0.0007876133860347648,16,27,38,49,60,71,70,81,92,91,90,91,92,81,70,59,48,37,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,48,59,70,69,80,79,90,79,80,69,70,59,48,49,38,27,16,5
11,11,70,0.0014661726109262544,16,27,26,37,48,59,70,69,80,91,90,79,68,69,70,71,60,49,38,27,16,5
11,11,70,0.00039501840591897434,16,27,38,49,60,71,70,81,80,79,90,91,80,69,58,59,48,37,26,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,48,59,70,69,80,79,90,79,68,69,58,59,48,37,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,37,48,59,70,81,80,91,90,79,68,57,58,59,60,49,38,27,16,5
11,11,70,0.0007488385731838224,16,27,38,49,60,59,70,69,68,79,90,79,68,57,58,47,36,25,26,27,16,5
11,11,70,0.00039501840591897434,16,27,38,37,48,59,70,69,80,91,90,79,68,57,46,35,36,25,26,27,16,5
11,11,70,0.0006834060764978574,16,27,38,37,48,59,70,69,68,79,90,79,80,69,58,59,60,49,38,27,16,5
11,11,70,0.001117199295267774,16,27,38,49,48,59,70,69,68,79,90,79,80,69,58,47,48,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,59,70,81,80,79,90,79,80,81,70,59,48,37,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,48,59,70,81,92,91,90,79,80,69,58,47,48,37,38,27,16,5
11,11,70,0.00037563099949350316,16,27,38,37,48,59,70,81,80,79,90,79,68,57,58,59,60,49,38,27,16,5
11,11,70,0.0007706494054124776,16,27,38,49,60,59,70,81,92,91,90,79,68,57,46,47,36,37,26,27,16,5
11,11,70,0.00038290127690305485,16,27,26,37,48,59,70,81,80,79,90,79,68,57,46,47,48,49,38,27,16,5
11,11,70,0.002687579215730936,16,27,38,49,60,71,70,69,68,79,90,79,80,81,82,71,60,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,60,59,70,81,80,91,90,79,68,57,46,35,36,37,38,27,16,5
11,11,70,0.0007682259796092936,16,27,26,37,48,59,70,81,80,79,90,79,68,69,58,59,60,49,38,27,16,5
11,11,70,0.004413058387597867,16,27,38,37,48,59,70,81,92,91,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.00038290127690305485,16,27,38,49,60,71,70,81,80,79,90,79,68,57,46,47,48,49,38,27,16,5
11,11,70,0.000758532276396558,16,27,38,49,60,71,70,81,92,91,90,79,80,69,58,47,36,37,26,27,16,5
11,11,70,0.0007876133860347648,16,27,26,37,48,59,70,81,80,91,90,91,80,69,70,71,60,49,38,27,16,5
11,11,70,0.0017763711137337925,16,27,38,49,48,59,70,69,80,79,90,91,92,93,82,71,60,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,60,59,70,69,80,91,90,79,80,69,70,59,48,37,26,27,16,5
11,11,70,0.0017957585201592637,16,27,38,37,48,59,70,81,80,79,90,79,80,81,70,71,60,49,38,27,16,5
11,11,70,0.0018418036104197576,16,27,38,49,60,59,70,69,68,79,90,79,80,81,70,71,60,49,38,27,16,5
11,11,70,0.000782766534428397,16,27,38,49,60,59,70,69,80,91,90,91,80,69,70,59,60,49,38,27,16,5
11,11,70,0.00038290127690305485,16,27,38,49,48,59,70,69,68,79,90,91,80,81,70,59,48,37,38,27,16,5
11,11,70,0.0007633791280029259,16,27,26,37,48,59,70,69,80,79,90,91,80,69,70,71,60,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,48,59,70,69,68,79,90,79,80,69,58,47,48,37,26,27,16,5
11,11,70,0.00038290127690305485,16,27,38,49,60,71,70,69,80,91,90,79,68,69,70,59,60,49,38,27,16,5
11,11,70,0.0022659031259769386,16,27,38,49,60,59,70,81,80,91,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.0007367214441679031,16,27,26,37,48,59,70,81,80,91,90,79,80,69,70,59,60,49,38,27,16,5
11,11,70,0.002568831351374925,16,27,38,49,60,71,70,69,80,91,90,79,80,81,82,71,60,49,38,27,16,5
11,11,70,0.00039986525752534215,16,27,38,49,48,59,70,69,80,91,90,79,80,69,58,47,36,37,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,48,59,70,81,92,91,90,91,80,69,70,59,60,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,26,37,48,59,70,81,80,79,90,79,68,69,58,47,48,49,38,27,16,5
11,11,70,0.001095388463039119,16,27,38,49,60,71,70,81,80,91,90,79,68,57,58,59,60,49,38,27,16,5
11,11,70,0.0007561088505933742,16,27,38,37,48,59,70,69,80,79,90,91,92,81,70,59,60,49,38,27,16,5
11,11,70,0.0007997305150506843,16,27,38,37,48,59,70,81,80,91,90,79,68,57,46,35,36,25,26,27,16,5
11,11,70,0.0014637491851230706,16,27,38,37,48,59,70,81,92,91,90,79,80,69,70,71,60,49,38,27,16,5
11,11,70,0.0007633791280029259,16,27,38,49,48,59,70,69,80,91,90,79,68,57,58,59,60,49,38,27,16,5
11,11,70,0.0007464151473806387,16,27,38,49,60,71,70,69,80,79,90,79,80,69,70,59,60,49,38,27,16,5
11,11,70,0.00037563099949350316,16,27,38,49,48,59,70,81,80,79,90,79,68,69,58,59,48,49,38,27,16,5
11,11,70,0.000758532276396558,16,27,38,49,60,59,70,81,80,79,90,79,68,69,58,47,48,37,26,27,16,5
11,11,70,0.0011220461468741418,16,27,26,37,48,59,70,69,80,79,90,79,68,69,70,59,60,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,59,70,81,80,91,90,79,68,57,46,47,36,25,26,27,16,5
11,11,70,0.002239245442141916,16,27,38,49,60,59,70,81,80,91,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.003913832672141984,16,27,38,49,60,59,70,81,80,79,90,91,92,93,82,71,60,49,38,27,16,5
11,11,70,0.00039501840591897434,16,27,26,37,48,59,70,81,80,79,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.00035866701887121596,16,27,26,37,48,59,70,81,80,79,90,79,80,81,70,71,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,60,59,70,69,68,79,90,79,68,69,70,59,48,37,26,27,16,5
11,11,70,0.00038774812850942266,16,27,38,37,48,59,70,69,80,91,90,91,80,69,58,47,36,37,38,27,16,5
11,11,70,0.0007633791280029259,16,27,26,37,48,59,70,81,92,91,90,79,80,69,70,59,60,49,38,27,16,5
11,11,70,0.00039501840591897434,16,27,38,49,60,71,70,81,80,79,90,91,80,69,70,59,48,37,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,48,59,70,81,92,91,90,79,68,57,58,47,48,37,26,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,60,59,70,81,92,91,90,79,80,69,58,47,36,37,38,27,16,5
11,11,70,0.00039501840591897434,16,27,38,49,48,59,70,69,68,79,90,79,68,69,58,47,48,37,38,27,16,5
11,11,70,0.0007221808893487997,16,27,38,37,48,59,70,81,80,91,90,91,80,69,70,71,60,49,38,27,16,5
11,11,70,0.0014661726109262544,16,27,38,37,48,59,70,81,92,91,90,79,80,81,70,71,60,49,38,27,16,5
11,11,70,0.00039501840591897434,16,27,38,49,48,59,70,69,68,79,90,79,80,69,58,47,36,37,26,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,71,70,69,80,79,90,79,68,57,46,35,36,37,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,60,71,70,81,80,91,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,48,59,70,69,68,79,90,91,80,69,58,59,48,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,37,48,59,70,69,68,79,90,79,80,81,70,71,60,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,37,48,59,70,69,80,79,90,79,68,57,58,59,48,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,37,48,59,70,81,92,91,90,79,68,57,58,47,36,25,26,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,60,59,70,81,80,79,90,79,68,69,70,59,60,49,38,27,16,5
11,11,70,0.0015073708495803805,16,27,38,49,48,59,70,69,80,79,90,79,80,81,70,71,60,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,37,48,59,70,81,80,79,90,79,68,57,58,47,36,37,38,27,16,5
11,11,70,0.0003707841478871354,16,27,26,37,48,59,70,81,92,91,90,91,80,69,70,59,48,49,38,27,16,5
11,11,70,0.00036836072208395153,16,27,38,37,48,59,70,69,68,79,90,91,80,69,70,59,48,37,26,27,16,5
11,11,70,0.00036109044467439984,16,27,26,37,48,59,70,81,92,91,90,79,80,69,58,47,36,37,38,27,16,5
11,11,70,0.001815145926584735,16,27,38,49,60,59,70,81,92,91,90,91,80,69,70,59,60,49,38,27,16,5
11,11,70,0.000758532276396558,16,27,38,49,48,59,70,69,80,79,90,79,80,69,70,59,48,37,26,27,16,5
