MapHeight,MapWidth,Scene,Probability,Obs0,Obs1,Obs2,Obs3,Obs4,Obs5,Obs6,Obs7,Obs8,Obs9,Obs10,Obs11,Obs12,Obs13,Obs14,Obs15,Obs16,Obs17,Obs18,Obs19,Obs20,Obs21,Obs22,Obs23,Obs24,Obs25,Obs26,Obs27,Obs28,Obs29
11,11,36,1.0540134168141524e-05,104,93,82,71,70,59,58,47,36,35,24,25,36,47,58,69,70,81,92,93,104,115
11,11,36,4.121747203646922e-05,104,93,92,81,70,59,48,47,36,25,24,25,36,47,58,69,80,81,82,93,104,115
11,11,36,4.8207245221657814e-05,104,93,92,81,70,59,48,47,36,35,24,35,36,47,58,59,70,71,82,93,104,115
11,11,36,2.8735734205775314e-05,104,93,82,71,60,59,48,47,36,35,24,25,36,47,58,69,70,81,92,93,104,115
11,11,36,2.8236464692547556e-05,104,93,82,71,60,59,48,47,36,25,24,35,46,57,58,59,70,71,82,93,104,115
11,11,36,2.962332445151355e-05,104,93,82,71,60,59,58,47,36,35,24,25,36,47,58,69,70,71,82,93,104,115
11,11,36,1.0540134168141524e-05,104,93,82,81,80,69,58,47,36,25,24,35,36,47,58,59,70,81,82,93,104,115
11,11,36,1.9693408577317056e-05,104,93,82,81,70,69,58,47,36,35,24,25,36,47,58,59,70,81,82,93,104,115
11,11,36,9.264223189892815e-06,104,93,82,81,70,59,48,47,36,25,24,35,46,57,68,79,80,81,92,93,104,115
11,11,36,3.661309763670213e-05,104,93,82,71,70,59,48,47,36,35,24,35,36,47,58,69,80,81,82,93,104,115
11,11,36,0.0009985390264555124,104,93,82,71,70,59,58,47,36,25,26,27,28,29,30,29,28,27,26,25,36,47,58,69,70,81,92,93,104,115
11,11,36,9.874441483837847e-06,104,93,82,81,70,59,58,47,36,25,24,35,46,57,68,69,80,81,92,93,104,115
11,11,36,1.952698540624114e-05,104,93,82,81,80,69,58,47,36,25,24,25,36,47,58,59,70,81,92,93,104,115
11,11,36,9.375171970610094e-06,104,93,92,81,70,69,58,47,36,35,24,35,46,57,58,69,70,71,82,93,104,115
11,11,36,4.7763450098788695e-05,104,93,82,81,80,69,58,47,36,35,24,25,36,47,58,69,70,81,82,93,104,115
11,11,36,1.952698540624114e-05,104,93,92,91,80,69,58,47,36,35,24,35,36,47,58,69,70,81,82,93,104,115
11,11,36,2.9345952499720347e-05,104,93,92,81,70,59,58,47,36,25,24,35,46,47,58,69,70,81,92,93,104,115
11,11,36,4.726418058556094e-05,104,93,92,81,80,69,58,47,36,25,24,25,36,47,58,59,70,81,92,93,104,115
11,11,36,9.818967093479208e-06,104,93,82,71,70,69,58,47,36,25,24,35,36,47,58,59,70,81,82,93,104,115
11,11,36,1.830654881835107e-05,104,93,82,71,60,59,58,47,36,35,24,35,46,57,68,69,80,91,92,93,104,115
11,11,36,9.818967093479208e-06,104,93,82,71,70,69,58,47,36,25,24,35,36,47,48,59,70,71,82,93,104,115
11,11,36,3.8943022031765e-05,104,93,82,71,60,49,48,47,36,25,24,35,36,47,58,69,70,81,82,93,104,115
11,11,36,8.709479286306417e-06,104,93,82,81,70,59,58,47,36,35,24,35,36,47,58,69,80,81,92,93,104,115
11,11,36,5.0870015958872515e-05,104,93,92,81,70,69,58,47,36,35,24,25,36,47,48,59,70,71,82,93,104,115
11,11,36,3.905397081248228e-05,104,93,82,71,60,59,58,47,36,35,24,35,46,57,68,79,90,91,92,93,104,115
11,11,36,2.0691947603772572e-05,104,93,82,81,80,69,58,47,36,35,24,35,46,47,48,59,70,71,82,93,104,115
11,11,36,0.0021635012239869457,104,93,82,81,70,59,48,47,36,25,26,27,28,29,30,29,28,27,26,25,36,47,58,69,80,91,92,93,104,115
11,11,36,5.7693365972985184e-05,104,93,82,71,70,59,58,47,36,25,24,25,36,47,58,69,70,71,82,93,104,115
11,11,36,1.0540134168141524e-05,104,93,82,71,70,59,58,47,36,35,24,35,36,47,48,59,70,81,82,93,104,115
11,11,36,1.902771589301338e-05,104,93,92,81,70,69,58,47,36,35,24,35,46,57,58,59,60,71,82,93,104,115
11,11,36,1.8972241502654745e-05,104,93,82,81,80,69,58,47,36,25,24,25,36,47,58,69,70,81,82,93,104,115
11,11,36,1.8639395160502904e-05,104,93,82,71,70,69,58,47,36,35,24,25,36,47,58,69,70,81,82,93,104,115
11,11,36,9.430646360968733e-06,104,93,82,71,60,59,48,47,36,35,24,35,46,57,68,69,80,81,92,93,104,115
11,11,36,0.002274450004704225,104,93,92,81,70,59,48,47,36,25,26,27,28,29,30,29,28,27,26,25,36,47,48,59,70,71,82,93,104,115
11,11,36,1.819560003763379e-05,104,93,82,71,70,69,58,47,36,35,24,35,46,47,58,59,70,71,82,93,104,115
11,11,36,3.833280373781997e-05,104,93,82,71,70,59,48,47,36,35,24,35,36,47,58,69,70,71,82,93,104,115
11,11,36,3.738973910172309e-05,104,93,82,71,70,69,58,47,36,35,24,35,36,47,58,59,70,71,82,93,104,115
11,11,36,1.94715110158825e-05,104,93,82,81,80,69,58,47,36,35,24,35,36,47,48,59,70,71,82,93,104,115
11,11,36,0.008321158553795957,104,93,92,91,80,69,58,47,36,25,26,27,28,29,30,29,28,27,26,25,36,47,58,69,70,81,92,93,104,115
11,11,36,1.0207287825989687e-05,104,93,82,81,70,59,58,47,36,35,24,35,36,47,58,69,80,81,82,93,104,115
11,11,36,0.014090495151094435,104,93,82,81,80,69,58,47,36,25,26,27,28,29,30,29,28,27,26,25,36,47,58,59,60,71,82,93,104,115
11,11,36,0.00018678227233753954,104,93,82,71,60,49,48,47,36,35,24,25,36,47,48,59,70,71,82,93,104,115
11,11,36,4.804082205058189e-05,104,93,82,71,70,59,48,47,36,25,24,35,46,57,68,79,90,91,92,93,104,115
11,11,36,0.00012797941855738156,104,93,82,71,60,49,48,47,36,25,24,35,46,57,58,59,60,71,82,93,104,115
11,11,36,9.153274409175535e-06,104,93,82,81,70,69,58,47,36,35,24,35,46,47,58,69,70,81,92,93,104,115
11,11,36,8.748311359557465e-05,104,93,92,81,70,59,48,47,36,25,24,25,36,47,58,69,70,71,82,93,104,115
11,11,36,0.003494886592594294,104,93,82,81,70,59,48,47,36,25,26,27,28,29,30,29,28,27,26,25,36,47,58,59,60,71,82,93,104,115
11,11,36,2.7182451275733404e-05,104,93,92,81,70,69,58,47,36,35,24,35,46,47,58,59,70,81,92,93,104,115
11,11,36,8.709479286306417e-06,104,93,82,81,80,69,58,47,36,35,24,35,36,47,48,59,70,81,92,93,104,115
11,11,36,0.000943064636096873,104,93,92,81,70,59,48,47,36,25,26,27,28,29,30,29,28,27,26,25,36,47,58,69,70,81,92,93,104,115
11,11,36,3.62802512945503e-05,104,93,82,71,70,59,58,47,36,25,24,35,46,57,68,79,90,91,92,93,104,115
11,11,36,9.375171970610094e-06,104,93,92,81,80,69,58,47,36,35,24,35,36,47,58,69,80,91,92,93,104,115
11,11,36,3.0399965916534495e-05,104,93,82,81,70,59,58,47,36,25,24,25,36,47,58,59,70,81,82,93,104,115
11,11,36,8.709479286306417e-06,104,93,92,81,70,69,58,47,36,35,24,35,46,57,68,69,80,91,92,93,104,115
