MapHeight,MapWidth,Scene,Probability,Obs0,Obs1,Obs2,Obs3,Obs4,Obs5,Obs6,Obs7,Obs8,Obs9,Obs10,Obs11,Obs12,Obs13,Obs14,Obs15,Obs16,Obs17,Obs18,Obs19,Obs20,Obs21,Obs22
11,11,46,0.0028595605935665645,2,2,2,0,0,2,0,0,2,2,2,1,1,1,1,3,3,3,3,3,3,3,3
11,11,46,0.0003143797345698228,2,2,2,0,2,0,0,0,2,2,2,3,3,3,1,1,3,1,3,3,1,3,3
11,11,46,0.000888859792920463,2,2,2,2,0,0,0,0,2,2,2,3,3,3,1,1,1,3,1,3,3,3,3
11,11,46,0.0008489079423397232,2,2,2,0,2,0,0,0,2,2,2,1,3,1,1,3,3,1,3,3,3,3,3
11,11,46,0.0001333014159376689,2,2,0,2,0,2,0,0,2,2,2,1,1,3,1,3,3,3,3,1,3,3,3
11,11,46,0.0003985817037937823,2,0,0,2,2,2,0,0,2,2,2,1,1,1,3,3,3,3,3,1,3,3,3
11,11,46,0.00022301398524173053,2,2,0,2,2,0,0,0,2,2,2,1,1,1,3,3,1,3,3,3,3,3,3
11,11,46,0.00169213996659694,2,2,0,0,2,2,0,0,2,2,2,1,1,1,3,3,1,3,3,3,3,3,3
11,11,46,0.0005806519304403545,2,2,2,2,0,0,0,0,2,2,2,3,3,3,1,1,3,3,3,1,1,3,3
11,11,46,0.050807732738541486,3,3,0,0,3,3,3,3,3,2,2,2,2,2,1,2,1,2,2
11,11,46,0.006383589344791833,2,2,0,0,2,2,0,0,2,2,2,1,1,1,1,3,3,3,3,3,3,3,3
11,11,46,0.0018237882025105789,2,0,0,2,2,2,0,0,2,2,2,1,1,1,3,3,3,1,3,3,3,3,3
11,11,46,0.0005789436444155228,2,2,0,2,2,0,0,0,2,2,2,1,3,1,1,3,3,1,3,3,3,3,3
11,11,46,0.001117770120247903,2,2,2,2,0,0,0,0,2,2,2,1,3,1,1,3,1,3,3,3,3,3,3
11,11,46,8.976767530486263e-05,2,0,2,2,2,0,0,0,2,2,2,1,1,1,3,3,3,3,3,1,3,3,3
11,11,46,0.001692911450608155,2,2,2,0,2,0,0,0,2,2,2,1,1,3,1,1,3,3,3,3,3,3,3
11,11,46,0.0055862055132010644,2,0,2,2,0,2,0,0,2,2,2,3,1,1,1,1,3,3,3,3,3,3,3
11,11,46,0.0002274775713066132,2,2,2,0,2,0,0,0,2,2,2,1,3,1,1,3,3,3,3,3,1,3,3
11,11,46,0.002363275950352572,2,2,2,0,0,2,0,0,2,2,2,3,1,1,1,3,1,3,3,3,3,3,3
11,11,46,4.524202665763794e-05,2,2,0,2,2,0,0,0,2,2,2,1,1,1,3,3,3,3,1,3,3,3,3
