Time,Probability
16,0.011862414496969061
16,0.169695744754539
16,0.16448405520630777
16,0.33512683980091074
16,0.01102142525430012
16,0.019171605371780642
16,0.004908242427704996
16,0.08463414903390931
16,0.08286625987393217
16,0.04040207544010567
16,0.01892748254252092
16,0.005403903622632732
16,0.041006020320086524
16,0.010489781854300271
