unique_id,map,entrance,human,model,z_model,model_error,trial_type
TLtiiqp,NX_PX_0,2,0.3333333333333333,0.488256158380239,-0.0029582990553421503,-0.1549228250469057,NX
TLtiiqp,NX_NX_0,2,0.3284671532846715,0.518540104326212,0.07807781452492256,-0.19007295104154048,NX
TLtiiqp,DX_NX_0,2,0.5,0,-1.309471709736756,0.5,DX
TLtiiqp,NX_UN_0,2,0.5,0.529673590504452,0.1078696538081429,-0.029673590504451952,NX
TLtiiqp,DX_UN_0,2,0,0,-1.309471709736756,0,DX
TLtiiqp,PX_PX_0,2,0.3333333333333333,0.711903124661383,0.595493467889856,-0.37856979132804963,PX
TLtiiqp,PX_UN_0,2,0.5,0.194819821560601,-0.7881578355198099,0.30518017843939904,PX
TLtiiqp,NX_DX_0,2,0.4895833333333333,0.537229500440838,0.1280883392099588,-0.04764616710750463,NX
h6xvUes,DX_PX_0,2,1,0.999999999999999,1.3664052623339984,9.992007221626409e-16,DX
h6xvUes,PX_UN_0,2,0,0.194819821560601,-0.7881578355198099,-0.194819821560601,PX
h6xvUes,DX_NX_0,2,0,0,-1.309471709736756,0,DX
h6xvUes,DX_DX_0,2,0,0,-1.309471709736756,0,DX
h6xvUes,UN_PX_0,2,0.5,0.516284172837064,0.07204121940254202,-0.01628417283706396,UN
h6xvUes,PX_PX_0,2,0.4831460674157303,0.711903124661383,0.595493467889856,-0.22875705724565265,PX
h6xvUes,UN_UN_0,2,0.4787234042553192,0.466000000000012,-0.06251304075175114,0.012723404255307158,UN
h6xvUes,NX_NX_0,2,0.47191011235955055,0.518540104326212,0.07807781452492256,-0.046629991966661455,NX
h6xvUes,NX_PX_0,2,0.5057471264367817,0.488256158380239,-0.0029582990553421503,0.017490968056542655,NX
h6xvUes,PX_NX_0,2,0.5113636363636364,0.166717367323703,-0.8633565456709976,0.34464626903993334,PX
h6xvUes,PX_DX_0,2,0,0,-1.309471709736756,0,PX
h6xvUes,NX_DX_0,2,0.4893617021276596,0.537229500440838,0.1280883392099588,-0.047867798313178334,NX
h6xvUes,UN_DX_0,2,0.5274725274725275,0.540160725488944,0.1359319368161428,-0.012688198016416519,UN
h6xvUes,NX_UN_0,2,0.5056179775280899,0.529673590504452,0.1078696538081429,-0.02405561297636205,NX
h6xvUes,DX_UN_0,2,0,0,-1.309471709736756,0,DX
h6xvUes,UN_NX_0,2,0.4831460674157303,0.529804530966079,0.10822003437412316,-0.04665846355034875,UN
Yycineu,PX_NX_0,2,0.5,0.166717367323703,-0.8633565456709976,0.333282632676297,PX
Yycineu,NX_PX_0,2,0.49504950495049505,0.488256158380239,-0.0029582990553421503,0.0067933465702560425,NX
Yycineu,UN_NX_0,2,0.49473684210526314,0.529804530966079,0.10822003437412316,-0.035067688860815904,UN
Yycineu,UN_UN_0,2,0.5050505050505051,0.466000000000012,-0.06251304075175114,0.03905050505049307,UN
Yycineu,PX_PX_0,2,1,0.711903124661383,0.595493467889856,0.28809687533861705,PX
Yycineu,UN_PX_0,2,0.494949494949495,0.516284172837064,0.07204121940254202,-0.021334677887568987,UN
Yycineu,PX_UN_0,2,0.5,0.194819821560601,-0.7881578355198099,0.30518017843939904,PX
Yycineu,PX_DX_0,2,0,0,-1.309471709736756,0,PX
Yycineu,DX_DX_0,2,0,0,-1.309471709736756,0,DX
Yycineu,NX_NX_0,2,0,0.518540104326212,0.07807781452492256,-0.518540104326212,NX
Yycineu,DX_UN_0,2,0,0,-1.309471709736756,0,DX
Yycineu,DX_NX_0,2,0,0,-1.309471709736756,0,DX
Yycineu,NX_UN_0,2,0.5,0.529673590504452,0.1078696538081429,-0.029673590504451952,NX
Yycineu,UN_DX_0,2,0,0.540160725488944,0.1359319368161428,-0.540160725488944,UN
Yycineu,DX_PX_0,2,1,0.999999999999999,1.3664052623339984,9.992007221626409e-16,DX
Yycineu,NX_DX_0,2,0.5,0.537229500440838,0.1280883392099588,-0.03722950044083795,NX
ImtocWB,PX_PX_0,2,0.4797297297297297,0.711903124661383,0.595493467889856,-0.23217339493165323,PX
ImtocWB,NX_UN_0,2,0.4766355140186916,0.529673590504452,0.1078696538081429,-0.053038076485760366,NX
ImtocWB,UN_PX_0,2,0.49473684210526314,0.516284172837064,0.07204121940254202,-0.021547330731800818,UN
ImtocWB,PX_NX_0,2,0.4857142857142857,0.166717367323703,-0.8633565456709976,0.31899691839058275,PX
ImtocWB,UN_DX_0,2,0.4943820224719101,0.540160725488944,0.1359319368161428,-0.045778703017033906,UN
ImtocWB,PX_DX_0,2,0.030303030303030304,0,-1.309471709736756,0.030303030303030304,PX
ImtocWB,DX_PX_0,2,0.9791666666666666,0.999999999999999,1.3664052623339984,-0.02083333333333237,DX
ImtocWB,DX_DX_0,2,0.95,0,-1.309471709736756,0.95,DX
ImtocWB,NX_PX_0,2,0.49473684210526314,0.488256158380239,-0.0029582990553421503,0.006480683725024139,NX
ImtocWB,NX_NX_0,2,0.94,0.518540104326212,0.07807781452492256,0.42145989567378794,NX
ImtocWB,DX_NX_0,2,0.038461538461538464,0,-1.309471709736756,0.038461538461538464,DX
ImtocWB,UN_NX_0,2,0.5714285714285715,0.529804530966079,0.10822003437412316,0.04162404046249246,UN
ImtocWB,NX_DX_0,2,0.4945054945054945,0.537229500440838,0.1280883392099588,-0.04272400593534342,NX
ImtocWB,DX_UN_0,2,0.030303030303030304,0,-1.309471709736756,0.030303030303030304,DX
ImtocWB,PX_UN_0,2,0.02040816326530612,0.194819821560601,-0.7881578355198099,-0.17441165829529487,PX
ImtocWB,UN_UN_0,2,0.49411764705882355,0.466000000000012,-0.06251304075175114,0.028117647058811535,UN
EcnlM4j,DX_UN_0,2,0.3925233644859813,0,-1.309471709736756,0.3925233644859813,DX
EcnlM4j,PX_PX_0,2,0.3870967741935484,0.711903124661383,0.595493467889856,-0.32480635046783457,PX
EcnlM4j,UN_PX_0,2,0.5398230088495576,0.516284172837064,0.07204121940254202,0.023538836012493625,UN
EcnlM4j,DX_PX_0,2,0.51,0.999999999999999,1.3664052623339984,-0.489999999999999,DX
EcnlM4j,PX_UN_0,2,0.3708609271523179,0.194819821560601,-0.7881578355198099,0.1760411055917169,PX
EcnlM4j,NX_UN_0,2,0.3819444444444445,0.529673590504452,0.1078696538081429,-0.14772914606000748,NX
EcnlM4j,PX_NX_0,2,0.3448275862068965,0.166717367323703,-0.8633565456709976,0.17811021888319353,PX
EcnlM4j,NX_NX_0,2,0.37323943661971837,0.518540104326212,0.07807781452492256,-0.14530066770649364,NX
EcnlM4j,UN_UN_0,2,0.5,0.466000000000012,-0.06251304075175114,0.033999999999987984,UN
EcnlM4j,UN_NX_0,2,0.45544554455445546,0.529804530966079,0.10822003437412316,-0.07435898641162358,UN
EcnlM4j,NX_PX_0,2,0.2967741935483871,0.488256158380239,-0.0029582990553421503,-0.19148196483185193,NX
EcnlM4j,DX_DX_0,2,0.5840707964601771,0,-1.309471709736756,0.5840707964601771,DX
EcnlM4j,UN_DX_0,2,0.5714285714285715,0.540160725488944,0.1359319368161428,0.0312678459396275,UN
EcnlM4j,DX_NX_0,2,0.5315315315315315,0,-1.309471709736756,0.5315315315315315,DX
EcnlM4j,NX_DX_0,2,0.33766233766233766,0.537229500440838,0.1280883392099588,-0.19956716277850028,NX
EcnlM4j,PX_DX_0,2,0.2974683544303797,0,-1.309471709736756,0.2974683544303797,PX
PvCXr0c,NX_PX_0,2,0.3951612903225806,0.488256158380239,-0.0029582990553421503,-0.09309486805765838,NX
PvCXr0c,UN_UN_0,2,0.5,0.466000000000012,-0.06251304075175114,0.033999999999987984,UN
PvCXr0c,UN_PX_0,2,0.5,0.516284172837064,0.07204121940254202,-0.01628417283706396,UN
PvCXr0c,UN_DX_0,2,0.5,0.540160725488944,0.1359319368161428,-0.040160725488944005,UN
PvCXr0c,DX_NX_0,2,0.24271844660194175,0,-1.309471709736756,0.24271844660194175,DX
PvCXr0c,NX_NX_0,2,0.3333333333333333,0.518540104326212,0.07807781452492256,-0.1852067709928787,NX
PvCXr0c,PX_PX_0,2,0.44859813084112143,0.711903124661383,0.595493467889856,-0.2633049938202615,PX
PvCXr0c,DX_UN_0,2,0,0,-1.309471709736756,0,DX
PvCXr0c,PX_UN_0,2,0.358974358974359,0.194819821560601,-0.7881578355198099,0.164154537413758,PX
PvCXr0c,UN_NX_0,2,0.5053763440860215,0.529804530966079,0.10822003437412316,-0.024428186880057545,UN
PvCXr0c,DX_DX_0,2,0.05319148936170213,0,-1.309471709736756,0.05319148936170213,DX
PvCXr0c,PX_NX_0,2,0.5,0.166717367323703,-0.8633565456709976,0.333282632676297,PX
PvCXr0c,NX_UN_0,2,0.5,0.529673590504452,0.1078696538081429,-0.029673590504451952,NX
PvCXr0c,PX_DX_0,2,0,0,-1.309471709736756,0,PX
PvCXr0c,DX_PX_0,2,0.7346938775510204,0.999999999999999,1.3664052623339984,-0.26530612244897855,DX
PvCXr0c,NX_DX_0,2,0.5053763440860215,0.537229500440838,0.1280883392099588,-0.03185315635481645,NX
RR7iyQa,DX_UN_0,2,0.18627450980392157,0,-1.309471709736756,0.18627450980392157,DX
RR7iyQa,PX_NX_0,2,0.4766355140186916,0.166717367323703,-0.8633565456709976,0.30991814669498863,PX
RR7iyQa,NX_DX_0,2,0.32413793103448274,0.537229500440838,0.1280883392099588,-0.2130915694063552,NX
RR7iyQa,DX_NX_0,2,0.4857142857142857,0,-1.309471709736756,0.4857142857142857,DX
RR7iyQa,NX_UN_0,2,0.3492063492063492,0.529673590504452,0.1078696538081429,-0.18046724129810277,NX
RR7iyQa,DX_DX_0,2,0.7765957446808511,0,-1.309471709736756,0.7765957446808511,DX
RR7iyQa,NX_PX_0,2,0.053691275167785234,0.488256158380239,-0.0029582990553421503,-0.4345648832124538,NX
RR7iyQa,PX_DX_0,2,0.009345794392523364,0,-1.309471709736756,0.009345794392523364,PX
RR7iyQa,UN_NX_0,2,0.06578947368421052,0.529804530966079,0.10822003437412316,-0.46401505728186854,UN
RR7iyQa,DX_PX_0,2,0.38759689922480617,0.999999999999999,1.3664052623339984,-0.6124031007751929,DX
RR7iyQa,UN_DX_0,2,0.5,0.540160725488944,0.1359319368161428,-0.040160725488944005,UN
RR7iyQa,UN_PX_0,2,0.5154639175257733,0.516284172837064,0.07204121940254202,-8.202553112907074e-4,UN
RR7iyQa,UN_UN_0,2,0.49504950495049505,0.466000000000012,-0.06251304075175114,0.02904950495048303,UN
RR7iyQa,PX_UN_0,2,0.4698795180722891,0.194819821560601,-0.7881578355198099,0.27505969651168816,PX
RR7iyQa,PX_PX_0,2,0.11403508771929824,0.711903124661383,0.595493467889856,-0.5978680369420847,PX
RR7iyQa,NX_NX_0,2,0.33571428571428574,0.518540104326212,0.07807781452492256,-0.18282581861192626,NX
egrt6oq,UN_NX_0,2,0.4895833333333333,0.529804530966079,0.10822003437412316,-0.04022119763274573,UN
egrt6oq,PX_UN_0,2,0.28571428571428575,0.194819821560601,-0.7881578355198099,0.09089446415368477,PX
egrt6oq,NX_UN_0,2,0.48039215686274506,0.529673590504452,0.1078696538081429,-0.049281433641706895,NX
egrt6oq,NX_NX_0,2,0.2589928057553956,0.518540104326212,0.07807781452492256,-0.2595472985708164,NX
egrt6oq,UN_UN_0,2,0.5157894736842106,0.466000000000012,-0.06251304075175114,0.04978947368419856,UN
egrt6oq,PX_PX_0,2,0.4895833333333333,0.711903124661383,0.595493467889856,-0.22231979132804963,PX
egrt6oq,NX_PX_0,2,0.504950495049505,0.488256158380239,-0.0029582990553421503,0.016694336669265952,NX
egrt6oq,DX_UN_0,2,0.01,0,-1.309471709736756,0.01,DX
egrt6oq,PX_DX_0,2,0.019417475728155338,0,-1.309471709736756,0.019417475728155338,PX
egrt6oq,UN_DX_0,2,0.5098039215686274,0.540160725488944,0.1359319368161428,-0.03035680392031659,UN
egrt6oq,DX_DX_0,2,0.5,0,-1.309471709736756,0.5,DX
egrt6oq,DX_NX_0,2,0.18888888888888888,0,-1.309471709736756,0.18888888888888888,DX
egrt6oq,PX_NX_0,2,0.6,0.166717367323703,-0.8633565456709976,0.43328263267629696,PX
egrt6oq,UN_PX_0,2,0.4835164835164836,0.516284172837064,0.07204121940254202,-0.032767689320580384,UN
egrt6oq,NX_DX_0,2,0.4891304347826087,0.537229500440838,0.1280883392099588,-0.048099065658229245,NX
egrt6oq,DX_PX_0,2,0.98,0.999999999999999,1.3664052623339984,-0.01999999999999902,DX
qaMYEVr,UN_UN_0,2,0.49038461538461536,0.466000000000012,-0.06251304075175114,0.024384615384603348,UN
qaMYEVr,PX_NX_0,2,0.4094488188976378,0.166717367323703,-0.8633565456709976,0.2427314515739348,PX
qaMYEVr,DX_PX_0,2,0.7032967032967032,0.999999999999999,1.3664052623339984,-0.29670329670329576,DX
qaMYEVr,UN_DX_0,2,0.5,0.540160725488944,0.1359319368161428,-0.040160725488944005,UN
qaMYEVr,UN_PX_0,2,0.5,0.516284172837064,0.07204121940254202,-0.01628417283706396,UN
qaMYEVr,PX_DX_0,2,0.10679611650485436,0,-1.309471709736756,0.10679611650485436,PX
qaMYEVr,PX_PX_0,2,0.3401360544217687,0.711903124661383,0.595493467889856,-0.37176707023961425,PX
qaMYEVr,PX_UN_0,2,0.49612403100775193,0.194819821560601,-0.7881578355198099,0.301304209447151,PX
qaMYEVr,NX_PX_0,2,0.3356643356643357,0.488256158380239,-0.0029582990553421503,-0.15259182271590332,NX
qaMYEVr,NX_NX_0,2,0.3355263157894737,0.518540104326212,0.07807781452492256,-0.18301378853673833,NX
qaMYEVr,DX_NX_0,2,0.5,0,-1.309471709736756,0.5,DX
qaMYEVr,NX_DX_0,2,0.4220183486238532,0.537229500440838,0.1280883392099588,-0.11521115181698477,NX
qaMYEVr,DX_DX_0,2,0.3673469387755102,0,-1.309471709736756,0.3673469387755102,DX
qaMYEVr,DX_UN_0,2,0.18556701030927836,0,-1.309471709736756,0.18556701030927836,DX
qaMYEVr,UN_NX_0,2,0.5,0.529804530966079,0.10822003437412316,-0.029804530966079046,UN
qaMYEVr,NX_UN_0,2,0.4842105263157895,0.529673590504452,0.1078696538081429,-0.04546306418866247,NX
43oNf5C,PX_UN_0,2,0.2857142857142857,0.194819821560601,-0.7881578355198099,0.09089446415368471,PX
43oNf5C,NX_PX_0,2,0.3212121212121212,0.488256158380239,-0.0029582990553421503,-0.16704403716811778,NX
43oNf5C,NX_NX_0,2,0.3291139240506329,0.518540104326212,0.07807781452492256,-0.18942618027557911,NX
43oNf5C,DX_DX_0,2,0.6260162601626017,0,-1.309471709736756,0.6260162601626017,DX
43oNf5C,UN_UN_0,2,0.49324324324324326,0.466000000000012,-0.06251304075175114,0.02724324324323124,UN
43oNf5C,UN_DX_0,2,0.5983606557377049,0.540160725488944,0.1359319368161428,0.05819993024876091,UN
43oNf5C,NX_UN_0,2,0.3764044943820225,0.529673590504452,0.1078696538081429,-0.15326909612242945,NX
43oNf5C,DX_PX_0,2,0.34108527131782945,0.999999999999999,1.3664052623339984,-0.6589147286821695,DX
43oNf5C,UN_NX_0,2,0.49523809523809526,0.529804530966079,0.10822003437412316,-0.03456643572798379,UN
43oNf5C,DX_NX_0,2,0.504424778761062,0,-1.309471709736756,0.504424778761062,DX
43oNf5C,PX_DX_0,2,0.13793103448275865,0,-1.309471709736756,0.13793103448275865,PX
43oNf5C,NX_DX_0,2,0.25,0.537229500440838,0.1280883392099588,-0.28722950044083795,NX
43oNf5C,PX_NX_0,2,0.3350253807106599,0.166717367323703,-0.8633565456709976,0.16830801338695692,PX
43oNf5C,UN_PX_0,2,0.3524590163934426,0.516284172837064,0.07204121940254202,-0.16382515644362133,UN
43oNf5C,DX_UN_0,2,0.32061068702290074,0,-1.309471709736756,0.32061068702290074,DX
43oNf5C,PX_PX_0,2,0.24434389140271495,0.711903124661383,0.595493467889856,-0.467559233258668,PX
tKGq2Zf,DX_DX_0,2,0.9662921348314606,0,-1.309471709736756,0.9662921348314606,DX
tKGq2Zf,UN_NX_0,2,0.5,0.529804530966079,0.10822003437412316,-0.029804530966079046,UN
tKGq2Zf,PX_DX_0,2,0.01,0,-1.309471709736756,0.01,PX
tKGq2Zf,PX_UN_0,2,0.4464285714285714,0.194819821560601,-0.7881578355198099,0.25160874986797044,PX
tKGq2Zf,DX_PX_0,2,0.5050505050505051,0.999999999999999,1.3664052623339984,-0.4949494949494939,DX
tKGq2Zf,NX_PX_0,2,0.14705882352941177,0.488256158380239,-0.0029582990553421503,-0.34119733485082726,NX
tKGq2Zf,DX_NX_0,2,0.9693877551020408,0,-1.309471709736756,0.9693877551020408,DX
tKGq2Zf,UN_DX_0,2,0.38345864661654133,0.540160725488944,0.1359319368161428,-0.15670207887240267,UN
tKGq2Zf,UN_UN_0,2,0.51,0.466000000000012,-0.06251304075175114,0.04399999999998799,UN
tKGq2Zf,DX_UN_0,2,0.28148148148148144,0,-1.309471709736756,0.28148148148148144,DX
tKGq2Zf,NX_DX_0,2,0.23076923076923078,0.537229500440838,0.1280883392099588,-0.30646026967160717,NX
tKGq2Zf,NX_UN_0,2,0.34,0.529673590504452,0.1078696538081429,-0.18967359050445193,NX
tKGq2Zf,NX_NX_0,2,0.385,0.518540104326212,0.07807781452492256,-0.133540104326212,NX
tKGq2Zf,PX_PX_0,2,0,0.711903124661383,0.595493467889856,-0.711903124661383,PX
tKGq2Zf,UN_PX_0,2,0.6099290780141843,0.516284172837064,0.07204121940254202,0.09364490517712032,UN
tKGq2Zf,PX_NX_0,2,0.3221476510067114,0.166717367323703,-0.8633565456709976,0.1554302836830084,PX
PyL19Th,DX_UN_0,2,0.03,0,-1.309471709736756,0.03,DX
PyL19Th,PX_NX_0,2,0.4881889763779527,0.166717367323703,-0.8633565456709976,0.32147160905424976,PX
PyL19Th,UN_NX_0,2,0,0.529804530966079,0.10822003437412316,-0.529804530966079,UN
PyL19Th,UN_DX_0,2,0.5,0.540160725488944,0.1359319368161428,-0.040160725488944005,UN
PyL19Th,DX_PX_0,2,1,0.999999999999999,1.3664052623339984,9.992007221626409e-16,DX
PyL19Th,UN_UN_0,2,0.5045045045045045,0.466000000000012,-0.06251304075175114,0.03850450450449244,UN
PyL19Th,NX_NX_0,2,0.504950495049505,0.518540104326212,0.07807781452492256,-0.013589609276707049,NX
PyL19Th,PX_DX_0,2,0.020833333333333336,0,-1.309471709736756,0.020833333333333336,PX
PyL19Th,NX_PX_0,2,0.4786324786324786,0.488256158380239,-0.0029582990553421503,-0.009623679747760405,NX
PyL19Th,NX_DX_0,2,0.4536082474226804,0.537229500440838,0.1280883392099588,-0.08362125301815754,NX
PyL19Th,PX_UN_0,2,0.45370370370370366,0.194819821560601,-0.7881578355198099,0.25888388214310265,PX
PyL19Th,PX_PX_0,2,0.3706896551724138,0.711903124661383,0.595493467889856,-0.34121346948896913,PX
PyL19Th,DX_DX_0,2,0.029126213592233007,0,-1.309471709736756,0.029126213592233007,DX
PyL19Th,DX_NX_0,2,0.16129032258064516,0,-1.309471709736756,0.16129032258064516,DX
PyL19Th,UN_PX_0,2,0.4791666666666667,0.516284172837064,0.07204121940254202,-0.037117506170397274,UN
PyL19Th,NX_UN_0,2,0.5545454545454545,0.529673590504452,0.1078696538081429,0.0248718640410025,NX
WgasfMm,NX_PX_0,2,0.41818181818181815,0.488256158380239,-0.0029582990553421503,-0.07007434019842085,NX
WgasfMm,UN_UN_0,2,0.4948453608247423,0.466000000000012,-0.06251304075175114,0.02884536082473027,UN
