MapHeight,MapWidth,Scene,Probability,Obs0,Obs1,Obs2,Obs3,Obs4,Obs5,Obs6,Obs7,Obs8,Obs9,Obs10,Obs11,Obs12,Obs13,Obs14,Obs15
11,11,51,0.00035852610423515254,105,95,85,73,61,51,41,30,40,51,61,72,82,94,105,116
11,11,51,0.0007423005256699637,105,95,85,74,63,51,40,30,40,50,62,72,83,93,105,116
11,11,51,0.0003484267773552892,105,94,84,74,63,51,40,30,40,50,61,71,83,94,105,116
11,11,51,0.00038377442143481123,105,95,84,73,63,51,41,30,40,50,61,72,83,95,105,116
11,11,51,0.000737250862230032,105,95,85,74,63,51,41,30,40,50,61,73,84,94,105,116
11,11,51,0.0009493367267071646,105,94,83,72,61,51,41,30,40,50,61,72,83,94,105,116
11,11,51,0.0003635757676750843,105,94,84,74,63,51,41,30,40,50,61,71,83,93,105,116
11,11,51,0.0003736750945549477,105,95,85,74,63,51,41,30,41,52,62,72,84,94,105,116
11,11,51,0.00037872475799487947,105,94,84,74,63,51,41,30,40,50,60,72,83,95,105,116
11,11,51,0.002731867921003064,105,95,85,73,63,51,41,30,40,50,60,72,83,94,105,116
11,11,51,0.0019491700878136466,105,95,85,74,63,51,41,30,40,51,61,72,82,94,105,116
11,11,51,0.0003484267773552892,105,95,85,74,63,51,40,30,40,51,61,72,84,94,105,116
11,11,51,0.0018027298480556263,105,94,84,74,63,51,41,30,40,50,60,72,83,94,105,116
11,11,51,0.0006766549009508512,105,95,85,73,62,51,41,30,40,50,61,72,84,94,105,116
11,11,51,0.0003534764407952209,105,95,85,74,63,51,41,30,41,51,61,72,84,95,105,116
11,11,51,0.000737250862230032,105,94,84,74,62,51,41,30,40,51,61,72,83,94,105,116
11,11,51,0.004307362914261763,105,95,85,74,63,51,41,30,41,51,61,72,84,94,105,116
11,11,51,0.0003484267773552892,105,95,84,73,62,51,41,30,40,50,61,72,84,94,105,116
11,11,51,0.0008382441310286667,105,95,85,74,62,51,41,30,41,51,62,72,83,94,105,116
11,11,51,0.00032822812359556224,105,95,83,73,63,51,41,30,40,50,61,71,83,94,105,116
11,11,51,0.030590861119106413,105,94,84,74,63,51,41,30,40,50,61,72,83,94,105,116
11,11,51,0.0028076128726020402,105,95,85,74,63,51,41,30,40,51,61,72,83,95,105,116
11,11,51,0.0007423005256699638,105,95,85,73,61,51,41,30,40,50,61,72,83,94,105,116
11,11,51,0.0011917205718238876,105,95,83,73,63,51,41,30,40,51,61,72,83,94,105,116
11,11,51,0.00034337711391535747,105,95,85,74,62,51,41,30,40,50,62,72,83,95,105,116
11,11,51,0.0014341044169406106,105,95,85,74,63,51,41,30,40,50,60,72,82,94,105,116
11,11,51,0.00037872475799487947,105,95,85,73,63,51,41,30,40,50,60,72,83,93,105,116
11,11,51,0.001883524463094534,105,94,84,74,63,51,41,30,40,50,61,72,83,95,105,116
11,11,51,0.025728035226452155,105,95,85,74,63,51,41,30,40,51,61,72,83,94,105,116
11,11,51,0.00042417172895426505,105,95,85,73,62,51,41,30,40,50,61,72,83,95,105,116
11,11,51,0.00038882408487474294,105,94,84,74,62,51,41,30,40,50,60,72,83,93,105,116
11,11,51,0.00034337711391535747,105,94,82,72,61,51,41,30,40,51,61,72,83,94,105,116
11,11,51,0.0038175455605883855,105,95,84,74,62,51,41,30,40,50,61,72,83,94,105,116
11,11,51,0.0014543030707003372,105,95,85,74,63,51,40,30,40,50,61,72,83,95,105,116
11,11,51,0.0003484267773552892,105,95,85,73,61,51,40,30,40,50,61,72,83,94,105,116
11,11,51,0.00041407240207440163,105,94,84,74,63,51,41,30,41,51,62,72,83,94,105,116
11,11,51,0.002964152439239924,105,95,85,74,63,51,41,30,40,50,61,71,82,94,105,116
11,11,51,0.00027773148919624496,105,95,84,74,62,51,41,30,40,50,61,72,84,94,105,116
11,11,51,0.0008028964869491446,105,95,83,73,63,51,41,30,40,50,61,73,83,94,105,116
11,11,51,0.00350951609075255,105,95,85,74,63,51,41,30,40,50,62,72,84,94,105,116
11,11,51,0.00034337711391535747,105,95,85,74,63,51,40,30,40,50,61,73,83,93,105,116
11,11,51,0.0010149823514262772,105,95,85,74,63,51,41,30,40,50,60,72,83,95,105,116
11,11,51,0.019123075447021447,105,95,85,74,63,51,40,30,40,50,61,72,83,94,105,116
11,11,51,0.0029086061414006744,105,95,85,74,62,51,41,30,40,50,61,73,83,94,105,116
11,11,51,0.0024591860952467505,105,95,85,74,62,51,40,30,40,50,61,72,83,94,105,116
11,11,51,0.00037872475799487947,105,95,84,74,63,51,41,30,41,51,62,74,84,94,105,116
11,11,51,0.00041407240207440163,105,95,84,72,61,51,41,30,40,50,61,71,83,93,105,116
11,11,51,0.00041912206551433334,105,95,85,73,63,51,41,30,40,50,61,73,84,94,105,116
11,11,51,0.02263764120121394,105,95,85,74,63,51,41,30,40,50,60,72,83,94,105,116
11,11,51,0.0004090227386344699,105,95,85,74,62,51,40,30,40,50,62,72,83,94,105,116
11,11,51,0.03514565754192482,105,95,85,74,63,51,41,30,41,51,61,72,83,94,105,116
11,11,51,0.0003484267773552892,105,95,85,74,63,51,40,30,40,50,61,71,82,93,105,116
11,11,51,0.0003534764407952209,105,95,85,74,62,51,40,30,41,51,62,72,83,94,105,116
11,11,51,0.00032822812359556224,105,95,85,74,62,51,41,30,41,51,61,73,83,93,105,116
11,11,51,0.0003080294698358353,105,95,84,74,63,51,41,30,40,51,61,73,83,95,105,116
11,11,51,0.0027823645554023815,105,95,85,74,63,51,41,30,41,51,61,72,83,95,105,116
11,11,51,0.00042417172895426505,105,94,83,72,61,51,41,30,40,50,61,71,83,94,105,116
11,11,51,0.00027268182575631325,105,95,85,73,61,51,41,30,41,51,62,72,83,94,105,116
11,11,51,0.00038377442143481123,105,94,84,74,62,51,41,30,40,50,61,72,84,94,105,116
11,11,51,0.0003484267773552892,105,95,84,73,61,51,41,30,40,50,61,72,83,94,105,116
11,11,51,0.0007322011987901003,105,95,85,74,62,51,41,30,40,50,60,72,83,94,105,116
11,11,51,0.0017673822039761043,105,95,85,73,63,51,41,30,40,50,61,72,82,94,105,116
11,11,51,0.0003484267773552892,105,95,83,73,61,51,40,30,40,50,61,72,83,94,105,116
11,11,51,0.00027268182575631325,105,95,85,73,63,51,41,30,40,51,61,72,83,95,105,116
11,11,51,0.00038882408487474294,105,95,85,73,61,51,41,30,40,51,61,72,83,94,105,116
11,11,51,0.003090394025238217,105,95,85,74,63,51,41,30,41,51,61,73,83,94,105,116
11,11,51,0.00042417172895426505,105,95,85,74,63,51,41,30,40,50,62,74,84,94,105,116
11,11,51,0.00037872475799487947,105,95,85,73,61,51,41,30,40,50,61,72,82,94,105,116
11,11,51,0.0006867542278307149,105,95,85,74,63,51,41,30,40,51,61,73,84,94,105,116
11,11,51,0.0006766549009508514,105,95,85,74,63,51,40,30,41,51,61,71,83,94,105,116
11,11,51,0.003615559022991117,105,95,85,74,63,51,41,30,40,52,62,72,83,94,105,116
11,11,51,0.0003080294698358353,105,95,83,73,63,51,41,30,40,50,62,72,83,94,105,116
11,11,51,0.0003938737483146747,105,95,85,74,63,51,41,30,40,50,62,72,82,93,105,116
11,11,51,0.002348093499568253,105,95,85,74,63,51,41,30,40,50,62,72,83,95,105,116
11,11,51,0.0024995834027662046,105,94,84,74,62,51,41,30,40,50,61,72,83,94,105,116
11,11,51,0.000368625431115016,105,95,84,72,61,51,41,30,40,51,61,72,83,94,105,116
11,11,51,0.03079284765670367,105,95,85,74,63,51,41,30,40,50,62,72,83,94,105,116
11,11,51,0.0006514065837511928,105,95,85,74,63,51,41,30,41,51,62,72,82,94,105,116
11,11,51,0.0010907273030252528,105,95,84,74,63,51,41,30,40,51,61,72,83,93,105,116
11,11,51,0.0011008266299051164,105,95,85,74,62,51,41,30,40,50,62,72,83,94,105,116
11,11,51,0.00037872475799487947,105,95,85,74,63,51,41,30,41,51,62,72,84,94,105,116
11,11,51,0.00042417172895426505,105,95,84,73,62,51,40,30,40,50,61,72,82,94,105,116
11,11,51,0.0007725985063095542,105,95,85,74,63,51,40,30,40,52,62,72,83,94,105,116
11,11,51,0.00035852610423515254,105,95,85,73,61,51,41,30,40,50,61,72,82,93,105,116
11,11,51,0.0027116692672433367,105,94,84,73,63,51,41,30,40,50,61,72,83,94,105,116
11,11,51,0.00030297980639590354,105,95,85,74,63,51,41,30,40,51,61,72,82,93,105,116
11,11,51,0.0017219352330167185,105,95,85,74,63,51,41,30,40,50,62,72,83,93,105,116
11,11,51,0.0015249983588593815,105,95,85,74,63,51,40,30,40,50,60,72,83,94,105,116
11,11,51,0.00032822812359556224,105,94,84,74,62,51,41,30,40,51,61,73,84,94,105,116
11,11,51,0.00027268182575631325,105,95,85,74,62,51,41,30,40,51,62,72,83,94,105,116
11,11,51,0.00029288047951604013,105,95,83,73,63,51,41,30,40,50,61,72,83,93,105,116
11,11,51,0.0003383274504754257,105,95,85,73,62,51,40,30,40,50,61,72,83,94,105,116
11,11,51,0.0003484267773552892,105,95,85,74,62,51,41,30,40,50,61,71,83,95,105,116
11,11,51,0.00035852610423515254,105,94,84,74,62,51,41,30,40,50,61,71,82,94,105,116
11,11,51,0.001146273600864502,105,95,83,72,61,51,41,30,40,50,61,72,83,94,105,116
11,11,51,0.0007877474966293494,105,95,85,74,63,51,41,30,40,51,61,71,82,94,105,116
11,11,51,0.00032822812359556224,105,94,84,74,63,51,41,30,41,51,62,72,82,93,105,116
11,11,51,0.00032317846015563053,105,94,82,72,62,51,41,30,40,50,61,73,84,94,105,116
11,11,51,0.00037872475799487947,105,95,84,74,63,51,41,30,41,51,61,73,83,93,105,116
