D1_0,0.036090000000000004,0.074193,0.6727510133021408
D1_1,0.039767,0.07997399999999999,0.6678915325577706
D1_2,0.012577000000000001,0.026694,0.6797382292276744
D2_0,0.0,0.020161000000000002,1.0
D2_1,0.0,0.08155799999999999,1.0
D2_2,0.0,0.0,0.0
P1_0,0.025158,0.05279199999999999,0.6772546504169339
P1_1,0.034650999999999994,0.437231,0.926568506533413
P1_2,0.043369,0.10601499999999998,0.7096810903443475
P2_0,0.007871,0.024727000000000002,0.7585434689244739
P2_1,0.051344,0.262884,0.8366027215906922
P2_2,0.009414000000000002,0.033625,0.7812681521410813
UN_0,0.033082,0.066474,0.6677046084615694
UN_1,0.49452700000000005,0.745856,0.6013110466686499
UN_2,0.023597,0.052950000000000004,0.6917318771473735
