MapHeight,MapWidth,Scene,Probability,Obs0,Obs1,Obs2,Obs3,Obs4,Obs5,Obs6,Obs7,Obs8,Obs9,Obs10,Obs11,Obs12,Obs13,Obs14
11,11,51,0.0010149823514262772,5,5,2,2,4,5,2,6,6,6,7,3,7,6,3
11,11,51,0.00037872475799487947,5,2,5,4,2,5,2,6,6,6,7,3,3,3,3
11,11,51,0.0003534764407952209,5,5,2,4,2,2,5,3,6,3,6,3,3,3,3
11,11,51,0.000368625431115016,5,5,4,5,4,5,2,6,6,3,3,7,3,6,3
11,11,51,0.00037872475799487947,5,2,5,2,4,5,2,3,6,3,7,6,6,3,3
11,11,51,0.00041912206551433334,5,5,4,5,4,5,2,6,6,3,7,3,6,3,3
11,11,51,0.0003484267773552892,5,5,2,4,2,5,2,6,6,3,6,7,7,6,3
11,11,51,0.0003635757676750843,2,5,2,5,4,5,2,6,3,3,6,3,3,3,3
11,11,51,0.0003938737483146747,5,2,5,4,2,5,2,6,6,3,6,7,3,3,3
11,11,51,0.0003383274504754257,5,2,2,5,4,5,2,6,6,7,3,6,3,3,3
11,11,51,0.002418788787727297,2,5,5,2,4,5,2,6,6,3,3,3,6,7,3
11,11,51,0.00042417172895426505,5,5,2,2,4,5,2,6,6,6,3,7,7,6,3
11,11,51,0.0019188721071740566,5,5,2,2,4,5,2,6,6,3,3,6,3,7,3
11,11,51,0.00042417172895426505,5,5,2,4,2,5,2,3,6,6,7,6,7,6,3
11,11,51,0.001474501724460064,5,5,2,2,4,2,5,6,6,3,3,6,7,3,3
11,11,51,0.0003938737483146747,2,5,5,2,4,5,2,6,6,6,7,7,6,3,3
11,11,51,0.0017926305211757626,5,5,4,5,4,5,2,6,6,3,3,3,7,6,3
11,11,51,0.0021006599910115983,5,5,4,5,4,5,2,6,6,3,3,7,6,3,3
11,11,51,0.0027823645554023815,5,5,2,2,4,5,2,3,6,6,3,3,7,6,3
11,11,51,0.03079284765670367,5,5,2,2,4,5,2,6,6,7,6,3,3,3,3
11,11,51,0.0003736750945549477,2,5,5,2,4,5,2,3,6,6,3,7,6,3,3
11,11,51,0.00037872475799487947,5,5,2,2,4,5,2,6,7,6,6,3,6,7,3
11,11,51,0.0021612559522907787,5,2,5,2,4,2,5,6,6,3,3,3,3,3,3
11,11,51,0.0015704453298187669,5,5,2,2,4,5,2,6,6,6,3,7,3,3,3
11,11,51,0.0028076128726020402,5,5,2,2,4,5,2,6,3,6,3,3,7,6,3
11,11,51,0.00032822812359556224,5,5,4,5,4,5,2,6,3,6,3,3,6,7,3
11,11,51,0.00391853882938702,5,5,4,5,4,5,2,6,6,3,7,6,3,3,3
11,11,51,0.0003736750945549477,5,4,5,4,5,5,2,6,6,3,3,3,3,3,3
11,11,51,0.00042417172895426505,2,2,2,2,5,5,2,6,6,3,6,7,3,3,3
11,11,51,0.00041407240207440163,2,2,2,5,2,5,2,6,6,3,3,7,6,3,3
11,11,51,0.021602460196027923,5,5,2,2,4,5,2,6,6,3,3,6,7,3,3
11,11,51,0.00042417172895426505,2,4,5,5,2,5,2,6,6,7,6,3,3,3,3
11,11,51,0.0007019032181505101,5,5,4,5,4,5,2,3,6,6,3,7,6,3,3
11,11,51,0.0003736750945549477,2,4,2,5,5,5,2,6,7,6,7,6,6,3,3
11,11,51,0.0027116692672433367,2,5,2,5,4,5,2,6,6,3,3,3,3,3,3
11,11,51,0.0003635757676750843,2,5,5,2,4,5,2,3,3,6,6,3,3,3,3
11,11,51,0.0010351810051860038,5,4,5,5,4,5,2,6,6,3,3,7,6,3,3
11,11,51,0.00032822812359556224,5,5,4,2,2,5,2,6,6,6,7,3,3,3,3
11,11,51,0.00032317846015563053,2,4,5,5,2,5,2,6,6,3,7,3,6,3,3
11,11,51,0.00041407240207440163,5,2,2,5,4,5,2,6,6,3,3,3,6,7,3
11,11,51,0.00037872475799487947,5,5,4,4,5,5,2,6,6,7,6,3,3,3,3
11,11,51,0.0007473501891098954,5,5,4,5,4,5,2,3,6,6,7,6,3,3,3
11,11,51,0.00037872475799487947,5,5,2,2,4,2,5,6,6,6,6,7,7,3,3
11,11,51,0.0194008069362177,5,5,2,4,2,5,2,6,6,3,3,3,3,3,3
11,11,51,0.02263764120121394,5,5,2,2,4,5,2,6,6,6,7,3,3,3,3
11,11,51,0.000368625431115016,2,5,5,4,2,5,2,6,6,7,6,3,6,7,3
11,11,51,0.03514565754192482,5,5,2,2,4,5,2,3,6,6,3,3,3,3,3
11,11,51,0.00037872475799487947,5,5,4,2,2,5,2,3,6,6,3,3,7,6,3
11,11,51,0.0003484267773552892,2,5,5,2,4,2,5,6,6,3,6,7,3,3,3
11,11,51,0.0008028964869491446,5,4,5,5,4,5,2,6,6,3,7,6,3,3,3
11,11,51,0.0031156423424378754,5,2,2,5,4,5,2,6,6,3,3,3,3,3,3
11,11,51,0.002964152439239924,5,5,2,2,4,5,2,6,6,3,6,3,7,3,3
11,11,51,0.00037872475799487947,5,2,5,2,4,5,2,6,6,6,7,7,6,3,3
11,11,51,0.00034337711391535747,2,5,2,2,2,5,2,6,6,3,6,7,3,3,3
11,11,51,0.00037872475799487947,2,5,4,5,2,5,2,3,6,6,3,3,3,3,3
11,11,51,0.0008331944675887349,4,5,4,5,5,5,2,6,6,3,3,3,3,3,3
11,11,51,0.00037872475799487947,5,4,2,2,5,5,2,6,3,6,3,3,3,3,3
11,11,51,0.000368625431115016,5,5,2,4,2,2,5,6,6,3,7,6,3,3,3
11,11,51,0.0003736750945549477,5,5,2,2,4,5,2,3,3,6,6,7,6,3,3
11,11,51,0.00207541167381194,5,5,2,2,4,2,5,3,6,6,3,3,3,3,3
11,11,51,0.00038377442143481123,5,2,5,2,4,5,2,6,6,6,3,7,3,3,3
11,11,51,0.00027268182575631325,2,4,5,2,5,5,2,6,6,3,3,3,3,3,3
11,11,51,0.0003484267773552892,5,5,2,2,4,5,2,6,6,3,7,7,6,6,3
11,11,51,0.0008382441310286667,5,5,2,4,2,5,2,3,6,3,6,3,3,3,3
11,11,51,0.00038377442143481123,4,2,2,5,5,5,2,3,6,6,6,7,3,3,3
11,11,51,0.0024490867683668875,5,2,5,2,4,5,2,6,6,3,3,3,6,7,3
11,11,51,0.00042417172895426505,2,5,5,4,2,5,2,6,6,3,6,7,7,6,3
11,11,51,0.0003484267773552892,5,5,4,4,5,2,5,6,6,3,3,3,3,3,3
11,11,51,0.00029793014295597184,2,5,5,2,4,5,2,3,6,6,3,6,3,7,3
11,11,51,0.00038377442143481123,5,2,5,2,4,5,2,6,6,3,6,7,6,7,3
11,11,51,0.0003383274504754257,2,2,4,5,5,5,2,6,3,6,3,6,7,3,3
11,11,51,0.00041407240207440163,2,5,5,2,4,5,2,6,6,3,6,6,7,7,3
11,11,51,0.0003080294698358353,5,2,4,5,2,5,2,3,6,6,7,6,3,3,3
11,11,51,0.0003736750945549477,2,2,5,5,4,5,2,6,6,3,3,6,7,3,3
11,11,51,0.00037872475799487947,5,5,2,2,4,2,5,3,6,6,3,3,7,6,3
11,11,51,0.0003635757676750843,2,5,2,5,4,5,2,3,6,6,3,3,7,6,3
11,11,51,0.001711835906136855,5,5,2,2,4,5,2,6,6,7,6,6,7,3,3
11,11,51,0.0003484267773552892,4,2,5,2,5,5,2,6,6,3,3,3,3,3,3
11,11,51,0.0004090227386344699,5,2,5,2,4,5,2,6,3,6,6,7,3,3,3
11,11,51,0.0006665555740709879,5,5,4,5,4,5,2,3,3,6,6,3,3,3,3
11,11,51,0.0014593527341402687,5,5,2,2,4,2,5,6,6,7,6,3,3,3,3
11,11,51,0.00042417172895426505,5,5,4,2,2,5,2,3,6,6,3,3,3,3,3
11,11,51,0.0003534764407952209,5,5,2,2,4,5,2,3,6,6,3,7,3,6,3
11,11,51,0.00037872475799487947,5,2,5,2,4,5,2,3,3,6,6,3,3,3,3
11,11,51,0.000722101871910237,5,5,4,5,4,5,2,6,3,6,6,7,3,3,3
11,11,51,0.0028126625360419717,5,5,2,2,4,5,2,3,6,6,6,7,3,3,3
