1,2,3,trial_num,map,A,B,C,wrong_objective,unique_id,wrong_attempts,age
0.84,0.84,0,6,NX_PX_0,0.81,0,0.81,0,DK3ho0E,1,39
0.69,0.69,-1,7,UN_NX_0,0,0.8,0.85,0,DK3ho0E,1,39
0.87,0.72,-1,8,UN_UN_0,0.71,0.59,0.61,0,DK3ho0E,1,39
-1,-1,-1,9,ND_UN_0,0.72,0.72,0.71,0,DK3ho0E,1,39
0.62,0.76,-1,10,UN_DX_0,0,0,1,0,DK3ho0E,1,39
0.78,0.78,0,11,NX_UN_0,0.77,0.49,0.64,0,DK3ho0E,1,39
0.62,0.61,-1,12,UN_PX_0,0.58,0,0.74,0,DK3ho0E,1,39
-1,-1,-1,13,ND_PX_0,1,0,0,0,DK3ho0E,1,39
-1,-1,-1,14,ND_PX_1,0.53,0.86,0,0,DK3ho0E,1,39
-1,-1,-1,15,ND_NX_0,0.71,0,0.74,0,DK3ho0E,1,39
0.69,0.7,-1,16,DX_DX_0,0,0,1,0,DK3ho0E,1,39
0.76,0.64,0.74,17,PX_PX_0,0.67,0,0.73,0,DK3ho0E,1,39
0.63,0.57,0,18,NX_DX_0,0,0,1,0,DK3ho0E,1,39
-1,-1,-1,19,ND_DX_1,1,0,0,0,DK3ho0E,1,39
0.76,0.78,0,20,PX_UN_0,0.73,0.72,0,1,DK3ho0E,1,39
0.68,0.65,0.75,21,NX_NX_0,0.64,0.62,0.63,0,DK3ho0E,1,39
0.67,0.67,0,22,PX_NX_0,0.79,0.76,0,0,DK3ho0E,1,39
1,0,-1,23,DX_UN_0,0.75,0.84,0.73,0,DK3ho0E,1,39
0.49,0.5,0.01,1,PX_PX_0,0.05,0.04,0.89,0,gZArXOo,1,38
-1,-1,-1,2,ND_UN_0,0.45,0.45,0.45,0,gZArXOo,1,38
0.66,0.64,0.01,3,PX_UN_0,0.35,0.57,0.37,2,gZArXOo,1,38
-1,-1,-1,4,ND_PX_0,0.98,0,0.07,0,gZArXOo,1,38
0.39,0.29,0,5,NX_PX_0,0.34,0,0.73,0,gZArXOo,1,38
0.47,0.43,-1,6,UN_PX_0,0.42,0,0.47,0,gZArXOo,1,38
-1,-1,-1,7,ND_NX_0,0.45,0,0.45,0,gZArXOo,1,38
0.4,0,0.58,8,PX_DX_0,0,0,1,0,gZArXOo,1,38
-1,-1,-1,9,ND_DX_0,1,0,0,0,gZArXOo,1,38
1,0,-1,10,DX_DX_0,0,0,1,0,gZArXOo,1,38
1,0,-1,11,DX_UN_0,0.23,0.22,0.22,0,gZArXOo,1,38
1,0,-1,12,DX_NX_0,0.42,0,0.36,0,gZArXOo,1,38
0.43,0.42,0,13,PX_NX_0,0.42,0.43,0,0,gZArXOo,1,38
0.36,0.43,0,14,NX_UN_0,0.25,0.24,0.23,0,gZArXOo,1,38
0.45,0.44,-1,15,UN_DX_0,0,0,1,0,gZArXOo,1,38
-1,-1,-1,16,ND_NX_1,1,0,0,0,gZArXOo,1,38
0.37,0.34,0,17,NX_DX_0,0,0,1,0,gZArXOo,1,38
0,1,-1,18,DX_PX_0,0,1,0,0,gZArXOo,1,38
0.44,0.44,-1,19,UN_NX_0,0,0.46,0.46,0,gZArXOo,1,38
0.21,0.21,0.21,20,NX_NX_0,0.19,0.2,0.2,0,gZArXOo,1,38
-1,-1,-1,21,ND_PX_1,0,1,0,0,gZArXOo,1,38
-1,-1,-1,22,ND_DX_1,1,0,0,0,gZArXOo,1,38
0.44,0.44,-1,23,UN_UN_0,0.26,0.26,0.27,0,gZArXOo,1,38
0.77,0.23,0,1,PX_UN_0,0.68,0.68,0.56,2,9PEXha1,1,31
0.7,0.71,-1,2,UN_PX_0,1,0,0.23,0,9PEXha1,1,31
-1,-1,-1,3,ND_DX_0,1,0,0,0,9PEXha1,1,31
1,0,-1,4,DX_UN_0,0.76,0.76,0.77,0,9PEXha1,1,31
0.49,0.49,0,5,PX_PX_0,0.46,0,0.7,0,9PEXha1,1,31
-1,-1,-1,6,ND_DX_1,0.47,0.47,0,0,9PEXha1,1,31
0.47,0.47,0.46,7,NX_NX_0,0.45,0.44,0.44,0,9PEXha1,1,31
0.53,0.51,-1,8,DX_PX_0,0.47,0.49,0.48,0,9PEXha1,1,31
-1,-1,-1,9,ND_NX_0,0.48,0,0.48,0,9PEXha1,1,31
0.48,0.48,0,10,NX_DX_0,0,0,1,0,9PEXha1,1,31
-1,-1,-1,11,ND_PX_0,0.49,0.47,0.31,0,9PEXha1,1,31
0.64,0.61,0,12,PX_NX_0,0.5,0.49,0.19,0,9PEXha1,1,31
0.5,0.49,-1,13,UN_DX_0,0,0,1,0,9PEXha1,1,31
0,0,1,14,PX_DX_0,0,0,1,0,9PEXha1,1,31
0.69,0.5,-1,15,DX_DX_0,0,0,1,0,9PEXha1,1,31
0.49,0.49,-1,16,UN_UN_0,0.47,0.47,0.47,0,9PEXha1,1,31
-1,-1,-1,17,ND_NX_1,0.47,0.17,0.46,0,9PEXha1,1,31
0.5,0.49,-1,18,DX_NX_0,0.48,0,0.43,6,9PEXha1,1,31
-1,-1,-1,19,ND_PX_1,0.51,0.5,0,0,9PEXha1,1,31
0.49,0.47,-1,20,UN_NX_0,0.51,0.47,0.48,0,9PEXha1,1,31
-1,-1,-1,21,ND_UN_0,0.5,0.49,0.49,0,9PEXha1,1,31
0.62,0.62,0,22,NX_UN_0,0.49,0.5,0.5,0,9PEXha1,1,31
0.5,0.49,0,23,NX_PX_0,0.56,0,0.65,0,9PEXha1,1,31
-1,-1,-1,1,ND_UN_0,0.48,0.48,0.48,0,dPsIozH,0,34
0.48,0.49,-1,2,DX_DX_0,0.17,0.15,0.67,0,dPsIozH,0,34
0.3,0.25,-1,3,DX_NX_0,0.64,0.19,0.63,2,dPsIozH,0,34
0.67,0.68,0.12,4,PX_UN_0,0.51,0.52,0.51,0,dPsIozH,0,34
0.78,0.71,0.17,5,PX_NX_0,0.52,0.47,0.51,0,dPsIozH,0,34
-1,-1,-1,6,ND_DX_0,0.66,0.46,0.46,0,dPsIozH,0,34
-1,-1,-1,7,ND_NX_1,0.6,0.64,0.36,0,dPsIozH,0,34
-1,-1,-1,8,ND_PX_0,0.81,0.31,0.69,0,dPsIozH,0,34
0.98,0.35,-1,9,DX_UN_0,0.49,0.53,0.47,0,dPsIozH,0,34
0.75,0.74,0.06,10,NX_DX_0,0.17,0.16,0.73,0,dPsIozH,0,34
0.78,0.74,0.22,11,NX_UN_0,0.51,0.51,0.5,0,dPsIozH,0,34
0.46,0.48,-1,12,UN_PX_0,0.58,0.03,0.57,0,dPsIozH,0,34
-1,-1,-1,13,ND_DX_1,0.75,0.48,0.03,0,dPsIozH,0,34
0.56,0.54,0.54,14,NX_NX_0,0.53,0.54,0.51,0,dPsIozH,0,34
0.49,0.55,0.53,15,PX_PX_0,0.44,0.55,0.73,0,dPsIozH,0,34
-1,-1,-1,16,ND_NX_0,0.55,0,0.58,0,dPsIozH,0,34
0.55,0.04,0.73,17,PX_DX_0,0.19,0.21,0.87,0,dPsIozH,0,34
0.54,0.53,-1,18,UN_NX_0,0.03,0.55,0.55,0,dPsIozH,0,34
0.55,0.53,-1,19,UN_UN_0,0.47,0.52,0.5,0,dPsIozH,0,34
0.49,0.52,-1,20,UN_DX_0,0.1,0.15,0.89,0,dPsIozH,0,34
-1,-1,-1,21,ND_PX_1,0.53,0.69,0.05,0,dPsIozH,0,34
0.46,0.48,-1,22,DX_PX_0,0.52,0.51,0.54,0,dPsIozH,0,34
0.54,0.54,0.5,23,NX_PX_0,0.51,0.51,0.51,0,dPsIozH,0,34
0.6,0.57,0,1,NX_DX_0,0,0,1,0,WOkdIgZ,0,22
-1,-1,-1,2,ND_DX_1,1,0,0.12,0,WOkdIgZ,0,22
0.45,0.51,0,3,PX_UN_0,0.25,0.29,0.14,1,WOkdIgZ,0,22
0.29,0.31,0,4,NX_PX_0,0,0,1,0,WOkdIgZ,0,22
1,0,-1,5,DX_UN_0,0.37,0.35,0.34,0,WOkdIgZ,0,22
0.47,0.52,0.09,6,PX_NX_0,0.36,0.55,0.05,0,WOkdIgZ,0,22
0.38,0.39,-1,7,UN_UN_0,0.46,0.51,0.53,0,WOkdIgZ,0,22
0.45,0.48,-1,8,UN_NX_0,0,0.5,0.5,0,WOkdIgZ,0,22
0.35,0.15,0.5,9,PX_DX_0,0.07,0.05,0.68,0,WOkdIgZ,0,22
-1,-1,-1,10,ND_DX_0,0.91,0.1,0.05,0,WOkdIgZ,0,22
0.08,0.61,-1,11,DX_PX_0,0.43,0.58,0.09,0,WOkdIgZ,0,22
0.55,0.47,0,12,NX_UN_0,0.44,0.49,0.41,0,WOkdIgZ,0,22
0.39,0.29,-1,13,UN_DX_0,0,0,0.85,0,WOkdIgZ,0,22
0.4,0.39,0.39,14,PX_PX_0,0,0,1,0,WOkdIgZ,0,22
0.39,0.44,0.38,15,NX_NX_0,0.5,0.46,0.49,0,WOkdIgZ,0,22
-1,-1,-1,16,ND_PX_1,0,1,0,0,WOkdIgZ,0,22
0.48,0.47,-1,17,UN_PX_0,0.93,0,1,0,WOkdIgZ,0,22
0.73,0,-1,18,DX_NX_0,0.42,0.03,0.48,1,WOkdIgZ,0,22
-1,-1,-1,19,ND_NX_0,0.7,0.01,0.6,0,WOkdIgZ,0,22
0.94,0.07,-1,20,DX_DX_0,0,0,1,0,WOkdIgZ,0,22
-1,-1,-1,21,ND_UN_0,0.45,0.41,0.43,0,WOkdIgZ,0,22
-1,-1,-1,22,ND_PX_0,0.53,0,0.55,0,WOkdIgZ,0,22
-1,-1,-1,23,ND_NX_1,0.44,0.45,0.36,0,WOkdIgZ,0,22
0,0,1,1,PX_DX_0,0,0.02,1,0,YhybPex,0,33
-1,-1,-1,2,ND_UN_0,0.49,0.49,0.49,0,YhybPex,0,33
-1,-1,-1,3,ND_PX_1,0.82,0.81,0.16,0,YhybPex,0,33
0.71,0.28,-1,4,DX_UN_0,0.37,0.81,0.52,0,YhybPex,0,33
-1,-1,-1,5,ND_NX_0,0.74,0.3,0.74,0,YhybPex,0,33
0.51,0.73,-1,6,UN_NX_0,0.1,0.57,0.9,0,YhybPex,0,33
0.55,0.36,0.73,7,PX_PX_0,0.46,0.6,0.76,0,YhybPex,0,33
0.41,0.63,-1,8,UN_PX_0,0.72,0,0.75,0,YhybPex,0,33
-1,-1,-1,9,ND_NX_1,0.62,0.42,0.81,0,YhybPex,0,33
0.78,0.55,-1,10,UN_UN_0,0.36,0.8,0.6,0,YhybPex,0,33
0.61,0.61,-1,11,DX_DX_0,0,0,0.85,0,YhybPex,0,33
0.73,0,0,12,PX_UN_0,0.8,0,0.76,3,YhybPex,0,33
0.21,0.62,0.96,13,NX_PX_0,0.74,0.41,0.79,0,YhybPex,0,33
0.66,0.58,-1,14,UN_DX_0,0.31,0.02,0.99,0,YhybPex,0,33
0.81,0.59,0.59,15,NX_DX_0,0.53,0.33,0.66,0,YhybPex,0,33
0.25,0.71,0.64,16,NX_NX_0,0.3,0.65,0.37,0,YhybPex,0,33
-1,-1,-1,17,ND_DX_0,0.78,0.12,0.12,0,YhybPex,0,33
-1,-1,-1,18,ND_PX_0,0.77,0.3,0,0,YhybPex,0,33
0.78,0.56,0.05,19,NX_UN_0,0.47,0.72,0.51,0,YhybPex,0,33
-1,-1,-1,20,ND_DX_1,0.86,0.73,0.04,0,YhybPex,0,33
0.8,0.55,-1,21,DX_NX_0,0.73,0.53,0.64,1,YhybPex,0,33
0.35,0.91,-1,22,DX_PX_0,0.45,0.85,0.11,0,YhybPex,0,33
0.84,0.33,0.03,23,PX_NX_0,0.63,0.67,0.07,0,YhybPex,0,33
0.47,0.47,-1,1,DX_NX_0,0.57,0.03,0.76,1,2tl1dgQ,0,38
0.67,0.73,-1,2,UN_NX_0,0.02,0.58,0.85,0,2tl1dgQ,0,38
0.49,0.48,-1,3,UN_UN_0,0.4,0.57,0.39,0,2tl1dgQ,0,38
-1,-1,-1,4,ND_PX_0,0.82,0.01,0.28,0,2tl1dgQ,0,38
0.68,0.51,0.01,5,PX_NX_0,0.58,0.58,0.11,0,2tl1dgQ,0,38
-1,-1,-1,6,ND_DX_1,0.68,0,0.23,0,2tl1dgQ,0,38
0.69,0.3,-1,7,DX_DX_0,0.09,0.31,0.77,0,2tl1dgQ,0,38
0.64,0.7,-1,8,UN_PX_0,0.78,0.04,0.8,0,2tl1dgQ,0,38
0.78,0.13,0,9,PX_UN_0,0.51,0.51,0.51,1,2tl1dgQ,0,38
0.62,0.69,0,10,NX_UN_0,0.58,0.65,0.31,0,2tl1dgQ,0,38
0.56,0.56,0.01,11,NX_DX_0,0.03,0,1,0,2tl1dgQ,0,38
-1,-1,-1,12,ND_NX_1,0.58,0.02,0.6,0,2tl1dgQ,0,38
0.55,0.57,-1,13,UN_DX_0,0,0,1,0,2tl1dgQ,0,38
-1,-1,-1,14,ND_DX_0,1,0,0,0,2tl1dgQ,0,38
-1,-1,-1,15,ND_NX_0,0.69,0,0.69,0,2tl1dgQ,0,38
-1,-1,-1,16,ND_UN_0,0.45,0.45,0.44,0,2tl1dgQ,0,38
0.49,0.6,-1,17,DX_PX_0,0.15,0.27,0.26,0,2tl1dgQ,0,38
1,0,-1,18,DX_UN_0,0.49,0.51,0.34,0,2tl1dgQ,0,38
0,0,1,19,PX_DX_0,0,0,1,0,2tl1dgQ,0,38
0.5,0.42,0.42,20,NX_PX_0,0.59,0,0.56,0,2tl1dgQ,0,38
-1,-1,-1,21,ND_PX_1,0.67,0.69,0,0,2tl1dgQ,0,38
0.53,0.57,0.22,22,PX_PX_0,0.2,0,1,0,2tl1dgQ,0,38
0.5,0.64,0.75,23,NX_NX_0,0.13,0.1,0.71,0,2tl1dgQ,0,38
0.57,0.73,0.22,1,PX_NX_0,0.81,0.55,0.14,0,KBloDzz,1,31
0.74,0.3,-1,2,DX_PX_0,0.26,0.24,0.82,0,KBloDzz,1,31
0.3,0.85,-1,3,DX_DX_0,0.81,0.27,0.27,0,KBloDzz,1,31
0.78,0.25,-1,4,UN_NX_0,0.14,0.15,0.81,0,KBloDzz,1,31
0.31,0.72,-1,5,UN_DX_0,0.78,0.23,0.18,0,KBloDzz,1,31
0.79,0.23,-1,6,DX_UN_0,0.54,0.79,0.22,0,KBloDzz,1,31
-1,-1,-1,7,ND_PX_1,0.86,0.52,0.3,0,KBloDzz,1,31
0.77,0.33,-1,8,UN_UN_0,0.63,0.2,0.62,0,KBloDzz,1,31
0.73,0.48,0.21,9,PX_UN_0,0.75,0.71,0.37,4,KBloDzz,1,31
0.81,0.3,0.31,10,PX_PX_0,0.38,0.42,0.81,0,KBloDzz,1,31
0.7,0.22,-1,11,DX_NX_0,0.26,0.28,0.79,3,KBloDzz,1,31
-1,-1,-1,12,ND_DX_1,0.74,0.34,0.35,0,KBloDzz,1,31
0.26,0.29,0.8,13,PX_DX_0,0.25,0.24,0.78,0,KBloDzz,1,31
0.72,0.25,0.25,14,NX_UN_0,0.79,0.25,0.27,2,KBloDzz,1,31
-1,-1,-1,15,ND_NX_1,0.79,0.17,0.2,0,KBloDzz,1,31
0.85,0.17,0.18,16,NX_PX_0,0.23,0.26,0.77,0,KBloDzz,1,31
-1,-1,-1,17,ND_UN_0,0.23,0.25,0.81,0,KBloDzz,1,31
-1,-1,-1,18,ND_DX_0,0.79,0.23,0.26,0,KBloDzz,1,31
-1,-1,-1,19,ND_PX_0,0.77,0.21,0.22,0,KBloDzz,1,31
-1,-1,-1,20,ND_NX_0,0.66,0.26,0.67,0,KBloDzz,1,31
0.62,0.63,-1,21,UN_PX_0,0.84,0.29,0.25,0,KBloDzz,1,31
0.78,0.26,0.25,22,NX_DX_0,0.28,0.31,0.8,0,KBloDzz,1,31
0.24,0.7,0.7,23,NX_NX_0,0.76,0.33,0.82,0,KBloDzz,1,31
0.9,0.62,0.11,1,NX_UN_0,0.45,0.76,0.09,0,R4YJgch,0,32
-1,-1,-1,2,ND_PX_0,0.85,0.03,0.33,0,R4YJgch,0,32
0.46,0.47,-1,3,UN_PX_0,0.53,0.02,0.52,0,R4YJgch,0,32
0.51,0.5,0.01,4,PX_PX_0,0.45,0,0.56,0,R4YJgch,0,32
0.81,0.23,0,5,NX_DX_0,0,0.02,0.95,0,R4YJgch,0,32
-1,-1,-1,6,ND_PX_1,0.17,0.77,0.01,0,R4YJgch,0,32
-1,-1,-1,7,ND_NX_0,0.5,0,0.49,0,R4YJgch,0,32
-1,-1,-1,8,ND_DX_0,0.83,0,0,0,R4YJgch,0,32
-1,-1,-1,9,ND_DX_1,0.83,0,0,0,R4YJgch,0,32
0.98,0,-1,10,DX_NX_0,0.54,0.02,0.54,0,R4YJgch,0,32
0,0.54,0.62,11,NX_NX_0,0.67,0,0.47,0,R4YJgch,0,32
-1,-1,-1,12,ND_NX_1,0.49,0.84,0.46,0,R4YJgch,0,32
0.55,0.59,-1,13,UN_DX_0,0,0.04,1,0,R4YJgch,0,32
0,1,-1,14,DX_PX_0,0.53,0.54,0.03,0,R4YJgch,0,32
0.24,0,0.49,15,PX_DX_0,0.2,0.08,0.9,0,R4YJgch,0,32
0.54,0.53,-1,16,UN_NX_0,0,0.51,0.5,0,R4YJgch,0,32
-1,-1,-1,17,ND_UN_0,0.5,0.49,0.51,0,R4YJgch,0,32
0.53,0.23,0,18,PX_UN_0,0.46,0.49,0.44,3,R4YJgch,0,32
1,0,-1,19,DX_UN_0,0.39,0.5,0.36,0,R4YJgch,0,32
0.51,0.49,-1,20,UN_UN_0,0.5,0.49,0.45,0,R4YJgch,0,32
0.53,0.51,0,21,NX_PX_0,0.51,0.03,0.43,0,R4YJgch,0,32
0.47,0.46,0,22,PX_NX_0,0.48,0.46,0,0,R4YJgch,0,32
0.51,0.49,-1,23,DX_DX_0,0,0,1,0,R4YJgch,0,32
0.46,0.29,0.54,1,PX_PX_0,0.64,0.27,0.48,0,EwJsLyW,1,23
0.09,0.56,0.77,2,NX_NX_0,0.06,0.4,0.66,0,EwJsLyW,1,23
0.21,0.12,0.73,3,PX_DX_0,0.29,0.09,0.65,0,EwJsLyW,1,23
-1,-1,-1,4,ND_PX_0,0.73,0,0.21,0,EwJsLyW,1,23
-1,-1,-1,5,ND_NX_0,0.56,0.09,0.56,0,EwJsLyW,1,23
0.28,0.29,0.49,6,NX_PX_0,0.1,0.24,0.61,0,EwJsLyW,1,23
0.45,0.45,-1,7,UN_NX_0,0.03,0.46,0.47,0,EwJsLyW,1,23
-1,-1,-1,8,ND_UN_0,0.48,0.48,0.47,0,EwJsLyW,1,23
0.48,0.49,-1,9,DX_DX_0,0.3,0.22,0.66,0,EwJsLyW,1,23
-1,-1,-1,10,ND_DX_1,0.45,0.28,0.06,0,EwJsLyW,1,23
0.45,0.45,0,11,NX_UN_0,0.47,0.49,0.47,0,EwJsLyW,1,23
-1,-1,-1,12,ND_NX_1,0.45,0.43,0.43,0,EwJsLyW,1,23
0.47,0.47,0.06,13,PX_UN_0,0.44,0.46,0.45,1,EwJsLyW,1,23
0.69,0.25,0.05,14,PX_NX_0,0.58,0.58,0.14,0,EwJsLyW,1,23
0.34,0.33,0.57,15,NX_DX_0,0.03,0.22,0.53,0,EwJsLyW,1,23
-1,-1,-1,16,ND_PX_1,0.67,0.44,0.04,0,EwJsLyW,1,23
0.58,0.32,-1,17,UN_DX_0,0.09,0.08,0.7,0,EwJsLyW,1,23
-1,-1,-1,18,ND_DX_0,0.81,0.08,0.09,0,EwJsLyW,1,23
0.77,0.2,-1,19,DX_UN_0,0.49,0.5,0.5,0,EwJsLyW,1,23
0.54,0.54,-1,20,UN_UN_0,0.47,0.47,0.47,0,EwJsLyW,1,23
0.48,0.46,-1,21,UN_PX_0,0.61,0.1,0.62,0,EwJsLyW,1,23
0.48,0.47,-1,22,DX_PX_0,0.48,0.64,0.11,0,EwJsLyW,1,23
0.67,0.21,-1,23,DX_NX_0,0.49,0.2,0.57,1,EwJsLyW,1,23
0.19,0.34,0.71,1,NX_NX_0,0.8,0.2,0.21,0,nn9sAko,0,40
0.2,0.75,-1,2,DX_DX_0,0.17,0.17,0.7,0,nn9sAko,0,40
0.83,0.25,-1,3,UN_DX_0,0.2,0.22,0.56,0,nn9sAko,0,40
0.36,0.44,0.79,4,PX_DX_0,0.1,0.15,0.75,0,nn9sAko,0,40
0.81,0.16,-1,5,DX_UN_0,0.73,0.45,0.2,0,nn9sAko,0,40
0.58,0.59,-1,6,UN_UN_0,0.52,0.23,0.54,0,nn9sAko,0,40
0.32,0.32,0.67,7,PX_PX_0,0.37,0.39,0.72,0,nn9sAko,0,40
-1,-1,-1,8,ND_PX_0,0.66,0.43,0.35,0,nn9sAko,0,40
-1,-1,-1,9,ND_NX_0,0.62,0.43,0.59,0,nn9sAko,0,40
0.66,0.5,0.31,10,PX_NX_0,0.54,0.55,0.33,0,nn9sAko,0,40
-1,-1,-1,11,ND_UN_0,0.38,0.38,0.77,0,nn9sAko,0,40
0.55,0.28,-1,12,DX_NX_0,0.4,0.41,0.7,3,nn9sAko,0,40
0.49,0.33,0.46,13,NX_DX_0,0.28,0.41,0.28,0,nn9sAko,0,40
0.49,0.37,-1,14,DX_PX_0,0.25,0.67,0.41,0,nn9sAko,0,40
-1,-1,-1,15,ND_DX_1,0.68,0.45,0.42,0,nn9sAko,0,40
-1,-1,-1,16,ND_NX_1,0.47,0.58,0.22,0,nn9sAko,0,40
0.53,0.35,-1,17,UN_PX_0,0.69,0.53,0.42,0,nn9sAko,0,40
0.41,0.5,0.37,18,PX_UN_0,0.14,0.38,0.38,0,nn9sAko,0,40
0.38,0.52,0.47,19,NX_PX_0,0.19,0.28,0.51,0,nn9sAko,0,40
0.76,0.44,-1,20,UN_NX_0,0.34,0.34,0.72,0,nn9sAko,0,40
-1,-1,-1,21,ND_DX_0,0.58,0.31,0.33,0,nn9sAko,0,40
-1,-1,-1,22,ND_PX_1,0.61,0.49,0.46,0,nn9sAko,0,40
0.6,0.33,0.37,23,NX_UN_0,0.37,0.66,0.35,0,nn9sAko,0,40
0.75,0.72,0,1,NX_UN_0,0.62,0.6,0.59,0,i2P8JIX,1,30
0.63,0.64,-1,2,UN_PX_0,0.68,0,0.59,0,i2P8JIX,1,30
-1,-1,-1,3,ND_DX_0,0.98,0.03,0.01,0,i2P8JIX,1,30
0.47,0.47,-1,4,UN_DX_0,0,0,1,0,i2P8JIX,1,30
-1,-1,-1,5,ND_DX_1,1,0,0,0,i2P8JIX,1,30
0.54,0,0.53,6,PX_DX_0,0,0,0.99,0,i2P8JIX,1,30
0.51,0.5,0,7,PX_NX_0,0.51,0.51,0,0,i2P8JIX,1,30
0.58,0.25,0.57,8,NX_NX_0,0.49,0,0.5,0,i2P8JIX,1,30
-1,-1,-1,9,ND_UN_0,0.5,0.51,0.52,0,i2P8JIX,1,30
-1,-1,-1,10,ND_PX_0,1,0,0.01,0,i2P8JIX,1,30
1,0.05,-1,11,DX_DX_0,0,0,1,0,i2P8JIX,1,30
0.52,0.53,0,12,NX_PX_0,0.52,0,0.51,0,i2P8JIX,1,30
0.53,0.52,-1,13,UN_UN_0,0.52,0.51,0.52,0,i2P8JIX,1,30
0.67,0.33,0,14,PX_UN_0,0.22,0.76,0.39,1,i2P8JIX,1,30
-1,-1,-1,15,ND_PX_1,0.23,0.79,0,0,i2P8JIX,1,30
0.47,0.5,0,16,PX_PX_0,0.31,0,0.62,0,i2P8JIX,1,30
0.36,0.62,-1,17,UN_NX_0,0,0.62,0.48,0,i2P8JIX,1,30
0.54,0.54,0,18,NX_DX_0,0,0,1,0,i2P8JIX,1,30
1,0,-1,19,DX_NX_0,0.69,0,0.31,1,i2P8JIX,1,30
-1,-1,-1,20,ND_NX_1,0.73,0,0.39,0,i2P8JIX,1,30
1,0,-1,21,DX_UN_0,0.5,0.54,0.48,0,i2P8JIX,1,30
0,1,-1,22,DX_PX_0,0,1,0,0,i2P8JIX,1,30
-1,-1,-1,23,ND_NX_0,0.46,0,0.43,0,i2P8JIX,1,30
0.83,0.5,0.03,1,PX_NX_0,0.83,0.83,0.11,0,sF6L457,1,39
0.9,0.71,0.1,2,NX_DX_0,0.1,0.12,0.95,0,sF6L457,1,39
0.71,0.52,-1,3,UN_PX_0,0.88,0.07,0.53,0,sF6L457,1,39
0.81,0.72,0.08,4,NX_PX_0,0.72,0.62,0.86,0,sF6L457,1,39
-1,-1,-1,5,ND_PX_0,0.99,0.1,0.19,0,sF6L457,1,39
0.85,0.69,0.03,6,NX_UN_0,0.75,0.89,0.79,0,sF6L457,1,39
0.98,0,-1,7,DX_UN_0,0.87,0.87,0.87,0,sF6L457,1,39
-1,-1,-1,8,ND_PX_1,0.69,0.85,0.03,0,sF6L457,1,39
0.88,0.71,0.1,9,PX_UN_0,0.82,0.8,0.85,0,sF6L457,1,39
0.04,0.96,-1,10,DX_PX_0,0.86,0.8,0.86,0,sF6L457,1,39
0.93,0.22,-1,11,DX_DX_0,0.07,0.07,0.96,0,sF6L457,1,39
0.59,0.59,-1,12,UN_NX_0,0.03,0.84,0.86,0,sF6L457,1,39
0.6,0.03,0.71,13,PX_DX_0,0.02,0.03,0.77,0,sF6L457,1,39
0.62,0.6,-1,14,UN_UN_0,0.89,0.88,0.87,0,sF6L457,1,39
-1,-1,-1,15,ND_NX_0,0.77,0.02,0.83,0,sF6L457,1,39
-1,-1,-1,16,ND_UN_0,0.84,0.86,0.86,0,sF6L457,1,39
0.96,0.03,-1,17,DX_NX_0,0.84,0.05,0.89,0,sF6L457,1,39
-1,-1,-1,18,ND_DX_0,0.98,0.02,0.03,0,sF6L457,1,39
-1,-1,-1,19,ND_DX_1,0.97,0.01,0.01,0,sF6L457,1,39
-1,-1,-1,20,ND_NX_1,0.88,0.48,0.73,0,sF6L457,1,39
0.86,0.72,0.02,21,PX_PX_0,0.78,0.02,0.72,0,sF6L457,1,39
0.66,0.78,-1,22,UN_DX_0,0.03,0.04,0.97,0,sF6L457,1,39
0.72,0.57,0.71,23,NX_NX_0,0.84,0.85,0.85,0,sF6L457,1,39
0.51,0.09,0.84,1,PX_DX_0,0,0,1,0,VxLzTgZ,1,73
0.86,0.18,-1,2,DX_NX_0,0.47,0,0.47,0,VxLzTgZ,1,73
-1,-1,-1,3,ND_NX_0,0.46,0,0.48,0,VxLzTgZ,1,73
-1,-1,-1,4,ND_UN_0,0.35,0.35,0.35,0,VxLzTgZ,1,73
0.51,0.52,0.12,5,NX_PX_0,0.46,0,0.47,0,VxLzTgZ,1,73
-1,-1,-1,6,ND_PX_1,0.35,0.7,0,0,VxLzTgZ,1,73
0.13,0.79,-1,7,DX_PX_0,0.34,0.63,0,0,VxLzTgZ,1,73
-1,-1,-1,8,ND_PX_0,0.46,0,0.47,0,VxLzTgZ,1,73
0.49,0.49,-1,9,UN_DX_0,0,0,1,0,VxLzTgZ,1,73
0.98,0,-1,10,UN_NX_0,0,0,1,0,VxLzTgZ,1,73
0.48,0.49,-1,11,UN_PX_0,0.46,0,0.46,0,VxLzTgZ,1,73
-1,-1,-1,12,ND_NX_1,0.45,0,0.44,0,VxLzTgZ,1,73
0.49,0.48,0,13,PX_PX_0,0.44,0,0.47,0,VxLzTgZ,1,73
-1,-1,-1,14,ND_DX_0,1,0,0,0,VxLzTgZ,1,73
0,0.47,0.47,15,NX_NX_0,0.45,0,0.45,0,VxLzTgZ,1,73
0.47,0.46,-1,16,UN_UN_0,0.33,0.33,0.34,0,VxLzTgZ,1,73
0.48,0.49,0,17,NX_DX_0,0,0,1,0,VxLzTgZ,1,73
0.49,0.49,0,18,PX_NX_0,0.48,0.47,0,0,VxLzTgZ,1,73
0.48,0.48,0,19,NX_UN_0,0.31,0.31,0.32,0,VxLzTgZ,1,73
1,0,-1,20,DX_DX_0,0,0,1,0,VxLzTgZ,1,73
