1,2,3,trial_num,map,prior,A,B,C,wrong_objective,unique_id,quiz_attempts
0.66,0.34,-1,16,UN_PX_0,doors-72,0.48,0.07,0.51,0,5dcfaad2dd9a740c2493fc28,1
0.48,0.48,0.01,1,NX_UN_0,goals-162,0.12,0.77,0.23,0,5ef512f59a0686144b8e6263,0
0.98,0.04,0.04,2,PX_UN_0,goals-333,0.34,0.35,0.35,0,5ef512f59a0686144b8e6263,0
0.5,0.5,-1,3,UN_UN_0,goals-162,0.31,0.31,0.32,0,5ef512f59a0686144b8e6263,0
0.5,0.5,0.01,4,NX_PX_0,goals-621,0.52,0.02,0.52,0,5ef512f59a0686144b8e6263,0
0.01,0.97,-1,5,DX_PX_0,goals-216,0.14,0.82,0.02,0,5ef512f59a0686144b8e6263,0
0.47,0.71,0.02,6,PX_PX_0,goals-216,0.19,0.02,0.8,0,5ef512f59a0686144b8e6263,0
0.98,0.02,-1,7,DX_UN_0,goals-333,0.37,0.37,0.34,0,5ef512f59a0686144b8e6263,0
0.47,0.46,-1,8,UN_PX_0,goals-621,0.49,0.02,0.5,0,5ef512f59a0686144b8e6263,0
0.62,0.54,-1,9,UN_DX_0,doors-54,0.02,0.02,0.98,0,5ef512f59a0686144b8e6263,0
0.07,0.08,0.98,10,PX_DX_0,doors-216,0.02,0,0.99,0,5ef512f59a0686144b8e6263,0
0.14,0.85,-1,11,UN_UN_0,doors-27,0.3,0.31,0.31,0,5ef512f59a0686144b8e6263,0
0.74,0.31,0.02,12,PX_UN_0,doors-162,0.37,0.39,0.62,0,5ef512f59a0686144b8e6263,0
0.39,0.39,0.13,13,PX_PX_0,doors-621,0.5,0.19,0.49,0,5ef512f59a0686144b8e6263,0
0.49,0.5,-1,14,UN_NX_0,doors-54,0.01,0.49,0.48,0,5ef512f59a0686144b8e6263,0
0.51,0.51,0.02,15,PX_NX_0,doors-333,0.57,0.58,0.02,0,5ef512f59a0686144b8e6263,0
0.61,0.4,-1,16,UN_PX_0,doors-72,0.6,0.01,0.44,0,5ef512f59a0686144b8e6263,0
0.49,0.49,-1,1,UN_UN_0,goals-216,0.19,0.1,0.73,0,6103182e40f7002da51b25b3,0
0.48,0.48,0,2,NX_UN_0,goals-216,0.18,0.1,0.67,0,6103182e40f7002da51b25b3,0
0.48,0.48,-1,3,UN_PX_0,goals-162,0.35,0,0.75,0,6103182e40f7002da51b25b3,0
0.61,0.42,-1,4,DX_PX_0,goals-333,0.3,0.33,0.45,0,6103182e40f7002da51b25b3,0
0.72,0.21,-1,5,DX_UN_0,goals-621,0.72,0.22,0.15,0,6103182e40f7002da51b25b3,0
0.58,0.35,0.19,6,PX_UN_0,goals-621,0.68,0.22,0.13,0,6103182e40f7002da51b25b3,0
0.48,0.47,0,7,PX_PX_0,goals-333,0.38,0,0.51,0,6103182e40f7002da51b25b3,0
0.35,0.37,0.11,8,NX_PX_0,goals-162,0.27,0.12,0.54,0,6103182e40f7002da51b25b3,0
0.54,0.41,-1,9,UN_DX_0,doors-54,0,0,1,0,6103182e40f7002da51b25b3,0
0.64,0.15,0.04,10,PX_NX_0,doors-621,0.4,0.41,0.05,0,6103182e40f7002da51b25b3,0
0.58,0.36,-1,11,UN_UN_0,doors-54,0.47,0.47,0.47,0,6103182e40f7002da51b25b3,0
0.53,0.18,0.59,12,PX_DX_0,doors-333,0.1,0.09,0.81,0,6103182e40f7002da51b25b3,0
0.18,0.78,0.09,13,PX_PX_0,doors-162,0.47,0.06,0.57,0,6103182e40f7002da51b25b3,0
0.7,0.29,-1,14,UN_NX_0,doors-72,0.08,0.22,0.68,0,6103182e40f7002da51b25b3,0
0.17,0.69,-1,15,UN_PX_0,doors-27,0.61,0.05,0.68,0,6103182e40f7002da51b25b3,0
0.5,0.4,0.14,16,PX_UN_0,doors-216,0.56,0.52,0.31,0,6103182e40f7002da51b25b3,0
1,0.02,0.02,1,PX_UN_0,doors-162,0.02,0.03,0.97,0,611578fe8cbea39bf4928b6d,0
0,0.99,0.02,2,PX_NX_0,doors-333,0.02,0.99,0.03,0,611578fe8cbea39bf4928b6d,0
0.02,0.97,0.01,3,PX_PX_0,doors-621,0.98,0.02,0.01,0,611578fe8cbea39bf4928b6d,0
0.03,0.98,-1,4,UN_UN_0,doors-27,0.98,0.05,0.01,0,611578fe8cbea39bf4928b6d,0
0,0.98,-1,5,UN_DX_0,doors-54,0.01,0.01,0.98,0,611578fe8cbea39bf4928b6d,0
0.04,0.97,-1,6,UN_NX_0,doors-54,0.02,1,0.03,0,611578fe8cbea39bf4928b6d,0
0.03,0.04,0.99,7,PX_DX_0,doors-216,0.02,0.03,0.99,0,611578fe8cbea39bf4928b6d,0
0.02,0.97,-1,8,UN_PX_0,doors-72,0.03,0.04,0.99,0,611578fe8cbea39bf4928b6d,0
0.98,0.01,-1,9,UN_UN_0,goals-162,0.01,0.98,0.02,0,611578fe8cbea39bf4928b6d,0
0.98,0.03,-1,10,UN_PX_0,goals-621,0.02,0.03,0.98,0,611578fe8cbea39bf4928b6d,0
0.02,0.98,-1,11,DX_PX_0,goals-216,0.02,0.99,0.02,0,611578fe8cbea39bf4928b6d,0
0.01,1,0.03,12,NX_PX_0,goals-621,0.99,0.03,0.04,0,611578fe8cbea39bf4928b6d,0
1,0.02,-1,13,DX_UN_0,goals-333,0.03,0.03,0.98,0,611578fe8cbea39bf4928b6d,0
0.02,0.97,0.02,14,PX_PX_0,goals-216,0.02,0.02,0.99,0,611578fe8cbea39bf4928b6d,0
0.98,0.02,0.04,15,PX_UN_0,goals-333,0.01,0.03,0.98,0,611578fe8cbea39bf4928b6d,0
0.03,0.99,0.01,16,NX_UN_0,goals-162,0.02,0.98,0.03,0,611578fe8cbea39bf4928b6d,0
0.78,0.54,0,1,NX_UN_0,goals-162,0.1,1,0.41,0,5ecc0ae50cf6970c228a6bd6,1
0.72,0.67,-1,2,UN_UN_0,goals-162,0.11,1,0.71,0,5ecc0ae50cf6970c228a6bd6,1
0.64,0.52,0.14,3,PX_PX_0,goals-216,0.66,0.49,1,0,5ecc0ae50cf6970c228a6bd6,1
0.14,0.86,-1,4,DX_PX_0,goals-216,0.44,0.54,0.82,0,5ecc0ae50cf6970c228a6bd6,1
0.56,0.77,0.1,5,NX_PX_0,goals-621,1,0.51,0.27,0,5ecc0ae50cf6970c228a6bd6,1
0.16,0.81,-1,6,DX_UN_0,goals-333,0.5,0.51,0.54,0,5ecc0ae50cf6970c228a6bd6,1
0.86,0.27,0.08,7,PX_UN_0,goals-333,0.5,0.5,0.5,0,5ecc0ae50cf6970c228a6bd6,1
0.5,0.5,-1,8,UN_PX_0,goals-621,1,0.34,0.16,0,5ecc0ae50cf6970c228a6bd6,1
1,0.16,-1,9,UN_PX_0,doors-72,0.28,0.76,0.44,0,5ecc0ae50cf6970c228a6bd6,1
1,0.36,0.11,10,PX_PX_0,doors-621,0.28,0.16,0.86,0,5ecc0ae50cf6970c228a6bd6,1
0.8,0.68,-1,11,UN_NX_0,doors-54,0.16,0.5,0.85,0,5ecc0ae50cf6970c228a6bd6,1
0.82,0.68,-1,12,UN_DX_0,doors-54,0.51,0.52,0.8,0,5ecc0ae50cf6970c228a6bd6,1
0.21,0.11,1,13,PX_DX_0,doors-216,0.17,0.44,0.85,0,5ecc0ae50cf6970c228a6bd6,1
0.15,1,-1,14,UN_UN_0,doors-27,0.6,0.6,0.49,0,5ecc0ae50cf6970c228a6bd6,1
0.1,0.92,0.21,15,PX_UN_0,doors-162,0.63,0.35,0.78,0,5ecc0ae50cf6970c228a6bd6,1
0.5,0.5,0.5,16,PX_NX_0,doors-333,0.79,0.79,0.16,0,5ecc0ae50cf6970c228a6bd6,1
0.73,0.57,-1,1,UN_UN_0,doors-72,0.17,0.83,0.45,0,59532996d5822e000125a73b,1
0.23,0.67,0.82,2,PX_DX_0,doors-162,0.02,0.22,0.98,0,59532996d5822e000125a73b,1
0.98,0.46,0.01,3,PX_UN_0,doors-621,0.56,0.73,0.34,0,59532996d5822e000125a73b,1
0.77,0.95,-1,4,UN_PX_0,doors-54,0.88,0.02,0.87,0,59532996d5822e000125a73b,1
0.87,0.85,-1,5,UN_NX_0,doors-54,0.02,0.77,0.98,0,59532996d5822e000125a73b,1
0.5,0.76,0.76,6,PX_PX_0,doors-333,0.66,0.68,0.71,0,59532996d5822e000125a73b,1
0.68,0.91,-1,7,UN_DX_0,doors-27,0.02,0.03,0.96,0,59532996d5822e000125a73b,1
0.73,0.73,0.01,8,PX_NX_0,doors-216,0.9,0.92,0.41,0,59532996d5822e000125a73b,1
0.9,0.88,-1,9,UN_PX_0,goals-333,0.96,0.02,0.83,0,59532996d5822e000125a73b,1
0.93,0.96,-1,10,UN_UN_0,goals-621,0.92,0.93,0.94,0,59532996d5822e000125a73b,1
0.95,0.95,0.04,11,NX_PX_0,goals-333,0.93,0.03,0.94,0,59532996d5822e000125a73b,1
0.68,0.93,-1,12,DX_PX_0,goals-162,0.83,0.98,0.05,0,59532996d5822e000125a73b,1
0.97,0.8,0.01,13,PX_UN_0,goals-216,0.52,0.53,0.96,2,59532996d5822e000125a73b,1
0.92,0.97,0.03,14,NX_UN_0,goals-621,0.98,0.62,0.01,0,59532996d5822e000125a73b,1
0.96,0.63,0.87,15,PX_PX_0,goals-162,0.6,0.76,0.95,0,59532996d5822e000125a73b,1
0.98,0.02,-1,16,DX_UN_0,goals-216,0.62,0.83,0.97,0,59532996d5822e000125a73b,1
0.6,0.64,0.07,1,NX_PX_0,goals-216,0.61,0.34,0.86,0,5755c957eb80c4000741a9ce,1
0.52,0.52,-1,2,UN_PX_0,goals-216,0.32,0.15,0.81,0,5755c957eb80c4000741a9ce,1
0.06,0.94,-1,3,DX_PX_0,goals-621,0.83,0.27,0.14,0,5755c957eb80c4000741a9ce,1
0.49,0.5,-1,4,UN_UN_0,goals-333,0.49,0.49,0.49,0,5755c957eb80c4000741a9ce,1
0.64,0.65,0.07,5,NX_UN_0,goals-333,0.48,0.48,0.48,0,5755c957eb80c4000741a9ce,1
0.78,0.26,0.04,6,PX_UN_0,goals-162,0.1,0.83,0.25,0,5755c957eb80c4000741a9ce,1
0.05,0.87,0.06,7,PX_PX_0,goals-621,0.81,0.3,0.08,0,5755c957eb80c4000741a9ce,1
0.92,0.07,-1,8,DX_UN_0,goals-162,0.1,0.82,0.22,0,5755c957eb80c4000741a9ce,1
0.28,0.06,0.82,9,PX_PX_0,doors-216,0.24,0.36,0.42,0,5755c957eb80c4000741a9ce,1
0.91,0.13,-1,10,UN_DX_0,doors-72,0.11,0.12,0.86,0,5755c957eb80c4000741a9ce,1
0.64,0.43,-1,11,UN_UN_0,doors-54,0.49,0.49,0.5,0,5755c957eb80c4000741a9ce,1
0.1,0.65,0.27,12,PX_NX_0,doors-162,0.6,0.63,0.04,0,5755c957eb80c4000741a9ce,1
0.54,0.47,-1,13,UN_PX_0,doors-54,0.65,0,0.43,0,5755c957eb80c4000741a9ce,1
0.48,0,0.35,14,PX_DX_0,doors-621,0.12,0,0.75,0,5755c957eb80c4000741a9ce,1
0.35,0.71,-1,15,UN_NX_0,doors-27,0,0.74,0.32,0,5755c957eb80c4000741a9ce,1
0.71,0.26,0,16,PX_UN_0,doors-333,0.57,0.73,0.4,0,5755c957eb80c4000741a9ce,1
0.98,0.98,0.96,1,PX_UN_0,doors-216,0.3,0.03,0.99,0,61364d250433ee40764f71b4,1
0.98,0.99,-1,2,UN_UN_0,doors-54,0.54,0.35,0.78,0,61364d250433ee40764f71b4,1
0.24,0.97,-1,3,UN_PX_0,doors-27,0.99,0.02,0.97,0,61364d250433ee40764f71b4,1
0.03,0.99,0.04,4,PX_PX_0,doors-162,0.78,0.82,0.02,0,61364d250433ee40764f71b4,1
0.62,0.53,-1,5,UN_DX_0,doors-54,0.03,0.03,0.99,0,61364d250433ee40764f71b4,1
0.85,0.03,-1,6,UN_NX_0,doors-72,0.8,0.01,0.92,0,61364d250433ee40764f71b4,1
0.98,0.98,0.03,7,PX_NX_0,doors-621,0.02,0.03,0.99,0,61364d250433ee40764f71b4,1
0.96,0.97,0,8,PX_DX_0,doors-333,0.03,0.03,0.99,0,61364d250433ee40764f71b4,1
0.97,0.98,-1,9,UN_UN_0,goals-216,0.02,0.01,1,0,61364d250433ee40764f71b4,1
0.99,0.02,-1,10,UN_PX_0,goals-162,0.02,0.98,0.02,0,61364d250433ee40764f71b4,1
0.55,0.55,0.03,11,NX_UN_0,goals-216,0,0.02,0.98,0,61364d250433ee40764f71b4,1
0.55,0.54,0.52,12,PX_PX_0,goals-333,0.53,0.55,0.54,0,61364d250433ee40764f71b4,1
0.2,0.7,0.71,13,NX_PX_0,goals-162,0.03,0.97,0,0,61364d250433ee40764f71b4,1
0.51,0.52,-1,14,DX_PX_0,goals-333,0.53,0.53,0.53,0,61364d250433ee40764f71b4,1
0.52,0.54,0.04,15,PX_UN_0,goals-621,0.98,0.03,0.03,0,61364d250433ee40764f71b4,1
0.98,0.02,-1,16,DX_UN_0,goals-621,0.99,0.03,0.03,0,61364d250433ee40764f71b4,1
0.84,0.77,0.32,1,PX_UN_0,goals-162,0.28,0.84,0.73,0,604fa685e33606f9a0ee8189,0
0.81,0.81,0.3,2,NX_UN_0,goals-333,0.64,0.79,0.37,0,604fa685e33606f9a0ee8189,0
0.47,0.47,-1,3,UN_PX_0,goals-216,0.7,0.25,0.72,0,604fa685e33606f9a0ee8189,0
0.5,0.67,-1,4,DX_PX_0,goals-621,0.77,0.6,0.18,0,604fa685e33606f9a0ee8189,0
0.58,0.76,0.33,5,PX_PX_0,goals-621,0.82,0.22,0.51,0,604fa685e33606f9a0ee8189,0
0.63,0.64,0.84,6,NX_PX_0,goals-216,0.53,0.36,0.75,0,604fa685e33606f9a0ee8189,0
0.81,0.41,-1,7,DX_UN_0,goals-162,0.22,0.85,0.55,0,604fa685e33606f9a0ee8189,0
0.49,0.49,-1,8,UN_UN_0,goals-333,0.46,0.46,0.46,0,604fa685e33606f9a0ee8189,0
0.6,0.76,0.3,9,PX_NX_0,doors-162,0.66,0.79,0.36,0,604fa685e33606f9a0ee8189,0
0.68,0.48,-1,10,UN_DX_0,doors-72,0.31,0.24,0.84,0,604fa685e33606f9a0ee8189,0
0.75,0.64,-1,11,UN_PX_0,doors-54,0.68,0.32,0.69,0,604fa685e33606f9a0ee8189,0
0.73,0.73,0.3,12,PX_UN_0,doors-333,0.61,0.61,0.41,0,604fa685e33606f9a0ee8189,0
0.46,0.75,-1,13,UN_NX_0,doors-27,0.2,0.79,0.68,0,604fa685e33606f9a0ee8189,0
0.46,0.47,0.78,14,PX_DX_0,doors-621,0.53,0.6,0.8,0,604fa685e33606f9a0ee8189,0
0.59,0.59,0.41,15,PX_PX_0,doors-216,0.44,0.46,0.71,1,604fa685e33606f9a0ee8189,0
0.76,0.66,-1,16,UN_UN_0,doors-54,0.47,0.47,0.47,0,604fa685e33606f9a0ee8189,0
0.51,0.5,-1,1,UN_UN_0,doors-27,0.48,0.49,0.5,0,6124bc2ab4a7042465e1f558,1
0.5,0.49,-1,2,UN_PX_0,doors-72,0.73,0.03,0.49,0,6124bc2ab4a7042465e1f558,1
0.51,0.5,0.05,3,PX_NX_0,doors-333,0.5,0.51,0.04,0,6124bc2ab4a7042465e1f558,1
0.51,0.02,0.53,4,PX_DX_0,doors-216,0.01,0.03,1,0,6124bc2ab4a7042465e1f558,1
0.49,0.49,-1,5,UN_DX_0,doors-54,0.01,0.01,0.98,0,6124bc2ab4a7042465e1f558,1
0.51,0.5,-1,6,UN_NX_0,doors-54,0,0.56,0.58,0,6124bc2ab4a7042465e1f558,1
0.51,0.47,0.03,7,PX_PX_0,doors-621,0.48,0.01,0.51,0,6124bc2ab4a7042465e1f558,1
0.49,0.48,0.03,8,PX_UN_0,doors-162,0.49,0.46,0.44,2,6124bc2ab4a7042465e1f558,1
0.5,0.49,0,9,PX_PX_0,goals-216,0.65,0.01,0.68,0,6124bc2ab4a7042465e1f558,1
0.47,0.49,0.03,10,NX_UN_0,goals-162,0.46,0.46,0.5,0,6124bc2ab4a7042465e1f558,1
0.99,0.01,-1,11,DX_UN_0,goals-333,0.47,0.47,0.47,0,6124bc2ab4a7042465e1f558,1
0.49,0.5,0.03,12,NX_PX_0,goals-621,0.53,0.01,0.59,0,6124bc2ab4a7042465e1f558,1
0.51,0.51,-1,13,UN_PX_0,goals-621,0.5,0.03,0.47,0,6124bc2ab4a7042465e1f558,1
0,1,-1,14,DX_PX_0,goals-216,0.49,0.49,0.01,0,6124bc2ab4a7042465e1f558,1
0.49,0.49,-1,15,UN_UN_0,goals-162,0.48,0.49,0.49,0,6124bc2ab4a7042465e1f558,1
0.49,0.48,0.01,16,PX_UN_0,goals-333,0.49,0.5,0.5,0,6124bc2ab4a7042465e1f558,1
0.99,0,-1,1,DX_UN_0,goals-333,0.44,0.45,0.46,0,614887d882f67338e296aab3,1
0.98,0.03,-1,2,DX_PX_0,goals-216,0.1,0.99,0.32,0,614887d882f67338e296aab3,1
0.98,0.71,0.01,3,NX_UN_0,goals-162,0.05,0.91,0.27,0,614887d882f67338e296aab3,1
0.57,0.68,-1,4,UN_PX_0,goals-621,0.92,0.31,0.16,0,614887d882f67338e296aab3,1
0.11,0.94,0.12,5,PX_PX_0,goals-216,0.4,0.09,0.87,0,614887d882f67338e296aab3,1
0.61,0.93,0.15,6,NX_PX_0,goals-621,0.9,0.39,0.19,0,614887d882f67338e296aab3,1
0.87,0.84,0.09,7,PX_UN_0,goals-333,0.94,0.91,0.96,0,614887d882f67338e296aab3,1
0.93,0.91,-1,8,UN_UN_0,goals-162,0.16,0.87,0.28,0,614887d882f67338e296aab3,1
0.98,0.98,0.98,9,PX_NX_0,doors-333,0.57,0.67,0.66,0,614887d882f67338e296aab3,1
0.19,0.17,0.93,10,PX_DX_0,doors-216,0.27,0.22,0.93,0,614887d882f67338e296aab3,1
0.98,0.39,-1,11,UN_PX_0,doors-72,0.9,0.08,0.86,0,614887d882f67338e296aab3,1
0.92,0.47,0.45,12,PX_PX_0,doors-621,0.51,0.46,0.91,0,614887d882f67338e296aab3,1
0.21,0.86,0.2,13,PX_UN_0,doors-162,0.41,0.88,0.36,0,614887d882f67338e296aab3,1
0.93,0.32,-1,14,UN_DX_0,doors-54,0.25,0.17,0.92,0,614887d882f67338e296aab3,1
0.91,0.38,-1,15,UN_NX_0,doors-54,0.28,0.25,0.95,0,614887d882f67338e296aab3,1
0.17,0.87,-1,16,UN_UN_0,doors-27,0.91,0.18,0.13,0,614887d882f67338e296aab3,1
0.47,0.47,-1,1,UN_DX_0,doors-27,0,0,1,0,601bef4596efd9620b3891dc,1
0.63,0.36,0,2,PX_UN_0,doors-621,0.59,0.59,0.23,0,601bef4596efd9620b3891dc,1
0.5,0.49,-1,3,UN_NX_0,doors-54,0,0.63,0.63,0,601bef4596efd9620b3891dc,1
0.61,0.84,0,4,PX_PX_0,doors-333,0.25,0,0.77,0,601bef4596efd9620b3891dc,1
0.47,0.47,-1,5,UN_PX_0,doors-54,0.47,0,0.46,0,601bef4596efd9620b3891dc,1
0.48,0.48,-1,6,UN_UN_0,doors-72,0.49,0.49,0.49,0,601bef4596efd9620b3891dc,1
0.52,0.51,0.5,7,PX_DX_0,doors-162,0,0,1,0,601bef4596efd9620b3891dc,1
0.38,0.37,0.19,8,PX_NX_0,doors-216,0.47,0.47,0.04,0,601bef4596efd9620b3891dc,1
0.5,0.49,-1,9,UN_UN_0,goals-621,0.76,0.46,0.46,0,601bef4596efd9620b3891dc,1
0.7,0.69,0,10,PX_UN_0,goals-216,0.48,0.48,0.67,2,601bef4596efd9620b3891dc,1
0.62,0.62,0,11,PX_PX_0,goals-162,0,0,0.73,0,601bef4596efd9620b3891dc,1
1,0,-1,12,DX_UN_0,goals-216,0.47,0.47,0.69,0,601bef4596efd9620b3891dc,1
0.62,0.62,0,13,NX_PX_0,goals-333,0.59,0,0.6,0,601bef4596efd9620b3891dc,1
0.64,0.66,0,14,NX_UN_0,goals-621,0.73,0.6,0.45,0,601bef4596efd9620b3891dc,1
0.53,0.53,-1,15,UN_PX_0,goals-333,0.63,0,0.62,0,601bef4596efd9620b3891dc,1
0,1,-1,16,DX_PX_0,goals-162,0.6,0.59,0,0,601bef4596efd9620b3891dc,1
0.73,0.58,-1,1,UN_PX_0,doors-54,0.47,0.05,0.49,0,610e168999b7d78cbbed1aad,1
0.47,0.34,0.15,2,PX_NX_0,doors-216,0.63,0.66,0.33,0,610e168999b7d78cbbed1aad,1
0.73,0.68,-1,3,UN_NX_0,doors-54,0.34,0.08,0.66,0,610e168999b7d78cbbed1aad,1
0.8,0.29,-1,4,UN_UN_0,doors-72,0.68,0.55,0.7,0,610e168999b7d78cbbed1aad,1
0.26,0.87,-1,5,UN_DX_0,doors-27,0.14,0.11,0.79,0,610e168999b7d78cbbed1aad,1
0.12,0.54,0.39,6,PX_DX_0,doors-162,0.61,0.38,0.81,0,610e168999b7d78cbbed1aad,1
0.85,0.21,0.12,7,PX_UN_0,doors-621,0.07,0.71,0.74,0,610e168999b7d78cbbed1aad,1
0.71,0.72,0.37,8,PX_PX_0,doors-333,0.5,0.11,0.77,0,610e168999b7d78cbbed1aad,1
0.54,0.54,-1,9,UN_PX_0,goals-333,0.71,0.1,0.75,0,610e168999b7d78cbbed1aad,1
0.55,0.56,-1,10,UN_UN_0,goals-621,0.76,0.26,0.16,0,610e168999b7d78cbbed1aad,1
0.65,0.67,0.27,11,PX_PX_0,goals-162,0.36,0.54,0.66,0,610e168999b7d78cbbed1aad,1
0.34,0.66,-1,12,DX_PX_0,goals-162,0.15,0.78,0.51,0,610e168999b7d78cbbed1aad,1
0.74,0.64,0.24,13,NX_UN_0,goals-621,0.79,0.49,0.07,0,610e168999b7d78cbbed1aad,1
0.62,0.62,0.25,14,PX_UN_0,goals-216,0.36,0.28,0.76,0,610e168999b7d78cbbed1aad,1
0.61,0.63,0.34,15,NX_PX_0,goals-333,0.62,0.14,0.68,0,610e168999b7d78cbbed1aad,1
0.76,0.08,-1,16,DX_UN_0,goals-216,0.29,0.19,0.77,0,610e168999b7d78cbbed1aad,1
0.7,0.22,-1,1,UN_DX_0,doors-72,0.02,0.01,1,0,6120c023cb6c71071b3727d9,0
0.59,0.45,-1,2,UN_PX_0,doors-54,0.77,0.01,0.54,0,6120c023cb6c71071b3727d9,0
0.51,0.51,0.51,3,PX_UN_0,doors-333,0.31,0.79,0.58,0,6120c023cb6c71071b3727d9,0
0.15,0.74,0.29,4,PX_NX_0,doors-162,0.6,0.61,0.03,0,6120c023cb6c71071b3727d9,0
0.28,0.15,0.76,5,PX_PX_0,doors-216,0.43,0.11,0.75,0,6120c023cb6c71071b3727d9,0
0.74,0.24,0.12,6,PX_DX_0,doors-621,0.31,0.13,0.83,0,6120c023cb6c71071b3727d9,0
0.66,0.59,-1,7,UN_UN_0,doors-54,0.48,0.46,0.46,0,6120c023cb6c71071b3727d9,0
0.16,0.86,-1,8,UN_NX_0,doors-27,0.03,0.76,0.28,0,6120c023cb6c71071b3727d9,0
0.49,0.5,-1,9,UN_UN_0,goals-333,0.49,0.5,0.49,0,6120c023cb6c71071b3727d9,0
0.55,0.55,0.03,10,NX_UN_0,goals-333,0.5,0.5,0.5,0,6120c023cb6c71071b3727d9,0
0.49,0.49,-1,11,UN_PX_0,goals-216,0.22,0.1,0.66,0,6120c023cb6c71071b3727d9,0
0.66,0.51,0.16,12,PX_UN_0,goals-162,0.11,0.7,0.18,0,6120c023cb6c71071b3727d9,0
0.75,0.14,-1,13,DX_UN_0,goals-162,0.13,0.74,0.21,0,6120c023cb6c71071b3727d9,0
0.6,0.59,0.08,14,NX_PX_0,goals-216,0.25,0.12,0.71,0,6120c023cb6c71071b3727d9,0
0.15,0.77,-1,15,DX_PX_0,goals-621,0.86,0.32,0.2,0,6120c023cb6c71071b3727d9,0
0.49,0.72,0.14,16,PX_PX_0,goals-621,0.73,0.27,0.14,0,6120c023cb6c71071b3727d9,0
0.15,0.82,-1,1,UN_UN_0,doors-27,0.33,0.32,0.32,0,5f522c40069004482b3af322,0
0.75,0.49,0.21,2,PX_PX_0,doors-621,0.06,0.07,1,0,5f522c40069004482b3af322,0
0.33,0.12,0.88,3,PX_DX_0,doors-216,0.07,0.07,0.88,0,5f522c40069004482b3af322,0
0.67,0.94,0,4,PX_UN_0,doors-162,0.36,0.36,0.36,0,5f522c40069004482b3af322,0
0.84,0.75,-1,5,UN_DX_0,doors-54,0,0,1,0,5f522c40069004482b3af322,0
0.48,0.48,0,6,PX_NX_0,doors-333,0.48,0.48,0,0,5f522c40069004482b3af322,0
0.82,0.62,-1,7,UN_PX_0,doors-72,0.45,0,0.47,0,5f522c40069004482b3af322,0
0.62,0.48,-1,8,UN_NX_0,doors-54,0,0.48,0.63,0,5f522c40069004482b3af322,0
0,1,-1,9,DX_PX_0,goals-216,0.66,0.45,0,0,5f522c40069004482b3af322,0
0.49,0.49,0,10,PX_PX_0,goals-216,0.27,0,0.85,0,5f522c40069004482b3af322,0
0.48,0.48,0,11,NX_PX_0,goals-621,0.81,0,0.23,0,5f522c40069004482b3af322,0
0.49,0.49,0,12,PX_UN_0,goals-333,0.33,0.34,0.34,0,5f522c40069004482b3af322,0
1,0,-1,13,DX_UN_0,goals-333,0.35,0.35,0.36,0,5f522c40069004482b3af322,0
0.47,0.47,0,14,NX_UN_0,goals-162,0.15,0.88,0.46,0,5f522c40069004482b3af322,0
0.47,0.47,-1,15,UN_PX_0,goals-621,0.87,0,0.16,0,5f522c40069004482b3af322,0
0.49,0.48,-1,16,UN_UN_0,goals-162,0.13,0.88,0.38,0,5f522c40069004482b3af322,0
0.27,0.69,-1,1,UN_DX_0,doors-72,0.71,0.68,0.28,0,61087b92bcc8558c38a72dda,1
0.31,0.3,0.71,2,PX_PX_0,doors-216,0.84,0.66,0.18,0,61087b92bcc8558c38a72dda,1
0.83,0.3,-1,3,UN_UN_0,doors-54,0.66,0.41,0.43,0,61087b92bcc8558c38a72dda,1
0.77,0.66,0.58,4,PX_UN_0,doors-333,0.34,0.64,0.84,0,61087b92bcc8558c38a72dda,1
0.41,0.65,-1,5,UN_NX_0,doors-27,0.56,0.77,0.3,0,61087b92bcc8558c38a72dda,1
0.78,0.3,0.7,6,PX_DX_0,doors-621,0.77,0.66,0.6,0,61087b92bcc8558c38a72dda,1
0.63,0.51,-1,7,UN_PX_0,doors-54,0.66,0.55,0.53,0,61087b92bcc8558c38a72dda,1
0.32,0.67,0.5,8,PX_NX_0,doors-162,0.58,0.4,0.73,0,61087b92bcc8558c38a72dda,1
0.39,0.68,-1,9,DX_PX_0,goals-621,0.75,0.4,0.33,0,61087b92bcc8558c38a72dda,1
0.65,0.6,0.47,10,NX_UN_0,goals-333,0.47,0.47,0.47,0,61087b92bcc8558c38a72dda,1
0.5,0.49,0.72,11,PX_UN_0,goals-162,0.28,0.75,0.6,0,61087b92bcc8558c38a72dda,1
0.67,0.5,-1,12,UN_UN_0,goals-333,0.47,0.48,0.47,0,61087b92bcc8558c38a72dda,1
0.51,0.34,0.75,13,NX_PX_0,goals-216,0.45,0.21,0.77,0,61087b92bcc8558c38a72dda,1
0.63,0.46,-1,14,UN_PX_0,goals-216,0.46,0.3,0.84,0,61087b92bcc8558c38a72dda,1
0.43,0.21,0.59,15,PX_PX_0,goals-621,0.84,0.39,0.2,0,61087b92bcc8558c38a72dda,1
0.56,0.42,-1,16,DX_UN_0,goals-162,0.26,0.67,0.43,0,61087b92bcc8558c38a72dda,1
0.26,0.81,-1,1,UN_PX_0,doors-27,0.78,0.01,0.79,0,61096b18dc10f2a5fb0db48b,0
0.44,0.46,0.47,2,PX_DX_0,doors-333,0.02,0.04,0.96,0,61096b18dc10f2a5fb0db48b,0
