1,2,3,trial_num,map,prior,A,B,C,wrong_objective,unique_id,quiz_attempts
0.09,0.9,-1,11,UN_NX_0,doors-27,0.11,0.48,0.85,0,614b8b6bdf80ab82f27b3897,1
0.47,0.49,0.49,12,PX_UN_0,doors-333,0.48,0.48,0.48,2,614b8b6bdf80ab82f27b3897,1
0.04,0.77,0.28,13,PX_NX_0,doors-162,0.32,0.3,0.82,0,614b8b6bdf80ab82f27b3897,1
0.75,0.16,-1,14,UN_DX_0,doors-72,0.5,0.48,0.25,0,614b8b6bdf80ab82f27b3897,1
0.82,0.52,0.25,15,PX_DX_0,doors-621,0.52,0.52,0.21,0,614b8b6bdf80ab82f27b3897,1
0.73,0.42,-1,16,UN_UN_0,doors-54,0.42,0.65,0.42,0,614b8b6bdf80ab82f27b3897,1
0.26,0.78,0.43,1,PX_UN_0,doors-162,0.56,0.66,0.33,0,5dcaf14b6a24b57c7203565d,1
0.31,0.69,-1,2,UN_UN_0,doors-27,0.47,0.51,0.49,0,5dcaf14b6a24b57c7203565d,1
0.74,0.34,0.16,3,PX_PX_0,doors-621,0.4,0.42,0.69,0,5dcaf14b6a24b57c7203565d,1
0.34,0.11,0.78,4,PX_DX_0,doors-216,0.2,0.21,0.76,0,5dcaf14b6a24b57c7203565d,1
0.75,0.27,-1,5,UN_DX_0,doors-54,0.03,0.06,0.99,0,5dcaf14b6a24b57c7203565d,1
0.74,0.13,-1,6,UN_PX_0,doors-72,0.67,0.21,0.56,0,5dcaf14b6a24b57c7203565d,1
0.5,0.49,0.48,7,PX_NX_0,doors-333,0.59,0.6,0.18,0,5dcaf14b6a24b57c7203565d,1
0.62,0.39,-1,8,UN_NX_0,doors-54,0.23,0.25,0.66,0,5dcaf14b6a24b57c7203565d,1
0.47,0.49,-1,9,UN_UN_0,goals-162,0.12,0.88,0.28,0,5dcaf14b6a24b57c7203565d,1
0.27,0.42,-1,10,DX_PX_0,goals-216,0.21,0.1,0.64,0,5dcaf14b6a24b57c7203565d,1
0.44,0.43,0.18,11,NX_PX_0,goals-621,0.8,0.37,0.14,0,5dcaf14b6a24b57c7203565d,1
0.66,0.63,0.3,12,PX_PX_0,goals-216,0.21,0.11,0.67,0,5dcaf14b6a24b57c7203565d,1
0.87,0.14,-1,13,DX_UN_0,goals-333,0.51,0.46,0.46,0,5dcaf14b6a24b57c7203565d,1
0.48,0.49,-1,14,UN_PX_0,goals-621,0.93,0.22,0.2,0,5dcaf14b6a24b57c7203565d,1
0.52,0.49,0.11,15,NX_UN_0,goals-162,0.15,0.74,0.28,0,5dcaf14b6a24b57c7203565d,1
0.57,0.38,0.2,16,PX_UN_0,goals-333,0.49,0.49,0.51,0,5dcaf14b6a24b57c7203565d,1
0.4,0.4,0.37,1,PX_PX_0,doors-333,0.75,0.03,0.53,0,614c5d3911d2a431c2c59857,0
0.72,0.26,-1,2,UN_PX_0,doors-54,0.53,0,0.51,0,614c5d3911d2a431c2c59857,0
0.5,0.48,0.5,3,PX_DX_0,doors-162,0.02,0.03,0.97,0,614c5d3911d2a431c2c59857,0
0.45,0.45,-1,4,UN_UN_0,doors-72,0.51,0.51,0.51,0,614c5d3911d2a431c2c59857,0
0.68,0.3,0.06,5,PX_UN_0,doors-621,0.56,0.58,0.55,0,614c5d3911d2a431c2c59857,0
0.68,0.56,0.01,6,PX_NX_0,doors-216,0.54,0.55,0.6,0,614c5d3911d2a431c2c59857,0
0.34,0.76,-1,7,UN_DX_0,doors-27,0.02,0.03,0.97,0,614c5d3911d2a431c2c59857,0
0.65,0.5,-1,8,UN_NX_0,doors-54,0.02,0.43,0.44,0,614c5d3911d2a431c2c59857,0
0.53,0.53,0,9,NX_UN_0,goals-621,0.71,0.55,0.28,0,614c5d3911d2a431c2c59857,0
0.53,0.49,-1,10,UN_PX_0,goals-333,0.45,0.02,0.52,0,614c5d3911d2a431c2c59857,0
0.97,0.01,-1,11,DX_UN_0,goals-216,0.41,0.29,0.62,0,614c5d3911d2a431c2c59857,0
0.01,0.97,-1,12,DX_PX_0,goals-162,0.36,0.76,0.04,0,614c5d3911d2a431c2c59857,0
0.47,0.65,0.4,13,NX_PX_0,goals-333,0.47,0.02,0.5,0,614c5d3911d2a431c2c59857,0
0.31,0.67,0.4,14,PX_PX_0,goals-162,0.41,0.36,0.66,0,614c5d3911d2a431c2c59857,0
0.63,0.62,0.23,15,PX_UN_0,goals-216,0.45,0.32,0.58,5,614c5d3911d2a431c2c59857,0
0.44,0.43,-1,16,UN_UN_0,goals-621,0.7,0.39,0.29,0,614c5d3911d2a431c2c59857,0
0.84,0.59,0.27,1,PX_DX_0,doors-621,0.34,0.1,0.81,0,6147323532b4416a5962051d,1
0.82,0.59,0.25,2,PX_UN_0,doors-333,0.86,0.54,0.33,0,6147323532b4416a5962051d,1
0.06,0.73,0.5,3,PX_NX_0,doors-162,0.49,0.48,0.86,0,6147323532b4416a5962051d,1
0.82,0.44,-1,4,UN_DX_0,doors-72,0.35,0.46,0.95,0,6147323532b4416a5962051d,1
0.84,0.06,-1,5,UN_UN_0,doors-54,0.81,0.81,0.83,0,6147323532b4416a5962051d,1
0.18,0.86,-1,6,UN_NX_0,doors-27,0.89,0.55,0.76,1,6147323532b4416a5962051d,1
0.63,0.32,0.88,7,PX_PX_0,doors-216,0.61,0.33,0.82,0,6147323532b4416a5962051d,1
0.87,0.08,-1,8,UN_PX_0,doors-54,0.43,0.63,0.85,1,6147323532b4416a5962051d,1
0.79,0.54,0.38,9,NX_UN_0,goals-333,0.82,0.83,0.84,0,6147323532b4416a5962051d,1
0.81,0.36,-1,10,DX_PX_0,goals-621,0.86,0.6,0.31,0,6147323532b4416a5962051d,1
0.75,0.5,-1,11,DX_UN_0,goals-162,0.16,0.81,0.51,0,6147323532b4416a5962051d,1
0.27,0.66,-1,12,UN_PX_0,goals-216,0.54,0.18,0.8,3,6147323532b4416a5962051d,1
0.74,0.45,0.21,13,PX_PX_0,goals-621,0.85,0.5,0.18,1,6147323532b4416a5962051d,1
0.78,0.39,0.08,14,PX_UN_0,goals-162,0.05,0.81,0.51,0,6147323532b4416a5962051d,1
0.89,0.28,-1,15,UN_UN_0,goals-333,0.64,0.66,0.64,0,6147323532b4416a5962051d,1
0.81,0.43,0.15,16,NX_PX_0,goals-216,0.51,0.11,0.77,1,6147323532b4416a5962051d,1
0.59,0.55,0,1,NX_UN_0,goals-621,0.46,0.42,0.35,0,6109b3176126187a5fb5d9be,0
0.47,0.48,-1,2,UN_PX_0,goals-333,0.46,0,0.47,0,6109b3176126187a5fb5d9be,0
0.01,0.98,-1,3,DX_PX_0,goals-162,0.26,0.62,0.02,0,6109b3176126187a5fb5d9be,0
0.72,0.4,0.01,4,PX_UN_0,goals-216,0.53,0.55,0.44,0,6109b3176126187a5fb5d9be,0
0.19,0.5,0,5,PX_PX_0,goals-162,0.36,0,0.53,0,6109b3176126187a5fb5d9be,0
1,0.01,-1,6,DX_UN_0,goals-216,0.48,0.49,0.49,0,6109b3176126187a5fb5d9be,0
0.52,0.48,-1,7,UN_UN_0,goals-621,0.47,0.47,0.47,0,6109b3176126187a5fb5d9be,0
0.42,0.43,0.01,8,NX_PX_0,goals-333,0.48,0.01,0.45,0,6109b3176126187a5fb5d9be,0
0.34,0.65,0.02,9,PX_PX_0,doors-333,0.25,0.01,0.56,0,6109b3176126187a5fb5d9be,0
0.5,0.48,-1,10,UN_UN_0,doors-72,0.5,0.47,0.48,0,6109b3176126187a5fb5d9be,0
0.48,0.47,-1,11,UN_DX_0,doors-27,0.02,0.02,0.98,0,6109b3176126187a5fb5d9be,0
0.65,0.22,0.01,12,PX_NX_0,doors-216,0.51,0.51,0.03,0,6109b3176126187a5fb5d9be,0
0.44,0.01,0.74,13,PX_DX_0,doors-162,0,0.02,0.78,0,6109b3176126187a5fb5d9be,0
0.7,0.36,0.02,14,PX_UN_0,doors-621,0.62,0.6,0.6,0,6109b3176126187a5fb5d9be,0
0.65,0.34,-1,15,UN_NX_0,doors-54,0.01,0.34,0.68,0,6109b3176126187a5fb5d9be,0
0.5,0.52,-1,16,UN_PX_0,doors-54,0.52,0.02,0.51,0,6109b3176126187a5fb5d9be,0
0.97,0.48,0.07,1,PX_PX_0,doors-621,0.92,0.62,0.02,0,614b2b8250a48f343b241028,1
0.47,1,-1,2,UN_UN_0,doors-27,0.1,0.89,0.92,0,614b2b8250a48f343b241028,1
0.89,0.48,-1,3,UN_DX_0,doors-54,0.87,0.86,0.49,0,614b2b8250a48f343b241028,1
0.61,0.89,-1,4,UN_NX_0,doors-54,0.05,0.84,0.88,1,614b2b8250a48f343b241028,1
0.45,0.78,0.41,5,PX_UN_0,doors-162,0.27,0.75,0.23,4,614b2b8250a48f343b241028,1
0.89,0.35,-1,6,UN_PX_0,doors-72,0.13,0.81,0.75,0,614b2b8250a48f343b241028,1
0.23,0.06,0.88,7,PX_DX_0,doors-216,0.85,0.24,0.79,1,614b2b8250a48f343b241028,1
0.81,0.78,0.53,8,PX_NX_0,doors-333,0.54,0.62,0.07,0,614b2b8250a48f343b241028,1
0.74,0.72,-1,9,UN_UN_0,goals-162,0.22,0.51,0.93,0,614b2b8250a48f343b241028,1
0.76,0.69,0.27,10,PX_UN_0,goals-333,0.54,0.4,0.57,2,614b2b8250a48f343b241028,1
0.85,0.2,0.86,11,PX_PX_0,goals-216,0.42,0.16,0.93,0,614b2b8250a48f343b241028,1
0.87,0.5,-1,12,DX_UN_0,goals-333,0.36,0.68,0.7,0,614b2b8250a48f343b241028,1
0.91,0.94,0.15,13,NX_UN_0,goals-162,0.61,0.89,0.31,0,614b2b8250a48f343b241028,1
0.8,0.95,-1,14,UN_PX_0,goals-621,0.64,0.34,0.07,0,614b2b8250a48f343b241028,1
0.27,0.82,-1,15,DX_PX_0,goals-216,0.54,0.36,0.8,0,614b2b8250a48f343b241028,1
0.83,0.81,0.8,16,NX_PX_0,goals-621,0.71,0.36,0.06,0,614b2b8250a48f343b241028,1
0.18,0.9,-1,1,DX_PX_0,goals-333,0.23,0.73,0.23,0,6114488c9881b84dd7788ffb,1
0.83,0.84,0,2,NX_UN_0,goals-216,0.03,0.04,0.98,0,6114488c9881b84dd7788ffb,1
0.52,0.53,-1,3,UN_PX_0,goals-162,0.3,0.31,0.87,0,6114488c9881b84dd7788ffb,1
0.81,0.15,-1,4,DX_UN_0,goals-621,0.84,0.27,0.27,0,6114488c9881b84dd7788ffb,1
0.36,0.37,0.35,5,NX_PX_0,goals-162,0.23,0.23,0.86,0,6114488c9881b84dd7788ffb,1
0.68,0.22,0.69,6,PX_PX_0,goals-333,0.73,0.3,0.72,0,6114488c9881b84dd7788ffb,1
0.81,0.36,0.05,7,PX_UN_0,goals-621,0.86,0.19,0.19,3,6114488c9881b84dd7788ffb,1
0.53,0.53,-1,8,UN_UN_0,goals-216,0.59,0.11,0.93,0,6114488c9881b84dd7788ffb,1
0.91,0.59,0.18,9,PX_NX_0,doors-621,0.71,0.71,0.19,0,6114488c9881b84dd7788ffb,1
0.14,0.86,0.54,10,PX_PX_0,doors-162,0.58,0.73,0.08,0,6114488c9881b84dd7788ffb,1
0.55,0.24,0.82,11,PX_UN_0,doors-216,0.1,0.68,0.92,1,6114488c9881b84dd7788ffb,1
0.83,0.71,-1,12,UN_DX_0,doors-54,0.03,0.05,0.95,0,6114488c9881b84dd7788ffb,1
0.96,0.24,-1,13,UN_NX_0,doors-72,0.05,0.07,0.97,0,6114488c9881b84dd7788ffb,1
0.28,0.93,-1,14,UN_PX_0,doors-27,0.67,0.02,0.65,0,6114488c9881b84dd7788ffb,1
0.88,0.63,-1,15,UN_UN_0,doors-54,0.73,0.14,0.72,0,6114488c9881b84dd7788ffb,1
0.6,0.58,0.58,16,PX_DX_0,doors-333,0.03,0.03,0.97,0,6114488c9881b84dd7788ffb,1
0.47,0.47,0,1,PX_UN_0,goals-216,0.2,0.13,0.8,0,5eeaa7b09312211d1553c286,1
0.45,0.45,-1,2,UN_UN_0,goals-621,0.75,0.18,0.11,0,5eeaa7b09312211d1553c286,1
0.66,0.39,0.34,3,PX_PX_0,goals-162,0.11,0.92,0.32,0,5eeaa7b09312211d1553c286,1
0.4,0.41,0.41,4,NX_PX_0,goals-333,0.43,0.42,0.46,0,5eeaa7b09312211d1553c286,1
0.09,0.85,-1,5,DX_PX_0,goals-162,0.12,0.85,0.22,0,5eeaa7b09312211d1553c286,1
0.45,0.45,-1,6,UN_PX_0,goals-333,0.49,0.5,0.46,0,5eeaa7b09312211d1553c286,1
0.88,0.59,0.03,7,NX_UN_0,goals-621,0.89,0.12,0.06,0,5eeaa7b09312211d1553c286,1
1,0.01,-1,8,DX_UN_0,goals-216,0.09,0.07,0.94,0,5eeaa7b09312211d1553c286,1
0.05,0.92,-1,9,UN_DX_0,doors-27,0.06,0.02,0.9,0,5eeaa7b09312211d1553c286,1
0.7,0.28,-1,10,UN_NX_0,doors-54,0.07,0.08,0.95,0,5eeaa7b09312211d1553c286,1
0.47,0.46,0.44,11,PX_PX_0,doors-333,0.45,0.46,0.46,0,5eeaa7b09312211d1553c286,1
0.51,0.36,-1,12,UN_PX_0,doors-54,0.81,0.19,0.3,0,5eeaa7b09312211d1553c286,1
0.9,0.09,-1,13,UN_UN_0,doors-72,0.08,0.89,0.03,0,5eeaa7b09312211d1553c286,1
0.06,0.16,0.77,14,PX_DX_0,doors-162,0.09,0.1,0.93,0,5eeaa7b09312211d1553c286,1
0.96,0.08,0,15,PX_UN_0,doors-621,0.45,0.45,0.45,1,5eeaa7b09312211d1553c286,1
0.41,0.4,0.07,16,PX_NX_0,doors-216,0.11,0.06,0.83,0,5eeaa7b09312211d1553c286,1
0.66,0.58,-1,1,UN_NX_0,doors-54,0.01,0.73,0.73,0,60cb5a6bad5b1a0bf84336b8,1
1,1,-1,2,UN_DX_0,doors-54,0.01,0.01,1,0,60cb5a6bad5b1a0bf84336b8,1
1,1,1,3,PX_UN_0,doors-162,0.01,0.01,1,1,60cb5a6bad5b1a0bf84336b8,1
1,1,1,4,PX_DX_0,doors-216,0.01,0.02,1,0,60cb5a6bad5b1a0bf84336b8,1
1,1,-1,5,UN_UN_0,doors-27,0.49,0.49,0.5,0,60cb5a6bad5b1a0bf84336b8,1
1,1,1,6,PX_NX_0,doors-333,0.69,0.69,0,0,60cb5a6bad5b1a0bf84336b8,1
1,1,1,7,PX_PX_0,doors-621,0.03,0.02,1,0,60cb5a6bad5b1a0bf84336b8,1
1,1,-1,8,UN_PX_0,doors-72,0.67,0.01,0.68,0,60cb5a6bad5b1a0bf84336b8,1
0.7,0.71,0,9,NX_PX_0,goals-621,1,1,1,0,60cb5a6bad5b1a0bf84336b8,1
0.64,0.81,0,10,PX_PX_0,goals-216,1,1,1,0,60cb5a6bad5b1a0bf84336b8,1
0.01,1,-1,11,DX_PX_0,goals-216,1,1,1,0,60cb5a6bad5b1a0bf84336b8,1
0.49,0.49,-1,12,UN_UN_0,goals-162,1,1,1,0,60cb5a6bad5b1a0bf84336b8,1
1,0,0,13,PX_UN_0,goals-333,1,1,1,1,60cb5a6bad5b1a0bf84336b8,1
0.5,0.5,-1,14,UN_PX_0,goals-621,1,1,1,0,60cb5a6bad5b1a0bf84336b8,1
1,0,-1,15,DX_UN_0,goals-333,1,1,1,0,60cb5a6bad5b1a0bf84336b8,1
0.66,0.68,0,16,NX_UN_0,goals-162,1,1,1,0,60cb5a6bad5b1a0bf84336b8,1
0,1,-1,1,DX_PX_0,goals-216,0.34,0.71,0.29,0,6147535df8a4f5c4ad11aa85,1
0.48,0.49,-1,2,UN_PX_0,goals-621,0.45,0.47,0.75,0,6147535df8a4f5c4ad11aa85,1
1,0,0,3,PX_UN_0,goals-333,0.51,0.51,0.51,0,6147535df8a4f5c4ad11aa85,1
0.04,0.98,0.04,4,PX_PX_0,goals-216,0.36,0.78,0.37,0,6147535df8a4f5c4ad11aa85,1
1,0.44,0.02,5,NX_PX_0,goals-621,0.33,0.36,0.7,0,6147535df8a4f5c4ad11aa85,1
0.96,0,-1,6,DX_UN_0,goals-333,0.54,0.53,0.52,0,6147535df8a4f5c4ad11aa85,1
0.82,0.81,0.01,7,NX_UN_0,goals-162,0.81,0.4,0.4,0,6147535df8a4f5c4ad11aa85,1
0.85,0.86,-1,8,UN_UN_0,goals-162,0.83,0.08,0.58,0,6147535df8a4f5c4ad11aa85,1
0.81,0.82,0.02,9,PX_NX_0,doors-333,0.48,0.49,0.47,0,6147535df8a4f5c4ad11aa85,1
0.53,0.49,-1,10,UN_PX_0,doors-72,0.55,0.54,0.57,0,6147535df8a4f5c4ad11aa85,1
0.48,0.47,-1,11,UN_DX_0,doors-54,0.52,0.53,0.54,0,6147535df8a4f5c4ad11aa85,1
0.23,0.21,0.95,12,PX_DX_0,doors-216,0.58,0.29,0.46,0,6147535df8a4f5c4ad11aa85,1
0.84,0.83,-1,13,UN_UN_0,doors-27,0.66,0.34,0.33,0,6147535df8a4f5c4ad11aa85,1
0.88,0.02,0.03,14,PX_UN_0,doors-162,0.31,0.5,0.49,0,6147535df8a4f5c4ad11aa85,1
0.49,0.47,-1,15,UN_NX_0,doors-54,0.27,0.7,0.34,0,6147535df8a4f5c4ad11aa85,1
0.77,0.77,0.04,16,PX_PX_0,doors-621,0.43,0.27,0.58,0,6147535df8a4f5c4ad11aa85,1
0.99,0.07,0.07,1,PX_NX_0,doors-162,0.99,0.11,0.09,0,61340813896314fe55bdd555,1
0.97,0.05,-1,2,UN_PX_0,doors-54,0.12,0.98,0.12,0,61340813896314fe55bdd555,1
0.13,0.98,-1,3,UN_NX_0,doors-27,0.08,1,0.14,0,61340813896314fe55bdd555,1
0.93,0.11,-1,4,UN_UN_0,doors-54,0.97,0.07,0.14,0,61340813896314fe55bdd555,1
0.99,0.12,-1,5,UN_DX_0,doors-72,0.08,0.09,0.92,0,61340813896314fe55bdd555,1
0.94,0.1,0.15,6,PX_UN_0,doors-333,0.15,0.86,0.12,0,61340813896314fe55bdd555,1
0.99,0.07,0.11,7,PX_DX_0,doors-621,0.08,0.03,0.98,0,61340813896314fe55bdd555,1
0.07,0.99,0.03,8,PX_PX_0,doors-216,0.92,0.1,0.12,0,61340813896314fe55bdd555,1
0.06,0.98,0.05,9,PX_UN_0,goals-162,0.13,0.1,0.89,4,61340813896314fe55bdd555,1
0.95,0.11,-1,10,DX_UN_0,goals-162,0.9,0.15,0.18,0,61340813896314fe55bdd555,1
0.08,0.98,-1,11,DX_PX_0,goals-621,0.96,0.09,0.09,0,61340813896314fe55bdd555,1
0.99,0.14,0.11,12,NX_UN_0,goals-333,0.97,0.1,0.08,0,61340813896314fe55bdd555,1
0.11,0.99,0.11,13,PX_PX_0,goals-621,0.97,0.06,0.07,0,61340813896314fe55bdd555,1
0.96,0.13,-1,14,UN_UN_0,goals-333,0.9,0.03,0.08,0,61340813896314fe55bdd555,1
0.13,0.99,0.09,15,NX_PX_0,goals-216,0.1,0.11,0.98,0,61340813896314fe55bdd555,1
0.11,0.99,-1,16,UN_PX_0,goals-216,0.98,0.09,0.14,0,61340813896314fe55bdd555,1
0.17,0.02,0.91,1,PX_DX_0,doors-216,0.02,0.01,0.88,0,61479c43377d0a8389add2ad,1
0.47,0.47,0.01,2,PX_NX_0,doors-333,0.45,0.49,0.2,0,61479c43377d0a8389add2ad,1
0.77,0.21,-1,3,UN_PX_0,doors-72,0.49,0,0.51,0,61479c43377d0a8389add2ad,1
0.46,0.47,-1,4,UN_DX_0,doors-54,0.01,0,0.98,0,61479c43377d0a8389add2ad,1
0.47,0.48,-1,5,UN_NX_0,doors-54,0.01,0.51,0.52,0,61479c43377d0a8389add2ad,1
0.46,0.45,0.01,6,PX_PX_0,doors-621,0.26,0.02,0.85,0,61479c43377d0a8389add2ad,1
0.44,0.44,-1,7,UN_UN_0,doors-27,0.44,0.44,0.49,0,61479c43377d0a8389add2ad,1
0.46,0.47,0.01,8,PX_UN_0,doors-162,0.46,0.46,0.47,0,61479c43377d0a8389add2ad,1
0.49,0.49,0.03,9,NX_UN_0,goals-162,0.5,0.49,0.5,0,61479c43377d0a8389add2ad,1
0.45,0.48,0.02,10,PX_UN_0,goals-333,0.47,0.47,0.47,0,61479c43377d0a8389add2ad,1
0.47,0.46,-1,11,UN_UN_0,goals-162,0.49,0.49,0.48,0,61479c43377d0a8389add2ad,1
0.1,0.67,-1,12,DX_PX_0,goals-216,0.24,0.31,0.35,0,61479c43377d0a8389add2ad,1
0.44,0.44,0.08,13,PX_PX_0,goals-216,0.3,0.13,0.5,0,61479c43377d0a8389add2ad,1
0.45,0.47,0.02,14,NX_PX_0,goals-621,0.64,0.02,0.36,0,61479c43377d0a8389add2ad,1
0.97,0.02,-1,15,DX_UN_0,goals-333,0.47,0.48,0.49,0,61479c43377d0a8389add2ad,1
0.48,0.49,-1,16,UN_PX_0,goals-621,0.66,0.01,0.31,0,61479c43377d0a8389add2ad,1
0.51,0.51,-1,1,UN_UN_0,goals-162,0.36,0.68,0.38,0,612bf3ef401afc036a41dbb4,1
0.23,0.67,0.04,2,PX_PX_0,goals-216,0.18,0.14,0.66,0,612bf3ef401afc036a41dbb4,1
0.13,0.87,-1,3,DX_PX_0,goals-216,0.28,0.63,0.28,0,612bf3ef401afc036a41dbb4,1
0.53,0.53,0.03,4,NX_PX_0,goals-621,0.47,0.12,0.46,0,612bf3ef401afc036a41dbb4,1
0.51,0.52,0.02,5,NX_UN_0,goals-162,0.35,0.33,0.34,0,612bf3ef401afc036a41dbb4,1
0.98,0.01,-1,6,DX_UN_0,goals-333,0.32,0.35,0.33,0,612bf3ef401afc036a41dbb4,1
0.48,0.51,-1,7,UN_PX_0,goals-621,0.65,0.22,0.12,0,612bf3ef401afc036a41dbb4,1
0.72,0.14,0.03,8,PX_UN_0,goals-333,0.34,0.34,0.36,0,612bf3ef401afc036a41dbb4,1
0.54,0.42,-1,9,UN_DX_0,doors-54,0.11,0.11,0.84,0,612bf3ef401afc036a41dbb4,1
0.35,0.73,-1,10,UN_UN_0,doors-27,0.49,0.49,0.49,0,612bf3ef401afc036a41dbb4,1
0.49,0.49,-1,11,UN_NX_0,doors-54,0.29,0.32,0.3,0,612bf3ef401afc036a41dbb4,1
0.46,0.47,0.04,12,PX_NX_0,doors-333,0.39,0.4,0.15,0,612bf3ef401afc036a41dbb4,1
0.2,0.02,0.81,13,PX_DX_0,doors-216,0.04,0.03,0.98,0,612bf3ef401afc036a41dbb4,1
0.39,0.39,0.12,14,PX_UN_0,doors-162,0.27,0.65,0.2,5,612bf3ef401afc036a41dbb4,1
0.17,0.6,0.03,15,PX_PX_0,doors-621,0.11,0.11,0.75,0,612bf3ef401afc036a41dbb4,1
0.46,0.44,-1,16,UN_PX_0,doors-72,0.69,0.02,0.67,0,612bf3ef401afc036a41dbb4,1
0.49,0.53,0,1,NX_PX_0,goals-162,0.49,0,0.51,0,60fd139f32b8b8975b595695,0
1,0,-1,2,DX_UN_0,goals-621,0.49,0.51,0.5,0,60fd139f32b8b8975b595695,0
0,0.98,0,3,PX_PX_0,goals-333,0.29,0,0.77,0,60fd139f32b8b8975b595695,0
0.5,0.49,-1,4,UN_PX_0,goals-162,0.31,0,0.67,0,60fd139f32b8b8975b595695,0
0.48,0.47,0,5,NX_UN_0,goals-216,0.24,0.25,0.77,0,60fd139f32b8b8975b595695,0
0.49,0.47,-1,6,UN_UN_0,goals-216,0.28,0.27,0.77,0,60fd139f32b8b8975b595695,0
0.03,0.97,-1,7,DX_PX_0,goals-333,0.41,0.52,0,0,60fd139f32b8b8975b595695,0
0.47,0.48,0,8,PX_UN_0,goals-621,0.67,0.41,0.3,0,60fd139f32b8b8975b595695,0
0.48,0.47,-1,9,UN_DX_0,doors-54,0,0.03,0.98,0,60fd139f32b8b8975b595695,0
0.63,0.35,0,10,PX_NX_0,doors-621,0.46,0.46,0,0,60fd139f32b8b8975b595695,0
0.46,0.46,-1,11,UN_UN_0,doors-54,0.5,0.5,0.51,0,60fd139f32b8b8975b595695,0
0.39,0.56,-1,12,UN_PX_0,doors-27,0.49,0,0.49,0,60fd139f32b8b8975b595695,0
0.41,0,0.63,13,PX_DX_0,doors-333,0.03,0.03,0.99,0,60fd139f32b8b8975b595695,0
0.76,0.23,0,14,PX_UN_0,doors-216,0.39,0.62,0.36,0,60fd139f32b8b8975b595695,0
0.43,0.44,-1,15,UN_NX_0,doors-72,0,0.5,0.5,0,60fd139f32b8b8975b595695,0
0.37,0.55,0,16,PX_PX_0,doors-162,0.31,0.02,0.63,0,60fd139f32b8b8975b595695,0
0.85,0.85,0,1,NX_PX_0,goals-216,0.2,0.02,0.85,0,60fded032e575f18fae70fc7,1
0.82,0.8,-1,2,UN_PX_0,goals-216,0.19,0.02,0.75,0,60fded032e575f18fae70fc7,1
0.7,0.03,-1,3,DX_UN_0,goals-162,0.36,0.62,0.36,0,60fded032e575f18fae70fc7,1
0.01,0.97,0.01,4,PX_PX_0,goals-621,0.67,0.01,0.35,0,60fded032e575f18fae70fc7,1
0.07,0.92,-1,5,DX_PX_0,goals-621,0.79,0.38,0.01,0,60fded032e575f18fae70fc7,1
0.71,0.71,0.01,6,NX_UN_0,goals-333,0.49,0.48,0.51,0,60fded032e575f18fae70fc7,1
0.49,0.48,-1,7,UN_UN_0,goals-333,0.46,0.45,0.48,0,60fded032e575f18fae70fc7,1
0.84,0.17,0.03,8,PX_UN_0,goals-162,0.17,0.78,0.55,1,60fded032e575f18fae70fc7,1
0.52,0.53,-1,9,UN_UN_0,doors-54,0.48,0.49,0.47,0,60fded032e575f18fae70fc7,1
0.62,0.62,-1,10,UN_PX_0,doors-54,0.75,0.03,0.77,0,60fded032e575f18fae70fc7,1
0.77,0.46,0,11,PX_UN_0,doors-333,0.48,0.48,0.46,1,60fded032e575f18fae70fc7,1
0.77,0.06,0.76,12,PX_DX_0,doors-621,0.02,0.01,0.97,0,60fded032e575f18fae70fc7,1
0.36,0.66,-1,13,UN_NX_0,doors-27,0.01,0.7,0.7,0,60fded032e575f18fae70fc7,1
0.68,0.68,0,14,PX_PX_0,doors-216,0.65,0.48,0.64,0,60fded032e575f18fae70fc7,1
0.58,0.47,-1,15,UN_DX_0,doors-72,0.02,0.01,0.97,0,60fded032e575f18fae70fc7,1
0.64,0.84,0.01,16,PX_NX_0,doors-162,0.59,0.59,0.19,0,60fded032e575f18fae70fc7,1
0.5,0.49,-1,1,UN_UN_0,goals-162,0.45,0.49,0.49,0,60feedfaf00a8094a9bda931,0
0.66,0.67,0.02,2,NX_UN_0,goals-162,0.22,0.64,0.42,0,60feedfaf00a8094a9bda931,0
0.47,0.48,-1,3,UN_PX_0,goals-621,0.74,0.27,0.06,0,60feedfaf00a8094a9bda931,0
0.63,0.45,0.02,4,PX_UN_0,goals-333,0.46,0.47,0.48,0,60feedfaf00a8094a9bda931,0
0.03,0.99,-1,5,DX_PX_0,goals-216,0.49,0.78,0.04,0,60feedfaf00a8094a9bda931,0
0.56,0.57,0,6,NX_PX_0,goals-621,0.57,0.02,0.78,0,60feedfaf00a8094a9bda931,0
0.99,0.01,-1,7,DX_UN_0,goals-333,0.54,0.54,0.56,0,60feedfaf00a8094a9bda931,0
0.34,0.68,0.03,8,PX_PX_0,goals-216,0.3,0.02,0.64,0,60feedfaf00a8094a9bda931,0
0.51,0.49,-1,9,UN_NX_0,doors-54,0.01,0.63,0.64,0,60feedfaf00a8094a9bda931,0
0.61,0.48,-1,10,UN_DX_0,doors-54,0.01,0.02,0.95,0,60feedfaf00a8094a9bda931,0
0.63,0.21,-1,11,UN_PX_0,doors-72,0.68,0.03,0.68,0,60feedfaf00a8094a9bda931,0
0.27,0.66,0.46,12,PX_PX_0,doors-621,0.31,0.02,0.48,0,60feedfaf00a8094a9bda931,0
