1,2,3,trial_num,map,A,B,C,unique_id
0.49,0.49,-1,7,UN_DX_0,0.05,0.05,0.94,eMwB8WP
-1,-1,-1,8,ND_DX_1,0.94,0.05,0.13,eMwB8WP
-1,-1,-1,9,ND_NX_1,0.49,0.2,0.09,eMwB8WP
0.49,0.49,0.23,10,NX_PX_0,0.49,0.49,0.17,eMwB8WP
0.49,0.49,0.03,11,NX_UN_0,0.48,0.48,0.29,eMwB8WP
0.04,1,-1,12,DX_UN_0,0.49,0.49,0.2,eMwB8WP
0.49,0.49,0.05,13,NX_DX_0,0.05,0.05,0.91,eMwB8WP
0.49,0.49,-1,14,UN_PX_0,0.49,0,0.5,eMwB8WP
0.06,0.47,0.48,15,NX_NX_0,0.51,0,0.51,eMwB8WP
0.48,0.48,-1,16,UN_UN_0,0.51,0.5,0.5,eMwB8WP
0.67,0.46,0.05,17,PX_NX_0,0.5,0.5,0.05,eMwB8WP
0.49,0.49,-1,18,DX_PX_0,0.51,0.59,0.51,eMwB8WP
-1,-1,-1,19,ND_PX_1,0.45,0.82,0.04,eMwB8WP
0.49,0.49,-1,20,UN_NX_0,0.49,0.05,0.5,eMwB8WP
-1,-1,-1,21,ND_DX_0,0.79,0.05,0.19,eMwB8WP
-1,-1,-1,22,ND_NX_0,0.47,0.05,0.47,eMwB8WP
0.47,0.08,0.48,23,PX_DX_0,0.05,0.05,0.96,eMwB8WP
