participant,map,bayes_factor
1,ND_PX_0,254.1095269211941
1,PX_DX_0,1202.6162124230955
1,UN_NX_0,5890.781350066751
1,PX_NX_0,9669.240990514203
1,UN_DX_0,8354.663498127096
1,NX_UN_0,150.7180253196754
1,DX_NX_0,733.8773038835637
1,NX_NX_0,2859.000367670855
1,NX_PX_0,130.74737577784782
1,UN_UN_0,10601.033170646893
1,DX_DX_0,321.7252186412904
1,PX_UN_0,70716.18842374269
1,ND_PX_1,8647.728217464753
1,ND_NX_0,1141.8685262842814
1,UN_PX_0,7323.255188570094
1,ND_UN_0,673.9127619597357
1,ND_DX_0,272.1914091996806
1,ND_DX_1,553.2792792887141
1,NX_DX_0,5464.757637297854
1,DX_UN_0,9296.708129360453
1,ND_NX_1,20.439474227714065
1,DX_PX_0,5638.252149171569
1,PX_PX_0,432.8879926603564
