participant,map,bayes_factor
2,NX_DX_0,5198.855377044282
2,PX_NX_0,10204.862549527377
2,ND_UN_0,1530.478640360901
2,ND_PX_1,8468.116846600862
2,DX_PX_0,19223.579771654964
2,UN_DX_0,7933.174522042259
2,PX_PX_0,745.58856098332
2,DX_DX_0,166.96271392543412
2,UN_NX_0,5924.019954315619
2,NX_PX_0,920.8555658302583
2,ND_DX_1,492.26651900932677
2,ND_NX_1,1153.1857458993181
2,ND_DX_0,304.2368106005594
2,PX_UN_0,14340.417101208379
2,NX_UN_0,140.29732731218792
2,ND_PX_0,1023.1348134543526
2,PX_DX_0,82.95702772400263
2,UN_UN_0,3004.290954764526
2,DX_UN_0,9263.180199928558
2,UN_PX_0,1806.471255861296
2,ND_NX_0,2054.6490508790303
2,NX_NX_0,897.2836487465161
2,DX_NX_0,19309.24043147341
