participant,map,bayes_factor
0,NX_UN_0,151.80632789879371
0,PX_PX_0,302.34444338967387
0,DX_DX_0,283.01558209035096
0,ND_PX_0,1117.2707902316986
0,UN_UN_0,5435.9122508804985
0,ND_DX_1,499.15657568924104
0,ND_NX_1,1074.3037313574084
0,ND_PX_1,61198.529594310516
0,ND_DX_0,278.3062445391937
0,PX_UN_0,4374.7295925394683
0,DX_UN_0,10280.48062942555
0,UN_PX_0,1919.7772223246443
0,UN_NX_0,11498.107582919367
0,ND_NX_0,4127.274081753475
0,DX_PX_0,2759.1894211836134
0,NX_DX_0,4925.7750276968636
0,PX_NX_0,9234.8684795030658
0,UN_DX_0,4042.2684246150961
0,DX_NX_0,39246.444788996421
0,NX_NX_0,262.6586822176111
0,PX_DX_0,78.724407057796171
0,NX_PX_0,1763.8721210334854
0,ND_UN_0,772.13437056762359
