participant,map,bayes_factor
38,DX_PX_0,5578.965631087778
38,ND_UN_0,1475.7574301953275
38,NX_NX_0,980.6651595104148
38,NX_UN_0,145.8646708083116
38,UN_NX_0,100786.61297880122
38,UN_UN_0,5272.771435614809
38,ND_PX_1,64557.870406693975
38,ND_NX_1,20.363179650217567
38,PX_NX_0,9029.367906000389
38,NX_DX_0,5154.618657330552
38,ND_DX_1,528.616632960974
38,ND_NX_0,4481.638831180609
38,DX_NX_0,75024.96258953333
38,UN_PX_0,7365.682355671921
38,PX_PX_0,710.3463628378714
38,UN_DX_0,8059.241170542832
38,NX_PX_0,131.0464182420201
38,PX_DX_0,71.26905591475659
38,PX_UN_0,61580.0174023725
38,ND_PX_0,274.4993660621124
38,DX_UN_0,9704.716078898484
38,DX_DX_0,126.23332441530256
38,ND_DX_0,268.09153792447586
