participant,map,bayes_factor
24,ND_NX_0,4327.005829430604
24,ND_NX_1,20.738802317235717
24,ND_PX_0,286.0560879755693
24,UN_DX_0,7681.200662818901
24,UN_UN_0,11158.448057864774
24,PX_NX_0,8884.527244185827
24,NX_DX_0,2640.061289327777
24,NX_NX_0,497.748431198963
24,DX_UN_0,9653.986242485013
24,DX_NX_0,747.4473364252361
24,UN_NX_0,99493.89896451436
24,DX_DX_0,143.5164320946177
24,DX_PX_0,2873.6131322694087
24,ND_DX_1,94.89248624986946
24,UN_PX_0,7333.851050536653
24,PX_PX_0,2775.850920608391
24,NX_UN_0,135.76678691425118
24,PX_UN_0,16078.729777077837
24,PX_DX_0,81.6672532355327
24,NX_PX_0,122.43576267868971
24,ND_PX_1,8318.270424649636
24,ND_DX_0,137.90488894629576
24,ND_UN_0,1398.2849920632339
