participant,map,bayes_factor
20,NX_UN_0,141.38648863105158
20,DX_UN_0,11049.485268963841
20,UN_UN_0,11206.71396777258
20,ND_NX_0,2156.479841936416
20,NX_DX_0,48523.45402759612
20,UN_NX_0,98954.12882411522
20,PX_DX_0,80.56154393115413
20,UN_DX_0,8325.659028873502
20,ND_NX_1,296.02934050831357
20,ND_DX_1,512.4097296595974
20,ND_UN_0,705.6157069395617
20,UN_PX_0,31672.70745474178
20,ND_PX_0,272.1055741000686
20,NX_PX_0,136.65230471158617
20,PX_PX_0,383.05825990010334
20,PX_UN_0,15623.492450319543
20,PX_NX_0,9557.677655862228
20,NX_NX_0,919.2109004114386
20,DX_NX_0,3194.0148519506993
20,DX_DX_0,313.2263403733138
20,ND_DX_0,287.1566468357961
20,ND_PX_1,7674.053402812499
20,DX_PX_0,2756.4042506002797
