participant,map,bayes_factor
37,ND_PX_0,261.92046167512035
37,DX_DX_0,295.6545158688943
37,UN_PX_0,15843.696238035716
37,ND_UN_0,23482.578802437052
37,PX_NX_0,167571.2952075476
37,PX_PX_0,23374.09924100785
37,NX_DX_0,5028.712039035625
37,UN_DX_0,1939.7287759886667
37,NX_UN_0,2738.278983230636
37,DX_NX_0,81985.68282116814
37,ND_NX_1,66.55926737479444
37,PX_UN_0,70300.2701452287
37,UN_NX_0,100239.61979610688
37,ND_PX_1,62362.514306176025
37,ND_DX_0,276.60120411618544
37,ND_DX_1,526.340885773502
37,PX_DX_0,73.83961619470445
37,NX_PX_0,3822.571687519338
37,DX_PX_0,5482.897968736864
37,DX_UN_0,2702.080382679878
37,ND_NX_0,4365.146844035304
37,NX_NX_0,3833.9852651228493
37,UN_UN_0,1431.0550226765765
