participant,map,bayes_factor
29,PX_PX_0,83982.07181567587
29,NX_UN_0,141.05416930871272
29,PX_DX_0,79.38228777086778
29,ND_NX_0,4309.454721063947
29,ND_PX_0,1788.4183261714961
29,ND_NX_1,21.816355504265847
29,DX_PX_0,12903.767777680725
29,ND_DX_0,278.9394044193131
29,ND_PX_1,7619.51940126907
29,PX_UN_0,4756.934104020438
29,DX_NX_0,3056.1921124165733
29,NX_NX_0,984.7320706158071
29,ND_DX_1,502.2047349631583
29,UN_NX_0,265035.24521775276
29,NX_DX_0,2573.946814213865
29,DX_DX_0,3602.0547049350466
29,DX_UN_0,6052.303867836967
29,UN_UN_0,5037.489236789664
29,UN_PX_0,28153.469085238066
29,NX_PX_0,64.57663278469552
29,ND_UN_0,743.3376887313317
29,UN_DX_0,8284.40232607872
29,PX_NX_0,9277.94442647222
