participant,map,bayes_factor
4,PX_UN_0,63918.59619077239
4,ND_NX_1,66.73947904956081
4,NX_PX_0,3941.8560977922275
4,PX_NX_0,9611.35589468068
4,UN_PX_0,6906.3210545212505
4,UN_DX_0,7577.455014166008
4,ND_DX_1,559.9706350320504
4,DX_UN_0,10519.405168163985
4,PX_DX_0,71.47741329744244
4,DX_NX_0,3129.4131124831156
4,NX_UN_0,151.81395742580938
4,DX_PX_0,5331.626177232861
4,DX_DX_0,314.4806637102956
4,NX_NX_0,987.4518456752699
4,PX_PX_0,240.95886121099943
4,NX_DX_0,5625.142683847231
4,ND_NX_0,4249.476839955826
4,ND_DX_0,282.8126431601124
4,UN_NX_0,103471.8993783951
4,ND_PX_0,14274.455924843147
4,ND_PX_1,66416.99374296
4,ND_UN_0,664.098413345972
4,UN_UN_0,11650.234340094943
