participant,map,bayes_factor
21,NX_PX_0,3554.129444059157
21,DX_UN_0,9969.737553277097
21,PX_NX_0,9121.60416962293
21,UN_UN_0,11425.633844023763
21,ND_NX_1,70.73683426521949
21,DX_NX_0,80005.4102111406
21,UN_PX_0,1859.4365692646963
21,NX_UN_0,94059.17932163144
21,ND_UN_0,2757.156341735439
21,NX_NX_0,243.29398440843292
21,ND_PX_1,7901.779520316672
21,UN_DX_0,8084.300842234259
21,ND_PX_0,284.56086038551877
21,PX_UN_0,69374.71192563619
21,ND_DX_1,494.6998417094521
21,PX_PX_0,14528.260331023219
21,UN_NX_0,104942.23503756522
21,DX_DX_0,295.5086175916679
21,PX_DX_0,81.44246352141865
21,ND_DX_0,142.04527014129445
21,NX_DX_0,45008.61953474787
21,ND_NX_0,4746.229736947898
21,DX_PX_0,5278.362155362666
