participant,map,bayes_factor
34,PX_DX_0,71.66713230371934
34,DX_UN_0,9728.129813252557
34,ND_NX_0,4761.875421811713
34,UN_PX_0,29685.95060966046
34,PX_PX_0,2409.1265480154284
34,ND_UN_0,709.7368194810617
34,NX_DX_0,5138.693686453644
34,PX_UN_0,62003.26034515424
34,UN_UN_0,10769.446671674803
34,DX_DX_0,328.5397067666435
34,UN_DX_0,7915.63531648962
34,ND_PX_1,56436.18745752898
34,DX_NX_0,751.4406744995672
34,UN_NX_0,92919.05711058316
34,ND_NX_1,64.23981399503378
34,ND_DX_0,270.13828824261157
34,NX_UN_0,2789.6849615960505
34,PX_NX_0,186573.281480654
34,ND_PX_0,275.72986583557037
34,NX_PX_0,3818.8210994570954
34,DX_PX_0,5443.305884208649
34,ND_DX_1,587.361657479662
34,NX_NX_0,935.2101298837443
