participant,map,bayes_factor
8,ND_NX_0,4305.6617169357705
8,DX_PX_0,18680.350227978648
8,UN_UN_0,10817.976902412585
8,UN_NX_0,99559.2165096931
8,DX_UN_0,10816.85235103717
8,UN_DX_0,7818.889079657188
8,NX_NX_0,997.9150448903297
8,ND_PX_1,62122.44232972939
8,UN_PX_0,7817.265747265374
8,ND_UN_0,732.1885421191201
8,NX_UN_0,134.73585035846827
8,PX_NX_0,9706.981165217707
8,NX_PX_0,3467.7528119846966
8,PX_UN_0,61196.837402570825
8,ND_PX_0,276.4318210803987
8,ND_NX_1,20.538831245746476
8,DX_NX_0,718.5436565960614
8,DX_DX_0,162.70396685398038
8,ND_DX_1,91.89483532663634
8,ND_DX_0,2040.2557395998642
8,NX_DX_0,2806.888531762386
8,PX_PX_0,716.218734152839
8,PX_DX_0,76.40063809640687
