participant,map,bayes_factor
6,NX_UN_0,2467.6525489402493
6,ND_NX_1,62.95065897319119
6,DX_NX_0,1467.931290642235
6,UN_DX_0,8784.344539089403
6,PX_NX_0,182659.79692120015
6,ND_DX_0,294.3567297181246
6,PX_PX_0,718.2186004199738
6,DX_PX_0,5436.491722713449
6,UN_PX_0,1999.9124210445896
6,ND_PX_1,7562.544914176544
6,PX_DX_0,76.65275345957973
6,ND_PX_0,1732.1642565243826
6,NX_PX_0,128.43440675204963
6,NX_NX_0,4399.37281170129
6,DX_UN_0,6200.118568632856
6,ND_NX_0,2505.2424371467664
6,NX_DX_0,5115.986819030021
6,DX_DX_0,284.5857660059069
6,UN_NX_0,102723.93889493468
6,UN_UN_0,1353.6122227394885
6,ND_UN_0,20854.435598847143
6,ND_DX_1,95.62207621896026
6,PX_UN_0,72264.75334490411
