participant,map,bayes_factor
7,UN_UN_0,10819.555702068315
7,ND_DX_1,91.11678270820651
7,NX_DX_0,5534.289315702907
7,ND_NX_1,21.097649907436125
7,DX_PX_0,5630.635816422232
7,DX_DX_0,634.27052487558
7,PX_UN_0,58488.45784467571
7,ND_UN_0,793.4532433089905
7,UN_NX_0,99433.2441941155
7,ND_DX_0,143.46006730844087
7,NX_UN_0,148.63829792159842
7,DX_UN_0,9967.63275958652
7,PX_NX_0,9932.597330788622
7,UN_DX_0,2135.5054731317077
7,NX_NX_0,487.61887627029074
7,ND_PX_0,256.72767995445855
7,DX_NX_0,1556.0597606537472
7,PX_PX_0,462.7406407496857
7,UN_PX_0,33762.820223144736
7,NX_PX_0,133.1596799005684
7,ND_NX_0,2083.9159823406235
7,ND_PX_1,8264.508811844413
7,PX_DX_0,1264.9675204193898
