participant,map,bayes_factor
26,NX_NX_0,499.8298235069658
26,NX_UN_0,154.28512485703035
26,ND_PX_0,1087.339253331958
26,DX_NX_0,1595.6354394449431
26,PX_NX_0,9385.426312214748
26,NX_DX_0,47348.53786836906
26,NX_PX_0,134.40742577626128
26,UN_DX_0,7444.153100831517
26,PX_UN_0,57299.072275368824
26,ND_PX_1,8269.576476525817
26,UN_PX_0,30906.990897978027
26,ND_NX_0,1213.9524729047853
26,PX_PX_0,115.23509675003731
26,ND_DX_0,253.37614193196285
26,PX_DX_0,81.80266089461628
26,UN_NX_0,6313.95587253443
26,ND_UN_0,707.5816224376513
26,DX_PX_0,2612.7208153651595
26,ND_DX_1,554.8194838818728
26,DX_UN_0,2502.819889375579
26,UN_UN_0,5816.0472298624545
26,ND_NX_1,21.02293560750793
26,DX_DX_0,141.45609646842618
