participant,map,bayes_factor
36,PX_NX_0,8933.551937486778
36,ND_NX_0,2255.0129622067593
36,NX_UN_0,143.44344245584924
36,PX_PX_0,242.3081269472593
36,DX_DX_0,137.63699029091873
36,ND_DX_1,92.90199278167974
36,ND_DX_0,289.0111196002556
36,ND_PX_1,8543.475476799293
36,UN_DX_0,8380.18606077952
36,PX_UN_0,4708.424114373599
36,DX_NX_0,73644.30491560885
36,DX_UN_0,6381.486985522931
36,ND_NX_1,64.18584977192454
36,UN_NX_0,98987.80098191444
36,NX_NX_0,461.8032186935404
36,NX_PX_0,1120.5668893193247
36,ND_UN_0,1252.854292550855
36,NX_DX_0,49384.285233429284
36,ND_PX_0,276.70613310630944
36,UN_PX_0,2051.5569511190456
36,UN_UN_0,5429.404036131923
36,PX_DX_0,2.055373859588069e-88
36,DX_PX_0,108913.07287448384
