participant,map,bayes_factor
11,ND_NX_1,62.52189866156336
11,ND_PX_0,274.3179050535877
11,ND_PX_1,63880.430131625944
11,NX_UN_0,2723.660030587868
11,ND_NX_0,4173.046977367675
11,PX_PX_0,20199.36900401047
11,ND_UN_0,677.5586118542966
11,NX_NX_0,1016.3411148930393
11,DX_NX_0,75197.21097044175
11,PX_DX_0,85.43117542486199
11,ND_DX_1,562.757752189045
11,NX_PX_0,3891.0090522243154
11,DX_UN_0,9747.940997565815
11,UN_NX_0,99308.28348665437
11,NX_DX_0,5191.996398403517
11,DX_DX_0,588.5729596801839
11,PX_UN_0,73938.45735204587
11,PX_NX_0,9781.019432201156
11,DX_PX_0,5495.749487121427
11,UN_UN_0,10643.605569176932
11,UN_DX_0,7860.438024894065
11,UN_PX_0,29858.918436801734
11,ND_DX_0,297.8503108263829
