participant,map,bayes_factor
39,NX_NX_0,1078.5419312354961
39,PX_DX_0,74.87839892451727
39,NX_UN_0,137.88114316159295
39,PX_PX_0,7300.8508891621095
39,PX_UN_0,66178.2428938911
39,ND_PX_1,7694.190101183856
39,UN_PX_0,7804.298161125042
39,UN_NX_0,99925.20632400244
39,DX_UN_0,2479.243450801461
39,ND_DX_0,274.5010697384598
39,ND_UN_0,724.8960038483239
39,ND_NX_1,21.08756627611931
39,PX_NX_0,8676.775202836747
39,NX_PX_0,1004.4429604644428
39,UN_DX_0,8746.149001178283
39,NX_DX_0,5059.076603958781
39,DX_DX_0,315.51411628823433
39,UN_UN_0,2810.4363488867384
39,ND_PX_0,268.19574440466766
39,DX_PX_0,5384.220269647191
39,DX_NX_0,761.8151019231846
39,ND_NX_0,4109.291978479595
39,ND_DX_1,97.80575157977533
