participant,map,bayes_factor
23,ND_DX_0,273.37882144665195
23,UN_DX_0,8660.165126796606
23,DX_NX_0,81080.9281835361
23,ND_PX_0,264.14943499830474
23,UN_UN_0,11446.268478889775
23,PX_UN_0,53139.50075724835
23,PX_NX_0,9799.516884893113
23,NX_PX_0,3538.8172163918744
23,ND_NX_0,4257.852238543473
23,ND_DX_1,536.5111056760894
23,DX_DX_0,160.15598983676486
23,NX_NX_0,248.92256610162585
23,NX_UN_0,151.52929815021565
23,ND_NX_1,68.11154685892058
23,UN_PX_0,26966.083584077533
23,UN_NX_0,12777.42133548014
23,ND_PX_1,61344.51918843188
23,NX_DX_0,5372.528303416562
23,ND_UN_0,1433.5658215587039
23,PX_PX_0,363.2151594597515
23,DX_UN_0,2521.731946996914
23,DX_PX_0,2823.4796563541495
23,PX_DX_0,70.53490567134139
