participant,map,bayes_factor
0,ND_UN_0,730.9933744347901
0,DX_PX_0,5863.595245303517
0,UN_DX_0,8874.8409497092598
0,NX_NX_0,895.77278939655287
0,DX_NX_0,1534.7906569555225
0,NX_PX_0,3861.9028575275725
0,ND_NX_1,65.177757029474662
0,PX_NX_0,9902.2259509839769
0,PX_DX_0,73.449730650150045
0,UN_NX_0,5736.2406664065247
0,UN_PX_0,31007.548099753043
0,DX_UN_0,11467.758890960748
0,DX_DX_0,323.79441287614259
0,UN_UN_0,11554.080364602725
0,ND_PX_1,7724.4524857543747
0,ND_DX_0,142.13780716622841
0,PX_UN_0,18734.876960758229
0,ND_NX_0,4181.9522612043238
0,ND_DX_1,517.33555638219786
0,PX_PX_0,14654.151622896319
0,NX_UN_0,146.95020224309948
0,NX_DX_0,5205.997963540487
0,ND_PX_0,272.12898945472637
