participant,map,bayes_factor
6,UN_DX_0,8855.797991114003
6,NX_UN_0,146.13144970993787
6,ND_PX_0,992.9653577927563
6,ND_DX_0,141.10302082177031
6,DX_DX_0,147.73692551696772
6,ND_UN_0,759.1869554719034
6,NX_PX_0,135.17537541962537
6,NX_NX_0,233.51356263983948
6,DX_UN_0,10196.530049044439
6,ND_NX_0,4687.622979394552
6,NX_DX_0,5316.022202421337
6,UN_PX_0,7493.767155411192
6,UN_NX_0,12532.948611606536
6,PX_DX_0,76.06723863556417
6,DX_PX_0,2282.5144700707024
6,PX_PX_0,660.442498331588
6,PX_NX_0,9780.849404732566
6,ND_PX_1,7858.050619233555
6,ND_NX_1,20.345315257583348
6,PX_UN_0,35830.87119964582
6,ND_DX_1,95.10256024417454
6,UN_UN_0,10515.26049679913
6,DX_NX_0,387.11023605216934
