participant,map,bayes_factor
2,UN_DX_0,8259.234593099281
2,PX_UN_0,18077.093213892087
2,UN_UN_0,10931.088962178274
2,PX_PX_0,95051.56620286712
2,ND_PX_0,16214.235321600001
2,PX_DX_0,76.01451870055294
2,ND_DX_0,254.5836851312859
2,NX_NX_0,991.3482565746053
2,PX_NX_0,3901.9944984056356
2,NX_DX_0,5534.392335360889
2,ND_DX_1,4856.462860176611
2,DX_UN_0,26075.77313662463
2,ND_UN_0,1453.1071026633695
2,ND_PX_1,46148.56780711985
2,DX_PX_0,18243.034023205593
2,ND_NX_1,3723.0594741720606
2,NX_PX_0,133.93044126070095
2,NX_UN_0,91018.1793210253
2,UN_PX_0,31162.74716573956
2,DX_NX_0,745.3424160938886
2,DX_DX_0,140.85732572595282
2,UN_NX_0,101907.02718233036
2,ND_NX_0,2066.5951426958104
