participant,map,bayes_factor
2,ND_NX_0,1134.5619171593974
2,NX_PX_0,127.37991469745577
2,NX_DX_0,5292.679757547211
2,PX_PX_0,460.3085056804946
2,PX_DX_0,73.02574909717683
2,PX_NX_0,9854.266237880907
2,ND_NX_1,20.13627781144011
2,DX_PX_0,463.0653599081097
2,UN_UN_0,4719.764659837045
2,UN_PX_0,1927.5456523198468
2,ND_PX_0,1015.9561439991085
2,ND_DX_1,94.45254451033775
2,ND_PX_1,8009.661341293003
2,UN_DX_0,8173.505575593233
2,DX_DX_0,131.83358358388244
2,NX_NX_0,1080.5851137485135
2,UN_NX_0,94532.3507672193
2,DX_UN_0,10832.774854294774
2,ND_DX_0,275.7885762897369
2,NX_UN_0,153.02900028274513
2,PX_UN_0,69943.95966436026
2,DX_NX_0,736.5640470399123
2,ND_UN_0,693.2190968668234
