1,2,3,trial_num,map,A,B,C,unique_id,wrong_attempts
0.47,0.47,0.02,13,NX_DX_0,0.01,0.02,0.97,1wPnIU8,0
0.47,0.47,-1,14,UN_PX_0,0.51,0.02,0.53,1wPnIU8,0
0.44,0.44,-1,15,DX_DX_0,0.02,0.49,0.53,1wPnIU8,0
0.47,0.47,-1,16,UN_UN_0,0.52,0.51,0.56,1wPnIU8,0
0.51,0.51,-1,17,UN_NX_0,0.01,0.52,0.54,1wPnIU8,0
0.5,0.48,-1,18,DX_PX_0,0.5,0.5,0.02,1wPnIU8,0
0.45,0.48,-1,19,UN_DX_0,0.01,0,0.98,1wPnIU8,0
-1,-1,-1,20,ND_NX_0,0.47,0.03,0.48,1wPnIU8,0
0.47,0.01,0.49,21,PX_DX_0,0,0.01,0.75,1wPnIU8,0
-1,-1,-1,22,ND_DX_1,0.99,0.01,0,1wPnIU8,0
-1,-1,-1,23,ND_UN_0,0.49,0.49,0.48,1wPnIU8,0
0.05,0.71,0.18,1,PX_PX_0,0.42,0.05,0.81,oLkfM0N,0
-1,-1,-1,2,ND_UN_0,0.13,0.14,0.8,oLkfM0N,0
0.5,0.48,-1,3,UN_UN_0,0.55,0.55,0.56,oLkfM0N,0
-1,-1,-1,4,ND_PX_0,0.99,0.02,0.08,oLkfM0N,0
0.34,0.84,0.04,5,NX_UN_0,0.18,0.8,0.02,oLkfM0N,0
0.5,0.5,-1,6,UN_NX_0,0.1,0.55,0.55,oLkfM0N,0
0.19,0.76,-1,7,DX_NX_0,0.71,0.05,0.29,oLkfM0N,0
0.09,0.39,0.42,8,NX_NX_0,0.55,0.59,0.59,oLkfM0N,0
0.77,0.54,0.01,9,PX_UN_0,0.81,0.09,0.64,oLkfM0N,0
0.45,0.48,-1,10,UN_PX_0,0.77,0.15,0.6,oLkfM0N,0
0.11,0.11,0.8,11,PX_DX_0,0.11,0.26,0.7,oLkfM0N,0
0.65,0.16,0.24,12,NX_DX_0,0.2,0.08,0.71,oLkfM0N,0
0.63,0.58,0.59,13,PX_NX_0,0.69,0.51,0.09,oLkfM0N,0
-1,-1,-1,14,ND_NX_1,0.86,0.22,0.06,oLkfM0N,0
0.55,0.56,-1,15,DX_PX_0,0.08,0.53,0.52,oLkfM0N,0
-1,-1,-1,16,ND_DX_0,0.78,0.17,0.14,oLkfM0N,0
-1,-1,-1,17,ND_DX_1,0.65,0.39,0.1,oLkfM0N,0
0.83,0.21,-1,18,DX_UN_0,0.5,0.52,0.53,oLkfM0N,0
0.5,0.5,-1,19,UN_DX_0,0.12,0.05,0.85,oLkfM0N,0
0.46,0.45,-1,20,DX_DX_0,0.21,0.69,0.75,oLkfM0N,0
-1,-1,-1,21,ND_NX_0,0.66,0.09,0.64,oLkfM0N,0
-1,-1,-1,22,ND_PX_1,0.29,0.83,0.03,oLkfM0N,0
0.53,0.51,0.43,23,NX_PX_0,0.45,0.23,0.78,oLkfM0N,0
0.5,0.51,-1,1,UN_NX_0,0,0.53,0.54,yYCyou3,0
-1,-1,-1,2,ND_UN_0,0.3,0.29,0.29,yYCyou3,0
1,0.03,-1,3,DX_NX_0,0.51,0,0.52,yYCyou3,0
0.52,0.53,0,4,PX_UN_0,0.31,0.31,0.32,yYCyou3,0
0.5,0.5,0,5,NX_DX_0,0,0,1,yYCyou3,0
-1,-1,-1,6,ND_DX_1,1,0,0,yYCyou3,0
0.51,0.51,-1,7,UN_UN_0,0.3,0.3,0.31,yYCyou3,0
1,0,-1,8,DX_DX_0,0,0,1,yYCyou3,0
-1,-1,-1,9,ND_NX_0,0.48,0,0.5,yYCyou3,0
0,0.49,0.5,10,NX_NX_0,0.5,0,0.51,yYCyou3,0
-1,-1,-1,11,ND_PX_1,0.48,0.49,0,yYCyou3,0
0.48,0.47,-1,12,UN_PX_0,0.5,0,0.52,yYCyou3,0
0.51,0.5,-1,13,UN_DX_0,0,0,1,yYCyou3,0
-1,-1,-1,14,ND_DX_0,0.47,0,0.48,yYCyou3,0
1,0,-1,15,DX_UN_0,0.53,0.51,0,yYCyou3,0
0.52,0.52,0,16,NX_PX_0,0,0,1,yYCyou3,0
0.52,0.51,0,17,PX_PX_0,0.52,0,0.54,yYCyou3,0
-1,-1,-1,18,ND_NX_1,0.52,0,0.52,yYCyou3,0
0.47,0.48,0,19,PX_NX_0,0.51,0.5,0,yYCyou3,0
-1,-1,-1,20,ND_PX_0,0.47,0,0.45,yYCyou3,0
0.47,0,0.44,21,PX_DX_0,0,0,1,yYCyou3,0
0.47,0.45,-1,22,DX_PX_0,0.31,0.31,0,yYCyou3,0
0.5,0.51,0,23,NX_UN_0,0.31,0.31,0.31,yYCyou3,0
0.48,0.48,-1,1,UN_NX_0,0.04,0.59,0.57,VHNf4qQ,0
-1,-1,-1,2,ND_DX_0,0.12,0.92,0.07,VHNf4qQ,0
0.05,0.92,-1,3,DX_PX_0,0.6,0.61,0.1,VHNf4qQ,0
0.9,0.07,-1,4,DX_NX_0,0.78,0.04,0.54,VHNf4qQ,0
0.69,0.24,0.07,5,PX_UN_0,0.46,0.47,0.49,VHNf4qQ,0
0.55,0.53,-1,6,UN_PX_0,0.48,0.05,0.5,VHNf4qQ,0
-1,-1,-1,7,ND_NX_0,0.46,0.03,0.47,VHNf4qQ,0
-1,-1,-1,8,ND_UN_0,0.49,0.49,0.48,VHNf4qQ,0
0.72,0.49,-1,9,UN_DX_0,0.06,0,0.95,VHNf4qQ,0
0.47,0.47,-1,10,UN_UN_0,0.55,0.53,0.51,VHNf4qQ,0
0.52,0.53,0.31,11,PX_DX_0,0,0.05,0.94,VHNf4qQ,0
0.51,0.49,0.49,12,NX_PX_0,0.5,0.03,0.53,VHNf4qQ,0
0.03,0.51,0.04,13,NX_NX_0,0.04,0.07,0.93,VHNf4qQ,0
-1,-1,-1,14,ND_PX_0,0.79,0.04,0.23,VHNf4qQ,0
0.72,0.27,-1,15,DX_DX_0,0.03,0.03,0.97,VHNf4qQ,0
0.14,0.78,0.02,16,PX_PX_0,0.23,0.02,0.85,VHNf4qQ,0
0.23,0.88,0.02,17,NX_UN_0,0.51,0.5,0.53,VHNf4qQ,0
0.97,0.06,-1,18,DX_UN_0,0.5,0.49,0.5,VHNf4qQ,0
0.82,0.73,0.06,19,NX_DX_0,0.01,0.02,0.94,VHNf4qQ,0
-1,-1,-1,20,ND_DX_1,0.25,0.87,0.03,VHNf4qQ,0
-1,-1,-1,21,ND_NX_1,0.39,0.37,0.36,VHNf4qQ,0
0.41,0.72,0.06,22,PX_NX_0,0.49,0.51,0.01,VHNf4qQ,0
-1,-1,-1,23,ND_PX_1,0.16,0.82,0.03,VHNf4qQ,0
